time_sec,a,b,s1,s2,s3,ds1,ds2,ds3,w1,w2,w3,i1,i2,i3,lookahead1,lookahead2,x,y,vx,vy
4.237,-3.092,1.994,"[1.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[1.0, -1.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]",6.096,3.048,3.048,1,0,0,5.595,1.094,-0.137,-1.994,0.046,-0.918
4.632,-3.110,2.333,"[1.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[1.0, -1.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]",6.096,3.048,3.048,1,0,0,5.934,1.433,-0.128,-2.333,0.028,-0.875
4.637,-3.110,2.333,"[1.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[1.0, -1.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]",6.096,3.048,3.048,1,0,0,5.934,1.433,-0.128,-2.333,0.028,-0.875
5.033,-3.074,2.658,"[1.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[1.0, -1.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]",6.096,3.048,3.048,1,0,0,6.258,1.758,-0.118,-2.658,0.062,-0.913
5.039,-3.074,2.658,"[1.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[1.0, -1.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]",6.096,3.048,3.048,1,0,0,6.258,1.758,-0.118,-2.658,0.062,-0.913
5.427,-3.115,2.981,"[1.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[1.0, -1.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]",6.096,3.048,3.048,1,0,0,6.581,2.081,-0.108,-2.981,0.023,-0.873
5.431,-3.115,2.981,"[1.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[1.0, -1.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]",6.096,3.048,3.048,1,0,0,6.581,2.081,-0.108,-2.981,0.023,-0.873
5.827,-3.094,3.306,"[1.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[1.0, -1.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]",6.096,3.048,3.048,1,0,0,6.906,2.406,-0.089,-3.306,0.039,-0.825
5.834,-3.094,3.306,"[1.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[1.0, -1.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]",6.096,3.048,3.048,1,0,0,6.906,2.406,-0.089,-3.306,0.039,-0.825
6.235,-3.082,3.627,"[1.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[1.0, -1.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]",6.096,3.048,3.048,1,0,0,7.228,2.728,-0.068,-3.627,0.048,-0.805
6.241,-3.082,3.627,"[1.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[1.0, -1.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]",6.096,3.048,3.048,1,0,0,7.228,2.728,-0.068,-3.627,0.048,-0.805
6.630,3.127,3.925,"[1.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[1.0, -1.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]",6.096,3.048,3.048,1,0,0,7.525,3.025,-0.053,-3.925,-0.011,-0.742
6.637,3.127,3.925,"[1.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[1.0, -1.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]",6.096,3.048,3.048,1,0,0,7.525,3.025,-0.053,-3.925,-0.011,-0.742
7.035,-3.127,4.225,"[1.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[1.0, -1.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]",6.096,3.048,3.048,1,0,0,7.825,3.325,-0.041,-4.225,0.012,-0.848
7.041,-3.127,4.225,"[1.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[1.0, -1.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]",6.096,3.048,3.048,1,0,0,7.825,3.325,-0.041,-4.225,0.012,-0.848
7.427,-3.054,4.543,"[1.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[1.0, -1.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]",6.096,3.048,3.048,1,0,0,8.143,3.643,-0.022,-4.543,0.066,-0.753
7.433,-3.054,4.543,"[1.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[1.0, -1.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]",6.096,3.048,3.048,1,0,0,8.143,3.643,-0.022,-4.543,0.066,-0.753
7.830,-3.119,4.846,"[1.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[1.0, -1.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]",6.096,3.048,3.048,1,0,0,8.446,3.946,-0.011,-4.846,0.017,-0.758
7.835,-3.119,4.846,"[1.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[1.0, -1.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]",6.096,3.048,3.048,1,0,0,8.446,3.946,-0.011,-4.846,0.017,-0.758
8.233,-3.100,5.155,"[1.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[1.0, -1.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]",6.096,3.048,3.048,1,0,0,8.755,4.255,-0.004,-5.155,0.033,-0.787
8.240,-3.100,5.155,"[1.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[1.0, -1.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]",6.096,3.048,3.048,1,0,0,8.755,4.255,-0.004,-5.155,0.033,-0.787
8.631,-3.135,5.460,"[1.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[1.0, -1.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]",6.096,3.048,3.048,1,0,0,9.060,4.560,-0.003,-5.460,0.005,-0.769
8.637,-3.135,5.460,"[1.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[1.0, -1.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]",6.096,3.048,3.048,1,0,0,9.060,4.560,-0.003,-5.460,0.005,-0.769
9.035,-3.128,5.768,"[1.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[1.0, -1.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]",6.096,3.048,3.048,1,0,0,9.368,4.868,-0.003,-5.768,0.011,-0.821
9.040,-3.128,5.768,"[1.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[1.0, -1.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]",6.096,3.048,3.048,1,0,0,9.368,4.868,-0.003,-5.768,0.011,-0.821
9.429,-3.094,6.091,"[1.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[1.0, -1.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]",6.096,3.048,3.048,1,0,0,9.691,5.191,0.008,-6.091,0.037,-0.782
9.436,-3.094,6.091,"[1.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[1.0, -1.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]",6.096,3.048,3.048,1,0,0,9.691,5.191,0.008,-6.091,0.037,-0.782
9.828,-3.113,6.397,"[1.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[1.0, -1.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]",6.096,3.048,3.048,1,0,0,9.997,5.497,0.010,-6.397,0.023,-0.802
9.833,-3.113,6.397,"[1.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[1.0, -1.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]",6.096,3.048,3.048,1,0,0,9.997,5.497,0.010,-6.397,0.023,-0.802
10.232,-3.133,6.713,"[1.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[1.0, -1.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]",6.096,3.048,3.048,1,0,0,10.313,5.813,0.015,-6.713,0.007,-0.779
10.245,-3.133,6.713,"[1.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[1.0, -1.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]",6.096,3.048,3.048,1,0,0,10.313,5.813,0.015,-6.713,0.007,-0.779
10.631,3.113,7.026,"[1.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[1.0, -1.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]",6.096,3.048,3.048,1,0,0,10.625,6.125,0.011,-7.026,-0.023,-0.804
10.634,,,,,,,,,,,,,,,,,,,,
10.638,3.113,7.026,"[1.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[1.0, -1.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]",9.144,3.048,3.048,2,0,0,10.625,6.125,0.011,-7.026,-0.023,-0.804
11.035,-3.107,7.344,"[1.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[1.0, -1.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]",9.144,3.048,3.048,2,0,0,10.944,6.444,0.018,-7.344,0.018,-0.520
11.045,-3.107,7.344,"[1.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[1.0, -1.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]",9.144,3.048,3.048,2,0,0,10.944,6.444,0.018,-7.344,0.018,-0.520
11.426,3.010,7.616,"[1.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[1.0, -1.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]",9.144,3.048,3.048,2,0,0,11.216,6.716,0.020,-7.616,-0.026,-0.197
11.432,3.010,7.616,"[1.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[1.0, -1.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]",9.144,3.048,3.048,2,0,0,11.216,6.716,0.020,-7.616,-0.026,-0.197
11.827,-2.173,7.721,"[1.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[1.0, -1.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]",9.144,3.048,3.048,2,0,0,11.321,6.821,0.016,-7.721,0.016,-0.011
11.834,-2.173,7.721,"[1.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[1.0, -1.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]",9.144,3.048,3.048,2,0,0,11.321,6.821,0.016,-7.721,0.016,-0.011
12.233,0.526,7.706,"[1.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[1.0, -1.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]",9.144,3.048,3.048,2,0,0,11.306,6.806,0.019,-7.706,-0.018,0.031
12.237,0.526,7.706,"[1.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[1.0, -1.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]",9.144,3.048,3.048,2,0,0,11.306,6.806,0.019,-7.706,-0.018,0.031
12.630,0.349,7.704,"[1.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[1.0, -1.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]",9.144,3.048,3.048,2,0,0,11.303,6.803,0.016,-7.704,-0.004,0.011
12.635,0.349,7.704,"[1.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[1.0, -1.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]",9.144,3.048,3.048,2,0,0,11.303,6.803,0.016,-7.704,-0.004,0.011
13.034,-1.951,7.705,"[1.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[1.0, -1.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]",9.144,3.048,3.048,2,0,0,11.305,6.805,0.019,-7.705,0.015,-0.006
13.043,-1.951,7.705,"[1.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[1.0, -1.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]",9.144,3.048,3.048,2,0,0,11.305,6.805,0.019,-7.705,0.015,-0.006
13.434,-1.751,7.704,"[1.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[1.0, -1.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]",9.144,3.048,3.048,2,0,0,11.304,6.804,0.022,-7.704,0.011,-0.002
13.442,-1.751,7.704,"[1.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[1.0, -1.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]",9.144,3.048,3.048,2,0,0,11.304,6.804,0.022,-7.704,0.011,-0.002
13.826,-0.464,7.704,"[1.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[1.0, -1.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]",9.144,3.048,3.048,2,0,0,11.304,6.804,0.023,-7.704,0.004,0.008
13.830,-0.464,7.704,"[1.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[1.0, -1.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]",9.144,3.048,3.048,2,0,0,11.304,6.804,0.023,-7.704,0.004,0.008
14.238,0.124,7.704,"[1.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[1.0, -1.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]",9.144,3.048,3.048,2,0,0,11.304,6.804,0.020,-7.704,-0.001,0.008
14.242,0.124,7.704,"[1.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[1.0, -1.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]",9.144,3.048,3.048,2,0,0,11.304,6.804,0.020,-7.704,-0.001,0.008
14.632,-1.951,7.701,"[1.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[1.0, -1.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]",9.144,3.048,3.048,2,0,0,11.301,6.801,0.015,-7.701,0.005,-0.002
14.636,-1.951,7.701,"[1.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[1.0, -1.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]",9.144,3.048,3.048,2,0,0,11.301,6.801,0.015,-7.701,0.005,-0.002
15.033,-2.246,7.702,"[1.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[1.0, -1.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]",9.144,3.048,3.048,2,0,0,11.302,6.802,0.018,-7.702,0.005,-0.004
15.038,-2.246,7.702,"[1.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[1.0, -1.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]",9.144,3.048,3.048,2,0,0,11.302,6.802,0.018,-7.702,0.005,-0.004
15.427,-2.356,7.702,"[1.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[1.0, -1.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]",9.144,3.048,3.048,2,0,0,11.302,6.802,0.018,-7.702,0.004,-0.004
