time_sec,a,b,s1,s2,s3,ds1,ds2,ds3,w1,w2,w3,i1,i2,i3,lookahead1,lookahead2,x,y,vx,vy
45.603,,,,,,,,,,,,,,,,,,,,
45.986,0.165,20.767,"[1.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[1.0, -1.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]",9.144,3.048,3.048,2,0,0,23.367,19.867,0.169,-20.767,-0.002,0.012
45.998,,,,,,,,,,,,,,,,,,,,
45.999,,,,,,,,,,,,,,,,,,,,
46.001,,,,,,,,,,,,,,,,,,,,
46.006,0.165,20.767,"[1.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[1.0, -1.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]",9.144,3.048,3.048,2,0,0,23.367,19.867,0.169,-20.767,-0.002,0.012
46.008,,,,,,,,,,,,,,,,,,,,
46.015,,,,,,,,,,,,,,,,,,,,
46.020,,,,,,,,,,,,,,,,,,,,
46.381,0.951,20.765,"[1.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[1.0, -1.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]",9.144,3.048,3.048,2,0,0,23.365,19.865,0.170,-20.765,-0.007,0.005
46.383,,,,,,,,,,,,,,,,,,,,
46.386,,,,,,,,,,,,,,,,,,,,
46.389,,,,,,,,,,,,,,,,,,,,
46.394,0.951,20.765,"[1.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[1.0, -1.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]",9.144,3.048,3.048,2,0,0,23.365,19.865,0.170,-20.765,-0.007,0.005
46.396,,,,,,,,,,,,,,,,,,,,
46.399,,,,,,,,,,,,,,,,,,,,
46.403,,,,,,,,,,,,,,,,,,,,
46.779,1.670,20.765,"[1.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[1.0, -1.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]",9.144,3.048,3.048,2,0,0,23.366,19.866,0.168,-20.765,-0.010,-0.001
46.784,,,,,,,,,,,,,,,,,,,,
46.789,,,,,,,,,,,,,,,,,,,,
46.791,,,,,,,,,,,,,,,,,,,,
46.799,1.670,20.765,"[1.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[1.0, -1.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]",9.144,3.048,3.048,2,0,0,23.366,19.866,0.168,-20.765,-0.010,-0.001
46.803,,,,,,,,,,,,,,,,,,,,
46.805,,,,,,,,,,,,,,,,,,,,
46.807,,,,,,,,,,,,,,,,,,,,
47.186,1.019,20.764,"[1.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[1.0, -1.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]",9.144,3.048,3.048,2,0,0,23.364,19.864,0.171,-20.764,-0.013,0.008
47.190,,,,,,,,,,,,,,,,,,,,
47.194,,,,,,,,,,,,,,,,,,,,
47.196,,,,,,,,,,,,,,,,,,,,
47.203,1.019,20.764,"[1.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[1.0, -1.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]",9.144,3.048,3.048,2,0,0,23.364,19.864,0.171,-20.764,-0.013,0.008
47.207,,,,,,,,,,,,,,,,,,,,
47.208,,,,,,,,,,,,,,,,,,,,
47.210,,,,,,,,,,,,,,,,,,,,
47.584,2.751,20.767,"[1.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[1.0, -1.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]",9.144,3.048,3.048,2,0,0,23.367,19.867,0.171,-20.767,-0.007,-0.017
47.587,,,,,,,,,,,,,,,,,,,,
47.589,,,,,,,,,,,,,,,,,,,,
47.591,,,,,,,,,,,,,,,,,,,,
47.596,2.751,20.767,"[1.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[1.0, -1.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]",9.144,3.048,3.048,2,0,0,23.367,19.867,0.171,-20.767,-0.007,-0.017
47.598,,,,,,,,,,,,,,,,,,,,
47.600,,,,,,,,,,,,,,,,,,,,
47.601,,,,,,,,,,,,,,,,,,,,
47.987,1.571,20.767,"[1.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[1.0, -1.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]",9.144,3.048,3.048,2,0,0,23.367,19.867,0.170,-20.767,-0.003,0.000
47.991,,,,,,,,,,,,,,,,,,,,
47.994,,,,,,,,,,,,,,,,,,,,
47.997,,,,,,,,,,,,,,,,,,,,
48.004,1.571,20.767,"[1.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[1.0, -1.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]",9.144,3.048,3.048,2,0,0,23.367,19.867,0.170,-20.767,-0.003,0.000
48.007,,,,,,,,,,,,,,,,,,,,
48.010,,,,,,,,,,,,,,,,,,,,
48.011,,,,,,,,,,,,,,,,,,,,
48.382,-0.000,20.766,"[1.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[1.0, -1.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]",9.144,3.048,3.048,2,0,0,23.366,19.866,0.171,-20.766,0.000,0.001
48.387,,,,,,,,,,,,,,,,,,,,
48.389,,,,,,,,,,,,,,,,,,,,
48.391,,,,,,,,,,,,,,,,,,,,
48.395,-0.000,20.766,"[1.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[1.0, -1.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]",9.144,3.048,3.048,2,0,0,23.366,19.866,0.171,-20.766,0.000,0.001
48.401,,,,,,,,,,,,,,,,,,,,
48.404,,,,,,,,,,,,,,,,,,,,
48.405,,,,,,,,,,,,,,,,,,,,
48.781,1.107,20.765,"[1.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[1.0, -1.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]",9.144,3.048,3.048,2,0,0,23.365,19.865,0.170,-20.765,-0.006,0.003
48.785,,,,,,,,,,,,,,,,,,,,
48.789,,,,,,,,,,,,,,,,,,,,
48.791,,,,,,,,,,,,,,,,,,,,
48.800,1.107,20.765,"[1.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[1.0, -1.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]",9.144,3.048,3.048,2,0,0,23.365,19.865,0.170,-20.765,-0.006,0.003
48.810,,,,,,,,,,,,,,,,,,,,
48.812,,,,,,,,,,,,,,,,,,,,
48.815,,,,,,,,,,,,,,,,,,,,
49.188,2.191,20.765,"[1.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[1.0, -1.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]",9.144,3.048,3.048,2,0,0,23.365,19.865,0.168,-20.765,-0.007,-0.005
49.191,,,,,,,,,,,,,,,,,,,,
49.193,,,,,,,,,,,,,,,,,,,,
49.195,,,,,,,,,,,,,,,,,,,,
49.199,2.191,20.765,"[1.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[1.0, -1.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]",9.144,3.048,3.048,2,0,0,23.365,19.865,0.168,-20.765,-0.007,-0.005
49.203,,,,,,,,,,,,,,,,,,,,
49.207,,,,,,,,,,,,,,,,,,,,
49.209,,,,,,,,,,,,,,,,,,,,
49.583,2.356,20.767,"[1.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[1.0, -1.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]",9.144,3.048,3.048,2,0,0,23.367,19.867,0.167,-20.767,-0.009,-0.009
49.586,,,,,,,,,,,,,,,,,,,,
49.589,,,,,,,,,,,,,,,,,,,,
49.591,,,,,,,,,,,,,,,,,,,,
49.596,2.356,20.767,"[1.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[1.0, -1.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]",9.144,3.048,3.048,2,0,0,23.367,19.867,0.167,-20.767,-0.009,-0.009
49.598,,,,,,,,,,,,,,,,,,,,
49.600,,,,,,,,,,,,,,,,,,,,
49.602,,,,,,,,,,,,,,,,,,,,
49.985,2.423,20.766,"[1.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[1.0, -1.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]",9.144,3.048,3.048,2,0,0,23.366,19.866,0.167,-20.766,-0.007,-0.008
49.989,,,,,,,,,,,,,,,,,,,,
49.990,,,,,,,,,,,,,,,,,,,,
49.991,,,,,,,,,,,,,,,,,,,,
49.997,2.423,20.766,"[1.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[1.0, -1.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]",9.144,3.048,3.048,2,0,0,23.366,19.866,0.167,-20.766,-0.007,-0.008
49.998,,,,,,,,,,,,,,,,,,,,
49.999,,,,,,,,,,,,,,,,,,,,
50.001,,,,,,,,,,,,,,,,,,,,
50.387,-1.782,20.767,"[1.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[1.0, -1.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]",9.144,3.048,3.048,2,0,0,23.367,19.867,0.167,-20.767,0.014,-0.003
50.389,,,,,,,,,,,,,,,,,,,,
50.391,,,,,,,,,,,,,,,,,,,,
50.394,,,,,,,,,,,,,,,,,,,,
50.399,-1.782,20.767,"[1.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[1.0, -1.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]",9.144,3.048,3.048,2,0,0,23.367,19.867,0.167,-20.767,0.014,-0.003
50.403,,,,,,,,,,,,,,,,,,,,
50.410,,,,,,,,,,,,,,,,,,,,
50.411,,,,,,,,,,,,,,,,,,,,
50.784,-1.571,20.767,"[1.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[1.0, -1.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]",9.144,3.048,3.048,2,0,0,23.367,19.867,0.167,-20.767,0.006,0.000
50.787,,,,,,,,,,,,,,,,,,,,
50.789,,,,,,,,,,,,,,,,,,,,
50.791,,,,,,,,,,,,,,,,,,,,
50.795,-1.571,20.767,"[1.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[1.0, -1.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]",9.144,3.048,3.048,2,0,0,23.367,19.867,0.167,-20.767,0.006,0.000
50.800,,,,,,,,,,,,,,,,,,,,
50.804,,,,,,,,,,,,,,,,,,,,
50.806,,,,,,,,,,,,,,,,,,,,
51.185,-0.540,20.765,"[1.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[1.0, -1.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]",9.144,3.048,3.048,2,0,0,23.365,19.865,0.169,-20.765,0.003,0.005
51.187,,,,,,,,,,,,,,,,,,,,
51.189,,,,,,,,,,,,,,,,,,,,
51.190,,,,,,,,,,,,,,,,,,,,
51.194,-0.540,20.765,"[1.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[1.0, -1.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]",9.144,3.048,3.048,2,0,0,23.365,19.865,0.169,-20.765,0.003,0.005
51.201,,,,,,,,,,,,,,,,,,,,
51.205,,,,,,,,,,,,,,,,,,,,
51.209,,,,,,,,,,,,,,,,,,,,
51.583,-2.309,20.766,"[1.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[1.0, -1.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]",9.144,3.048,3.048,2,0,0,23.366,19.866,0.167,-20.766,0.011,-0.010
51.585,,,,,,,,,,,,,,,,,,,,
51.587,,,,,,,,,,,,,,,,,,,,
51.589,,,,,,,,,,,,,,,,,,,,
51.593,-2.309,20.766,"[1.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[1.0, -1.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]",9.144,3.048,3.048,2,0,0,23.366,19.866,0.167,-20.766,0.011,-0.010
51.596,,,,,,,,,,,,,,,,,,,,
51.609,,,,,,,,,,,,,,,,,,,,
51.611,,,,,,,,,,,,,,,,,,,,
51.986,-2.182,20.766,"[1.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[1.0, -1.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]",9.144,3.048,3.048,2,0,0,23.366,19.866,0.169,-20.766,0.010,-0.007
51.988,,,,,,,,,,,,,,,,,,,,
51.990,,,,,,,,,,,,,,,,,,,,
51.992,,,,,,,,,,,,,,,,,,,,
51.998,-2.182,20.766,"[1.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[1.0, -1.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]",9.144,3.048,3.048,2,0,0,23.366,19.866,0.169,-20.766,0.010,-0.007
52.001,,,,,,,,,,,,,,,,,,,,
52.003,,,,,,,,,,,,,,,,,,,,
52.005,,,,,,,,,,,,,,,,,,,,
52.382,0.960,20.766,"[1.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[1.0, -1.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]",9.144,3.048,3.048,2,0,0,23.366,19.866,0.166,-20.766,-0.010,0.007
52.385,,,,,,,,,,,,,,,,,,,,
52.388,,,,,,,,,,,,,,,,,,,,
52.391,,,,,,,,,,,,,,,,,,,,
52.396,0.960,20.766,"[1.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[1.0, -1.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]",9.144,3.048,3.048,2,0,0,23.366,19.866,0.166,-20.766,-0.010,0.007
52.398,,,,,,,,,,,,,,,,,,,,
52.400,,,,,,,,,,,,,,,,,,,,
52.401,,,,,,,,,,,,,,,,,,,,
52.782,0.111,20.765,"[1.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[1.0, -1.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]",9.144,3.048,3.048,2,0,0,23.365,19.865,0.168,-20.765,-0.001,0.009
52.784,,,,,,,,,,,,,,,,,,,,
52.786,,,,,,,,,,,,,,,,,,,,
52.788,,,,,,,,,,,,,,,,,,,,
52.792,0.111,20.765,"[1.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[1.0, -1.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]",9.144,3.048,3.048,2,0,0,23.365,19.865,0.168,-20.765,-0.001,0.009
52.794,,,,,,,,,,,,,,,,,,,,
52.795,,,,,,,,,,,,,,,,,,,,
52.797,,,,,,,,,,,,,,,,,,,,
53.186,0.727,20.763,"[1.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[1.0, -1.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]",9.144,3.048,3.048,2,0,0,23.363,19.863,0.167,-20.763,-0.008,0.009
53.189,,,,,,,,,,,,,,,,,,,,
53.191,,,,,,,,,,,,,,,,,,,,
53.192,,,,,,,,,,,,,,,,,,,,
53.196,0.727,20.763,"[1.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[1.0, -1.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]",9.144,3.048,3.048,2,0,0,23.363,19.863,0.167,-20.763,-0.008,0.009
53.201,,,,,,,,,,,,,,,,,,,,
53.203,,,,,,,,,,,,,,,,,,,,
53.206,,,,,,,,,,,,,,,,,,,,
53.584,2.111,20.766,"[1.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[1.0, -1.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]",9.144,3.048,3.048,2,0,0,23.366,19.866,0.163,-20.766,-0.005,-0.003
53.586,,,,,,,,,,,,,,,,,,,,
53.589,,,,,,,,,,,,,,,,,,,,
53.591,,,,,,,,,,,,,,,,,,,,
53.597,2.111,20.766,"[1.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[1.0, -1.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]",9.144,3.048,3.048,2,0,0,23.366,19.866,0.163,-20.766,-0.005,-0.003
53.599,,,,,,,,,,,,,,,,,,,,
53.602,,,,,,,,,,,,,,,,,,,,
53.605,,,,,,,,,,,,,,,,,,,,
53.985,-1.228,20.765,"[1.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[1.0, -1.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]",9.144,3.048,3.048,2,0,0,23.365,19.865,0.163,-20.765,0.014,0.005
53.987,,,,,,,,,,,,,,,,,,,,
53.990,,,,,,,,,,,,,,,,,,,,
53.991,,,,,,,,,,,,,,,,,,,,
53.995,-1.228,20.765,"[1.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[1.0, -1.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]",9.144,3.048,3.048,2,0,0,23.365,19.865,0.163,-20.765,0.014,0.005
53.998,,,,,,,,,,,,,,,,,,,,
53.999,,,,,,,,,,,,,,,,,,,,
54.001,,,,,,,,,,,,,,,,,,,,
54.381,-1.373,20.764,"[1.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[1.0, -1.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]",9.144,3.048,3.048,2,0,0,23.364,19.864,0.167,-20.764,0.015,0.003
54.384,,,,,,,,,,,,,,,,,,,,
54.387,,,,,,,,,,,,,,,,,,,,
54.389,,,,,,,,,,,,,,,,,,,,
54.395,-1.373,20.764,"[1.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[1.0, -1.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]",9.144,3.048,3.048,2,0,0,23.364,19.864,0.167,-20.764,0.015,0.003
54.397,,,,,,,,,,,,,,,,,,,,
54.400,,,,,,,,,,,,,,,,,,,,
54.406,,,,,,,,,,,,,,,,,,,,
54.780,1.571,20.764,"[1.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[1.0, -1.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]",9.144,3.048,3.048,2,0,0,23.364,19.864,0.167,-20.764,-0.010,0.000
54.782,,,,,,,,,,,,,,,,,,,,
54.785,,,,,,,,,,,,,,,,,,,,
54.787,,,,,,,,,,,,,,,,,,,,
54.792,1.571,20.764,"[1.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[1.0, -1.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]",9.144,3.048,3.048,2,0,0,23.364,19.864,0.167,-20.764,-0.010,0.000
54.795,,,,,,,,,,,,,,,,,,,,
54.797,,,,,,,,,,,,,,,,,,,,
54.799,,,,,,,,,,,,,,,,,,,,
55.185,-2.897,20.765,"[1.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[1.0, -1.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]",9.144,3.048,3.048,2,0,0,23.365,19.865,0.162,-20.765,0.002,-0.008
55.188,,,,,,,,,,,,,,,,,,,,
55.190,,,,,,,,,,,,,,,,,,,,
55.191,,,,,,,,,,,,,,,,,,,,
55.196,-2.897,20.765,"[1.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[1.0, -1.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]",9.144,3.048,3.048,2,0,0,23.365,19.865,0.162,-20.765,0.002,-0.008
55.199,,,,,,,,,,,,,,,,,,,,
55.202,,,,,,,,,,,,,,,,,,,,
55.204,,,,,,,,,,,,,,,,,,,,
55.585,-1.920,20.766,"[1.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[1.0, -1.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]",9.144,3.048,3.048,2,0,0,23.366,19.866,0.164,-20.766,0.011,-0.004
55.588,,,,,,,,,,,,,,,,,,,,
55.591,,,,,,,,,,,,,,,,,,,,
55.594,,,,,,,,,,,,,,,,,,,,
55.604,-1.920,20.766,"[1.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[1.0, -1.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]",9.144,3.048,3.048,2,0,0,23.366,19.866,0.164,-20.766,0.011,-0.004
55.606,,,,,,,,,,,,,,,,,,,,
55.608,,,,,,,,,,,,,,,,,,,,
55.610,,,,,,,,,,,,,,,,,,,,
55.985,-1.249,20.763,"[1.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[1.0, -1.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]",9.144,3.048,3.048,2,0,0,23.363,19.863,0.168,-20.763,0.009,0.003
55.988,,,,,,,,,,,,,,,,,,,,
55.990,,,,,,,,,,,,,,,,,,,,
55.992,,,,,,,,,,,,,,,,,,,,
55.999,-1.249,20.763,"[1.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[1.0, -1.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]",9.144,3.048,3.048,2,0,0,23.363,19.863,0.168,-20.763,0.009,0.003
56.001,,,,,,,,,,,,,,,,,,,,
56.003,,,,,,,,,,,,,,,,,,,,
56.006,,,,,,,,,,,,,,,,,,,,
56.379,-1.571,20.766,"[1.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[1.0, -1.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]",9.144,3.048,3.048,2,0,0,23.366,19.866,0.166,-20.766,0.009,0.000
56.381,,,,,,,,,,,,,,,,,,,,
56.383,,,,,,,,,,,,,,,,,,,,
56.385,,,,,,,,,,,,,,,,,,,,
56.395,-1.571,20.766,"[1.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[1.0, -1.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]",9.144,3.048,3.048,2,0,0,23.366,19.866,0.166,-20.766,0.009,0.000
56.397,,,,,,,,,,,,,,,,,,,,
56.401,,,,,,,,,,,,,,,,,,,,
56.403,,,,,,,,,,,,,,,,,,,,
