time_sec,command,y,vx,vy,pdo_position_mm_22,pdo_speed_mms_22,pdo_position_mm_24,pdo_speed_mms_24,pdo_position_mm_26,pdo_speed_mms_26
2.351,PDO_FEEDBACK_26,-0.000999999999999994,-0.002,0.007,0.0,0.0,0.0,0.0,0.0,0.0
2.381,PDO_FEEDBACK_22,-0.000999999999999994,-0.002,0.007,1.3,11.0,0.0,0.0,0.0,0.0
2.450,PDO_FEEDBACK_24,-0.000999999999999994,-0.002,0.007,1.3,11.0,0.0,0.0,0.0,0.0
2.566,PDO_FEEDBACK_26,-0.0011999999999999927,0.017,-0.012,1.3,11.0,0.0,0.0,1.0,7.9
2.619,PDO_FEEDBACK_22,-0.0011999999999999927,0.017,-0.012,5.6,17.9,0.0,0.0,1.0,7.9
2.669,PDO_FEEDBACK_24,-0.0011999999999999927,0.017,-0.012,5.6,17.9,0.0,0.0,1.0,7.9
2.748,PDO_FEEDBACK_26,-0.0011999999999999927,0.017,-0.012,5.6,17.9,0.0,0.0,5.3,18.3
2.793,PDO_FEEDBACK_22,-0.0011999999999999927,0.017,-0.012,10.7,19.8,0.0,0.0,5.3,18.3
2.847,PDO_FEEDBACK_24,-0.0011999999999999927,0.017,-0.012,10.7,19.8,0.0,0.0,5.3,18.3
2.928,PDO_FEEDBACK_26,-0.0011999999999999927,0.019,-0.006,10.7,19.8,0.0,0.0,10.1,18.7
2.960,PDO_FEEDBACK_22,-0.0011999999999999927,0.019,-0.006,15.2,18.5,0.0,0.0,10.1,18.7
3.006,PDO_FEEDBACK_24,-0.0011999999999999927,0.019,-0.006,15.2,18.5,0.0,0.0,10.1,18.7
3.078,PDO_FEEDBACK_26,-0.0011999999999999927,0.019,-0.006,15.2,18.5,0.0,0.0,15.0,18.4
3.120,PDO_FEEDBACK_22,-0.0011999999999999927,0.019,-0.006,20.0,17.6,0.0,0.0,15.0,18.4
3.215,PDO_FEEDBACK_24,-0.0011999999999999927,0.019,-0.006,20.0,17.6,0.0,0.0,15.0,18.4
3.325,PDO_FEEDBACK_26,-0.0016999999999999932,-0.004,-0.012,20.0,17.6,0.0,0.0,19.5,17.2
3.371,PDO_FEEDBACK_22,-0.0016999999999999932,-0.004,-0.012,24.4,17.9,0.0,0.0,19.5,17.2
3.457,PDO_FEEDBACK_24,-0.0016999999999999932,-0.004,-0.012,24.4,17.9,0.0,0.0,19.5,17.2
3.584,PDO_FEEDBACK_26,-0.0016999999999999932,-0.004,-0.012,24.4,17.9,0.0,0.0,24.1,16.6
3.620,PDO_FEEDBACK_22,-0.0016999999999999932,-0.004,-0.012,28.7,17.3,0.0,0.0,24.1,16.6
3.726,PDO_FEEDBACK_24,-0.0003999999999999976,0.007,0.002,28.7,17.3,0.0,0.0,24.1,16.6
3.814,PDO_FEEDBACK_26,-0.0003999999999999976,0.007,0.002,28.7,17.3,0.0,0.0,28.4,17.3
3.870,PDO_FEEDBACK_22,-0.0003999999999999976,0.007,0.002,33.0,17.3,0.0,0.0,28.4,17.3
3.957,PDO_FEEDBACK_24,-0.0003999999999999976,0.007,0.002,33.0,17.3,0.0,0.0,28.4,17.3
4.066,PDO_FEEDBACK_26,-0.0003999999999999976,0.007,0.002,33.0,17.3,0.0,0.0,32.7,17.1
4.128,PDO_FEEDBACK_22,0.001800000000000003,0.004,0.022,37.3,17.0,0.0,0.0,32.7,17.1
4.221,PDO_FEEDBACK_24,0.001800000000000003,0.004,0.022,37.3,17.0,0.0,0.0,32.7,17.1
4.318,PDO_FEEDBACK_26,0.001800000000000003,0.004,0.022,37.3,17.0,0.0,0.0,36.8,17.5
4.372,PDO_FEEDBACK_22,0.001800000000000003,0.004,0.022,41.6,16.9,0.0,0.0,36.8,17.5
4.457,PDO_FEEDBACK_24,0.001800000000000003,0.004,0.022,41.6,16.9,0.0,0.0,36.8,17.5
4.571,PDO_FEEDBACK_26,0.0005000000000000004,-0.012,0.009000000000000001,41.6,16.9,0.0,0.0,41.1,16.9
4.623,PDO_FEEDBACK_22,0.0005000000000000004,-0.012,0.009000000000000001,45.7,16.6,0.0,0.0,41.1,16.9
4.707,PDO_FEEDBACK_24,0.0005000000000000004,-0.012,0.009000000000000001,45.7,16.6,0.0,0.0,41.1,16.9
4.814,PDO_FEEDBACK_26,0.0005000000000000004,-0.012,0.009000000000000001,45.7,16.6,0.0,0.0,45.4,16.9
4.869,PDO_FEEDBACK_22,0.0005000000000000004,-0.012,0.009000000000000001,50.0,16.7,0.0,0.0,45.4,16.9
4.957,PDO_FEEDBACK_24,0.0007000000000000062,0.004,0.006,50.0,16.7,0.0,0.0,45.4,16.9
5.065,PDO_FEEDBACK_26,0.0007000000000000062,0.004,0.006,50.0,16.7,0.0,0.0,49.7,16.1
5.121,PDO_FEEDBACK_22,0.0007000000000000062,0.004,0.006,54.3,16.7,0.0,0.0,49.7,16.1
5.207,PDO_FEEDBACK_24,0.0007000000000000062,0.004,0.006,54.3,16.7,0.0,0.0,49.7,16.1
5.314,PDO_FEEDBACK_26,0.0014000000000000054,0.015,0.007,54.3,16.7,0.0,0.0,53.8,16.4
5.373,PDO_FEEDBACK_22,0.0014000000000000054,0.015,0.007,58.6,17.6,0.0,0.0,53.8,16.4
5.457,PDO_FEEDBACK_24,0.0014000000000000054,0.015,0.007,58.6,17.6,0.0,0.0,53.8,16.4
5.568,PDO_FEEDBACK_26,0.0014000000000000054,0.015,0.007,58.6,17.6,0.0,0.0,58.1,17.0
5.620,PDO_FEEDBACK_22,0.0014000000000000054,0.015,0.007,62.9,17.6,0.0,0.0,58.1,17.0
5.706,PDO_FEEDBACK_24,0.002599999999999998,-0.002,0.003,62.9,17.6,0.0,0.0,58.1,17.0
5.825,PDO_FEEDBACK_26,0.002599999999999998,-0.002,0.003,62.9,17.6,0.0,0.0,62.4,17.9
5.871,PDO_FEEDBACK_22,0.002599999999999998,-0.002,0.003,67.2,16.6,0.0,0.0,62.4,17.9
5.956,PDO_FEEDBACK_24,0.002599999999999998,-0.002,0.003,67.2,16.6,0.0,0.0,62.4,17.9
6.065,PDO_FEEDBACK_26,0.002599999999999998,-0.002,0.003,67.2,16.6,0.0,0.0,66.7,17.5
6.130,PDO_FEEDBACK_22,0.002700000000000001,-0.011,0.002,71.5,16.5,0.0,0.0,66.7,17.5
6.208,PDO_FEEDBACK_24,0.002700000000000001,-0.011,0.002,71.5,16.5,0.0,0.0,66.7,17.5
6.315,PDO_FEEDBACK_26,0.002700000000000001,-0.011,0.002,71.5,16.5,0.0,0.0,71.0,16.3
6.369,PDO_FEEDBACK_22,0.002700000000000001,-0.011,0.002,75.6,16.5,0.0,0.0,71.0,16.3
6.457,PDO_FEEDBACK_24,0.002700000000000001,-0.011,0.002,75.6,16.5,0.0,0.0,71.0,16.3
6.572,PDO_FEEDBACK_26,0.0029,0.005,0.001,75.6,16.5,0.0,0.0,75.1,16.1
6.625,PDO_FEEDBACK_22,0.0029,0.005,0.001,79.9,17.0,0.0,0.0,75.1,16.1
6.707,PDO_FEEDBACK_24,0.0029,0.005,0.001,79.9,17.0,0.0,0.0,75.1,16.1
6.816,PDO_FEEDBACK_26,0.0029,0.005,0.001,79.9,17.0,0.0,0.0,79.4,16.8
6.869,PDO_FEEDBACK_22,0.0029,0.005,0.001,84.2,17.1,0.0,0.0,79.4,16.8
6.958,PDO_FEEDBACK_24,0.002599999999999998,-0.006,-0.001,84.2,17.1,0.0,0.0,79.4,16.8
7.064,PDO_FEEDBACK_26,0.002599999999999998,-0.006,-0.001,84.2,17.1,0.0,0.0,83.7,17.1
7.123,PDO_FEEDBACK_22,0.002599999999999998,-0.006,-0.001,88.5,17.1,0.0,0.0,83.7,17.1
7.212,PDO_FEEDBACK_24,0.002599999999999998,-0.006,-0.001,88.5,17.1,0.0,0.0,83.7,17.1
7.314,PDO_FEEDBACK_26,0.0029999999999999957,-0.003,-0.007,88.5,17.1,0.0,0.0,88.0,17.3
7.370,PDO_FEEDBACK_22,0.0029999999999999957,-0.003,-0.007,92.9,17.7,0.0,0.0,88.0,17.3
7.456,PDO_FEEDBACK_24,0.0029999999999999957,-0.003,-0.007,92.9,17.7,0.0,0.0,88.0,17.3
7.564,PDO_FEEDBACK_26,0.0029999999999999957,-0.003,-0.007,92.9,17.7,0.0,0.0,92.3,17.4
7.621,PDO_FEEDBACK_22,0.0029999999999999957,-0.003,-0.007,96.9,17.0,0.0,0.0,92.3,17.4
7.713,PDO_FEEDBACK_24,0.003499999999999996,0.011,-0.007,96.9,17.0,0.0,0.0,92.3,17.4
7.816,PDO_FEEDBACK_26,0.003499999999999996,0.011,-0.007,96.9,17.0,0.0,0.0,96.4,16.9
7.872,PDO_FEEDBACK_22,0.003499999999999996,0.011,-0.007,100.0,0.0,0.0,0.0,96.4,16.9
7.962,PDO_FEEDBACK_24,0.003499999999999996,0.011,-0.007,100.0,0.0,0.0,0.0,96.4,16.9
8.065,PDO_FEEDBACK_26,0.003499999999999996,0.011,-0.007,100.0,0.0,0.0,0.0,100.0,0.0
8.119,PDO_FEEDBACK_22,0.0034000000000000002,0.005,-0.006,100.2,0.0,0.0,0.0,100.0,0.0
8.210,PDO_FEEDBACK_24,0.0034000000000000002,0.005,-0.006,100.2,0.0,0.0,0.0,100.0,0.0
8.315,PDO_FEEDBACK_26,0.0034000000000000002,0.005,-0.006,100.2,0.0,0.0,0.0,100.5,0.0
8.372,PDO_FEEDBACK_22,0.0034000000000000002,0.005,-0.006,100.2,0.0,0.0,0.0,100.5,0.0
8.456,PDO_FEEDBACK_24,0.0034000000000000002,0.005,-0.006,100.2,0.0,0.0,0.0,100.5,0.0
8.564,PDO_FEEDBACK_26,-0.0012999999999999956,0.014,-0.005,100.2,0.0,0.0,0.0,100.5,0.0
8.624,PDO_FEEDBACK_22,-0.0012999999999999956,0.014,-0.005,100.2,0.0,0.0,0.0,100.5,0.0
8.706,PDO_FEEDBACK_24,-0.0012999999999999956,0.014,-0.005,100.2,0.0,0.0,0.0,100.5,0.0
8.813,PDO_FEEDBACK_26,-0.0012999999999999956,0.014,-0.005,100.2,0.0,0.0,0.0,100.5,0.0
8.872,PDO_FEEDBACK_22,-0.0012999999999999956,0.014,-0.005,100.2,0.0,0.0,0.0,100.5,0.0
8.969,PDO_FEEDBACK_24,0.0006000000000000033,0.008,-0.002,100.2,0.0,0.0,0.0,100.5,0.0
9.065,PDO_FEEDBACK_26,0.0006000000000000033,0.008,-0.002,100.2,0.0,0.0,0.0,100.5,0.0
9.162,PDO_FEEDBACK_22,0.0006000000000000033,0.008,-0.002,100.2,0.0,0.0,0.0,100.5,0.0
9.208,PDO_FEEDBACK_24,0.0006000000000000033,0.008,-0.002,100.2,0.0,0.0,0.0,100.5,0.0
9.322,PDO_FEEDBACK_26,0.0003000000000000086,0.0,-0.003,100.2,0.0,0.0,0.0,100.5,0.0
9.370,PDO_FEEDBACK_22,0.0003000000000000086,0.0,-0.003,100.2,0.0,0.0,0.0,100.5,0.0
9.462,PDO_FEEDBACK_24,0.0003000000000000086,0.0,-0.003,100.2,0.0,0.0,0.0,100.5,0.0
9.563,PDO_FEEDBACK_26,0.0003000000000000086,0.0,-0.003,100.2,0.0,0.0,0.0,100.5,0.0
9.631,PDO_FEEDBACK_22,0.0003000000000000086,0.0,-0.003,100.2,0.0,0.0,0.0,100.5,0.0
9.739,PDO_FEEDBACK_24,0.0008000000000000021,0.012,0.002,100.2,0.0,0.0,0.0,100.5,0.0
9.812,PDO_FEEDBACK_26,0.0008000000000000021,0.012,0.002,100.2,0.0,0.0,0.0,100.5,0.0
9.871,PDO_FEEDBACK_22,0.0008000000000000021,0.012,0.002,100.2,0.0,0.0,0.0,100.5,0.0
9.956,PDO_FEEDBACK_24,0.0008000000000000021,0.012,0.002,100.2,0.0,0.0,0.0,100.5,0.0
10.063,PDO_FEEDBACK_26,0.0008000000000000021,0.012,0.002,100.2,0.0,0.0,0.0,100.5,0.0
10.160,PDO_FEEDBACK_22,-0.005099999999999993,-0.012,-0.055,100.2,0.0,0.0,0.0,100.5,0.0
10.205,PDO_FEEDBACK_24,-0.005099999999999993,-0.012,-0.055,100.2,0.0,0.0,0.0,100.5,0.0
10.321,PDO_FEEDBACK_26,-0.005099999999999993,-0.012,-0.055,100.2,0.0,0.0,0.0,100.5,0.0
10.369,PDO_FEEDBACK_22,-0.005099999999999993,-0.012,-0.055,100.2,0.0,0.0,0.0,100.5,0.0
10.457,PDO_FEEDBACK_24,-0.005099999999999993,-0.012,-0.055,100.2,0.0,0.0,0.0,100.5,0.0
10.567,PDO_FEEDBACK_26,-0.1498,-0.052000000000000005,-0.503,100.2,0.0,0.0,0.0,100.5,0.0
10.625,PDO_FEEDBACK_22,-0.1498,-0.052000000000000005,-0.503,100.2,0.0,0.0,0.0,100.5,0.0
10.717,PDO_FEEDBACK_24,-0.1498,-0.052000000000000005,-0.503,100.2,0.0,0.0,0.0,100.5,0.0
10.825,PDO_FEEDBACK_26,-0.1498,-0.052000000000000005,-0.503,100.2,0.0,0.0,0.0,100.5,0.0
10.869,PDO_FEEDBACK_22,-0.1498,-0.052000000000000005,-0.503,100.2,0.0,0.0,0.0,100.5,0.0
10.975,PDO_FEEDBACK_24,-0.40340000000000004,-0.027,-0.61,100.2,0.0,0.0,0.0,100.5,0.0
11.064,PDO_FEEDBACK_26,-0.40340000000000004,-0.027,-0.61,100.2,0.0,0.0,0.0,100.5,0.0
11.119,PDO_FEEDBACK_22,-0.40340000000000004,-0.027,-0.61,100.2,0.0,0.0,0.0,100.5,0.0
11.218,PDO_FEEDBACK_24,-0.40340000000000004,-0.027,-0.61,100.2,0.0,0.0,0.0,100.5,0.0
11.313,PDO_FEEDBACK_26,-0.6482,-0.019,-0.629,100.2,0.0,0.0,0.0,100.5,0.0
11.369,PDO_FEEDBACK_22,-0.6482,-0.019,-0.629,100.2,0.0,0.0,0.0,100.5,0.0
11.456,PDO_FEEDBACK_24,-0.6482,-0.019,-0.629,100.2,0.0,0.0,0.0,100.5,0.0
11.562,PDO_FEEDBACK_26,-0.6482,-0.019,-0.629,100.2,0.0,0.0,0.0,100.5,0.0
11.623,PDO_FEEDBACK_22,-0.6482,-0.019,-0.629,100.2,0.0,0.0,0.0,100.5,0.0
11.725,PDO_FEEDBACK_24,-0.8939000000000001,0.001,-0.598,100.2,0.0,0.0,0.0,100.5,0.0
11.831,PDO_FEEDBACK_26,-0.8939000000000001,0.001,-0.598,100.2,0.0,0.0,0.0,100.5,0.0
11.872,PDO_FEEDBACK_22,-0.8939000000000001,0.001,-0.598,100.2,0.0,0.0,0.0,100.5,0.0
11.955,PDO_FEEDBACK_24,-0.8939000000000001,0.001,-0.598,100.2,0.0,0.0,0.0,100.5,0.0
12.065,PDO_FEEDBACK_26,-0.8939000000000001,0.001,-0.598,100.2,0.0,0.0,0.0,100.5,0.0
12.101,CLOSE_24,-1.138,-0.013,-0.652,100.2,0.0,0.0,0.0,100.5,0.0
12.129,PDO_FEEDBACK_22,-1.1376000000000002,-0.013000000000000001,-0.652,100.2,0.0,0.0,0.0,100.5,0.0
12.209,PDO_FEEDBACK_24,-1.1376000000000002,-0.013000000000000001,-0.652,100.2,0.0,0.0,0.0,100.5,0.0
12.314,PDO_FEEDBACK_26,-1.1376000000000002,-0.013000000000000001,-0.652,100.2,0.0,0.0,0.0,100.5,0.0
12.369,PDO_FEEDBACK_22,-1.1376000000000002,-0.013000000000000001,-0.652,100.2,0.0,0.0,0.0,100.5,0.0
12.457,PDO_FEEDBACK_24,-1.1376000000000002,-0.013000000000000001,-0.652,100.2,0.0,0.0,0.0,100.5,0.0
12.562,PDO_FEEDBACK_26,-1.3945,-0.007,-0.653,100.2,0.0,0.0,0.0,100.5,0.0
12.624,PDO_FEEDBACK_22,-1.3945,-0.007,-0.653,100.2,0.0,0.0,0.0,100.5,0.0
12.706,PDO_FEEDBACK_24,-1.3945,-0.007,-0.653,100.2,0.0,0.0,0.0,100.5,0.0
12.812,PDO_FEEDBACK_26,-1.3945,-0.007,-0.653,100.2,0.0,0.0,0.0,100.5,0.0
12.878,PDO_FEEDBACK_22,-1.3945,-0.007,-0.653,100.2,0.0,0.0,0.0,100.5,0.0
12.955,PDO_FEEDBACK_24,-1.6505,-0.012,-0.656,100.2,0.0,0.0,0.0,100.5,0.0
13.102,PDO_FEEDBACK_26,-1.6505,-0.012,-0.656,100.2,0.0,0.0,0.0,100.5,0.0
13.173,PDO_FEEDBACK_22,-1.6505,-0.012,-0.656,100.2,0.0,0.0,0.0,100.5,0.0
13.226,PDO_FEEDBACK_24,-1.6505,-0.012,-0.656,100.2,0.0,0.0,0.0,100.5,0.0
13.313,PDO_FEEDBACK_26,-1.9004,-0.007,-0.619,100.2,0.0,0.0,0.0,100.5,0.0
13.370,PDO_FEEDBACK_22,-1.9004,-0.007,-0.619,100.2,0.0,0.0,0.0,100.5,0.0
13.456,PDO_FEEDBACK_24,-1.9004,-0.007,-0.619,100.2,0.0,0.0,0.0,100.5,0.0
13.561,PDO_FEEDBACK_26,-1.9004,-0.007,-0.619,100.2,0.0,0.0,0.0,100.5,0.0
13.621,PDO_FEEDBACK_22,-1.9004,-0.007,-0.619,100.2,0.0,0.0,0.0,100.5,0.0
13.712,PDO_FEEDBACK_24,-2.1569,-0.027,-0.659,100.2,0.0,0.0,0.0,100.5,0.0
13.811,PDO_FEEDBACK_26,-2.1569,-0.027,-0.659,100.2,0.0,0.0,0.0,100.5,0.0
13.870,PDO_FEEDBACK_22,-2.1569,-0.027,-0.659,100.2,0.0,0.0,0.0,100.5,0.0
13.957,PDO_FEEDBACK_24,-2.1569,-0.027,-0.659,100.2,0.0,0.0,0.0,100.5,0.0
14.110,PDO_FEEDBACK_26,-2.4023,0.012,-0.657,100.2,0.0,0.0,0.0,100.5,0.0
14.150,PDO_FEEDBACK_22,-2.4023,0.012,-0.657,100.2,0.0,0.0,0.0,100.5,0.0
14.214,PDO_FEEDBACK_24,-2.4023,0.012,-0.657,100.2,0.0,0.0,0.0,100.5,0.0
14.319,PDO_FEEDBACK_26,-2.4023,0.012,-0.657,100.2,0.0,0.0,0.0,100.5,0.0
14.372,PDO_FEEDBACK_22,-2.4023,0.012,-0.657,100.2,0.0,0.0,0.0,100.5,0.0
14.462,PDO_FEEDBACK_24,-2.4023,0.012,-0.657,100.2,0.0,0.0,0.0,100.5,0.0
14.562,PDO_FEEDBACK_26,-2.6568,0.002,-0.627,100.2,0.0,0.0,0.0,100.5,0.0
14.628,PDO_FEEDBACK_22,-2.6568,0.002,-0.627,100.2,0.0,0.0,0.0,100.5,0.0
14.707,PDO_FEEDBACK_24,-2.6568,0.002,-0.627,100.2,0.0,0.0,0.0,100.5,0.0
14.812,PDO_FEEDBACK_26,-2.6568,0.002,-0.627,100.2,0.0,0.0,0.0,100.5,0.0
14.868,PDO_FEEDBACK_22,-2.6568,0.002,-0.627,100.2,0.0,0.0,0.0,100.5,0.0
14.955,PDO_FEEDBACK_24,-2.9134,0.032,-0.653,100.2,0.0,0.0,0.0,100.5,0.0
15.061,PDO_FEEDBACK_26,-2.9134,0.032,-0.653,100.2,0.0,0.0,0.0,100.5,0.0
15.118,PDO_FEEDBACK_22,-2.9134,0.032,-0.653,100.2,0.0,0.0,0.0,100.5,0.0
15.205,PDO_FEEDBACK_24,-2.9134,0.032,-0.653,100.2,0.0,0.0,0.0,100.5,0.0
15.328,PDO_FEEDBACK_26,-3.1692,0.017,-0.632,100.2,0.0,0.0,0.0,100.5,0.0
15.370,PDO_FEEDBACK_22,-3.1692,0.017,-0.632,100.2,0.0,0.0,0.0,100.5,0.0
15.457,PDO_FEEDBACK_24,-3.1692,0.017,-0.632,100.2,0.0,0.0,0.0,100.5,0.0
15.564,PDO_FEEDBACK_26,-3.1692,0.017,-0.632,100.2,0.0,0.0,0.0,100.5,0.0
15.619,PDO_FEEDBACK_22,-3.1692,0.017,-0.632,100.2,0.0,0.0,0.0,100.5,0.0
15.733,PDO_FEEDBACK_24,-3.4409,0.015,-0.729,100.2,0.0,0.0,0.0,100.5,0.0
15.816,PDO_FEEDBACK_26,-3.4409,0.015,-0.729,100.2,0.0,0.0,0.0,100.5,0.0
15.869,PDO_FEEDBACK_22,-3.4409,0.015,-0.729,100.2,0.0,0.0,0.0,100.5,0.0
15.955,PDO_FEEDBACK_24,-3.4409,0.015,-0.729,100.2,0.0,0.0,0.0,100.5,0.0
16.061,PDO_FEEDBACK_26,-3.4409,0.015,-0.729,100.2,0.0,0.0,0.0,100.5,0.0
16.121,PDO_FEEDBACK_22,-3.6888,0.042,-0.596,100.2,0.0,0.0,0.0,100.5,0.0
16.205,PDO_FEEDBACK_24,-3.6888,0.042,-0.596,100.2,0.0,0.0,0.0,100.5,0.0
16.315,PDO_FEEDBACK_26,-3.6888,0.042,-0.596,100.2,0.0,0.0,0.0,100.5,0.0
16.369,PDO_FEEDBACK_22,-3.6888,0.042,-0.596,100.2,0.0,0.0,0.0,100.5,0.0
16.456,PDO_FEEDBACK_24,-3.6888,0.042,-0.596,100.2,0.0,0.0,0.0,100.5,0.0
16.589,PDO_FEEDBACK_26,-3.9438,0.016,-0.641,100.2,0.0,0.0,0.0,100.5,0.0
16.619,PDO_FEEDBACK_22,-3.9438,0.016,-0.641,100.2,0.0,0.0,0.0,100.5,0.0
16.711,PDO_FEEDBACK_24,-3.9438,0.016,-0.641,100.2,0.0,0.0,0.0,100.5,0.0
16.810,PDO_FEEDBACK_26,-3.9438,0.016,-0.641,100.2,0.0,0.0,0.0,100.5,0.0
16.868,PDO_FEEDBACK_22,-3.9438,0.016,-0.641,100.2,0.0,0.0,0.0,100.5,0.0
16.957,PDO_FEEDBACK_24,-4.1793,0.023,-0.598,100.2,0.0,0.0,0.0,100.5,0.0
17.061,PDO_FEEDBACK_26,-4.1793,0.023,-0.598,100.2,0.0,0.0,0.0,100.5,0.0
17.120,PDO_FEEDBACK_22,-4.1793,0.023,-0.598,100.2,0.0,0.0,0.0,100.5,0.0
17.206,PDO_FEEDBACK_24,-4.1793,0.023,-0.598,100.2,0.0,0.0,0.0,100.5,0.0
17.311,PDO_FEEDBACK_26,-4.421,0.047,-0.5720000000000001,100.2,0.0,0.0,0.0,100.5,0.0
17.377,PDO_FEEDBACK_22,-4.421,0.047,-0.5720000000000001,100.2,0.0,0.0,0.0,100.5,0.0
17.459,PDO_FEEDBACK_24,-4.421,0.047,-0.5720000000000001,100.2,0.0,0.0,0.0,100.5,0.0
17.576,PDO_FEEDBACK_26,-4.421,0.047,-0.5720000000000001,100.2,0.0,0.0,0.0,100.5,0.0
17.618,PDO_FEEDBACK_22,-4.421,0.047,-0.5720000000000001,100.2,0.0,0.0,0.0,100.5,0.0
17.684,CLOSE_22,-4.667,0.052,-0.623,100.2,0.0,0.0,0.0,100.5,0.0
17.724,PDO_FEEDBACK_24,-4.6671000000000005,0.052000000000000005,-0.623,100.2,0.0,0.0,0.0,100.5,0.0
17.819,PDO_FEEDBACK_26,-4.6671000000000005,0.052000000000000005,-0.623,100.2,0.0,0.0,0.0,100.5,0.0
17.868,PDO_FEEDBACK_22,-4.6671000000000005,0.052000000000000005,-0.623,100.2,0.0,0.0,0.0,100.5,0.0
17.888,CLOSE_24,-4.667,0.052,-0.623,100.2,0.0,0.0,0.0,100.5,0.0
17.960,PDO_FEEDBACK_24,-4.6671000000000005,0.052000000000000005,-0.623,100.2,0.0,0.0,0.0,100.5,0.0
18.059,PDO_FEEDBACK_26,-4.6671000000000005,0.052000000000000005,-0.623,100.2,0.0,0.0,0.0,100.5,0.0
18.095,CLOSE_26,-4.667,0.052,-0.623,100.2,0.0,0.0,0.0,100.5,0.0
18.118,PDO_FEEDBACK_22,-4.6671000000000005,0.052000000000000005,-0.623,98.7,11.8,0.0,0.0,100.5,0.0
18.221,PDO_FEEDBACK_24,-4.6671000000000005,0.052000000000000005,-0.623,98.7,11.8,0.0,0.0,100.5,0.0
18.339,PDO_FEEDBACK_26,-4.6671000000000005,0.015,-0.609,98.7,11.8,0.0,0.0,100.5,0.0
18.354,OPEN_22,-4.915,0.015,-0.609,98.7,11.8,0.0,0.0,100.5,0.0
18.406,PDO_FEEDBACK_22,-4.9145,0.015,-0.609,94.4,17.7,0.0,0.0,100.5,0.0
18.472,PDO_FEEDBACK_24,-4.9145,0.015,-0.609,94.4,17.7,0.0,0.0,100.5,0.0
18.570,OPEN_26,-4.915,0.015,-0.609,94.4,17.7,0.0,0.0,100.5,0.0
18.573,PDO_FEEDBACK_26,-4.9145,0.015,-0.609,94.4,17.7,0.0,0.0,98.2,13.8
18.618,PDO_FEEDBACK_22,-4.9145,0.015,-0.609,90.1,14.8,0.0,0.0,98.2,13.8
18.719,PDO_FEEDBACK_24,-4.9145,0.015,-0.609,90.1,14.8,0.0,0.0,98.2,13.8
18.816,PDO_FEEDBACK_26,-5.150799999999999,-0.02,-0.601,90.1,14.8,0.0,0.0,94.4,14.6
18.868,PDO_FEEDBACK_22,-5.150799999999999,-0.02,-0.601,89.6,0.0,0.0,0.0,94.4,14.6
