time_sec,command,y,vx,vy,pdo_position_mm_22,pdo_speed_mms_22,pdo_position_mm_24,pdo_speed_mms_24,pdo_position_mm_26,pdo_speed_mms_26
9.717,PDO_FEEDBACK_22,-0.0011000000000000454,0.002,-0.004,100.2,0.0,0.0,0.0,100.5,0.0
9.861,PDO_FEEDBACK_26,0.0010000000000000009,0.002,-0.004,100.2,0.0,0.0,0.0,100.5,0.0
9.916,PDO_FEEDBACK_24,0.0010000000000000009,0.002,-0.004,100.2,0.0,0.0,0.0,100.5,0.0
9.963,PDO_FEEDBACK_22,0.0010000000000000009,0.002,-0.004,100.2,0.0,0.0,0.0,100.5,0.0
10.109,PDO_FEEDBACK_26,0.0010000000000000009,-0.004,0.002,100.2,0.0,0.0,0.0,100.5,0.0
10.162,PDO_FEEDBACK_24,0.00039999999999995595,-0.004,0.002,100.2,0.0,0.0,0.0,100.5,0.0
10.213,PDO_FEEDBACK_22,0.00039999999999995595,-0.004,0.002,100.2,0.0,0.0,0.0,100.5,0.0
10.358,PDO_FEEDBACK_26,0.00039999999999995595,-0.004,0.002,100.2,0.0,0.0,0.0,100.5,0.0
10.425,PDO_FEEDBACK_24,0.00039999999999995595,-0.004,0.002,100.2,0.0,0.0,0.0,100.5,0.0
10.467,PDO_FEEDBACK_22,0.00039999999999995595,-0.004,0.002,100.2,0.0,0.0,0.0,100.5,0.0
10.611,PDO_FEEDBACK_26,-0.0008000000000000229,0.004,-0.009000000000000001,100.2,0.0,0.0,0.0,100.5,0.0
10.659,PDO_FEEDBACK_24,-0.0008000000000000229,0.004,-0.009000000000000001,100.2,0.0,0.0,0.0,100.5,0.0
10.724,PDO_FEEDBACK_22,-0.0008000000000000229,0.004,-0.009000000000000001,100.2,0.0,0.0,0.0,100.5,0.0
10.859,PDO_FEEDBACK_26,-0.0008000000000000229,0.004,-0.009000000000000001,100.2,0.0,0.0,0.0,100.5,0.0
10.914,PDO_FEEDBACK_24,-0.0008000000000000229,0.004,-0.009000000000000001,100.2,0.0,0.0,0.0,100.5,0.0
10.964,PDO_FEEDBACK_22,-0.0015000000000000013,0.004,0.014,100.2,0.0,0.0,0.0,100.5,0.0
11.115,PDO_FEEDBACK_26,-0.0015000000000000013,0.004,0.014,100.2,0.0,0.0,0.0,100.5,0.0
11.160,PDO_FEEDBACK_24,-0.0015000000000000013,0.004,0.014,100.2,0.0,0.0,0.0,100.5,0.0
11.211,PDO_FEEDBACK_22,-0.0015000000000000013,0.004,0.014,100.2,0.0,0.0,0.0,100.5,0.0
11.361,PDO_FEEDBACK_26,-0.0025000000000000022,0.013000000000000001,0.001,100.2,0.0,0.0,0.0,100.5,0.0
11.409,PDO_FEEDBACK_24,-0.0025000000000000022,0.013000000000000001,0.001,100.2,0.0,0.0,0.0,100.5,0.0
11.466,PDO_FEEDBACK_22,-0.0025000000000000022,0.013000000000000001,0.001,100.2,0.0,0.0,0.0,100.5,0.0
11.609,PDO_FEEDBACK_26,-0.0025000000000000022,0.013000000000000001,0.001,100.2,0.0,0.0,0.0,100.5,0.0
11.658,PDO_FEEDBACK_24,-0.0025000000000000022,0.013000000000000001,0.001,100.2,0.0,0.0,0.0,100.5,0.0
11.716,PDO_FEEDBACK_22,-0.0025000000000000022,-0.013000000000000001,-0.006,100.2,0.0,0.0,0.0,100.5,0.0
11.858,PDO_FEEDBACK_26,-0.0029000000000000137,-0.013000000000000001,-0.006,100.2,0.0,0.0,0.0,100.5,0.0
11.908,PDO_FEEDBACK_24,-0.0029000000000000137,-0.013000000000000001,-0.006,100.2,0.0,0.0,0.0,100.5,0.0
11.964,PDO_FEEDBACK_22,-0.0029000000000000137,-0.013000000000000001,-0.006,100.2,0.0,0.0,0.0,100.5,0.0
12.129,PDO_FEEDBACK_26,-0.0029000000000000137,0.019,-0.006,100.2,0.0,0.0,0.0,100.5,0.0
12.162,PDO_FEEDBACK_24,-0.0018000000000000238,0.019,-0.006,100.2,0.0,0.0,0.0,100.5,0.0
12.212,PDO_FEEDBACK_22,-0.0018000000000000238,0.019,-0.006,100.2,0.0,0.0,0.0,100.5,0.0
12.358,PDO_FEEDBACK_26,-0.0018000000000000238,0.019,-0.006,100.2,0.0,0.0,0.0,100.5,0.0
12.408,PDO_FEEDBACK_24,-0.0018000000000000238,0.019,-0.006,100.2,0.0,0.0,0.0,100.5,0.0
12.462,PDO_FEEDBACK_22,-0.0018000000000000238,0.019,-0.006,100.2,0.0,0.0,0.0,100.5,0.0
12.609,PDO_FEEDBACK_26,-0.0013000000000000234,-0.007,-0.001,100.2,0.0,0.0,0.0,100.5,0.0
12.661,PDO_FEEDBACK_24,-0.0013000000000000234,-0.007,-0.001,100.2,0.0,0.0,0.0,100.5,0.0
12.719,PDO_FEEDBACK_22,-0.0013000000000000234,-0.007,-0.001,100.2,0.0,0.0,0.0,100.5,0.0
12.865,PDO_FEEDBACK_26,-0.0013000000000000234,-0.007,-0.001,100.2,0.0,0.0,0.0,100.5,0.0
12.913,PDO_FEEDBACK_24,-0.0013000000000000234,-0.001,-0.001,100.2,0.0,0.0,0.0,100.5,0.0
12.962,PDO_FEEDBACK_22,-0.0015000000000000013,-0.001,-0.001,100.2,0.0,0.0,0.0,100.5,0.0
13.108,PDO_FEEDBACK_26,-0.0015000000000000013,-0.001,-0.001,100.2,0.0,0.0,0.0,100.5,0.0
13.159,PDO_FEEDBACK_24,-0.0015000000000000013,-0.001,-0.001,100.2,0.0,0.0,0.0,100.5,0.0
13.214,PDO_FEEDBACK_22,-0.0015000000000000013,-0.001,-0.001,100.2,0.0,0.0,0.0,100.5,0.0
13.362,PDO_FEEDBACK_26,-0.0018000000000000238,0.017,-0.007,100.2,0.0,0.0,0.0,100.5,0.0
13.411,PDO_FEEDBACK_24,-0.0018000000000000238,0.017,-0.007,100.2,0.0,0.0,0.0,100.5,0.0
13.463,PDO_FEEDBACK_22,-0.0018000000000000238,0.017,-0.007,100.2,0.0,0.0,0.0,100.5,0.0
13.609,PDO_FEEDBACK_26,-0.0018000000000000238,0.017,-0.007,100.2,0.0,0.0,0.0,100.5,0.0
13.658,PDO_FEEDBACK_24,-0.0018000000000000238,0.017,-0.007,100.2,0.0,0.0,0.0,100.5,0.0
13.719,PDO_FEEDBACK_22,-0.0018000000000000238,0.007,-0.011,100.2,0.0,0.0,0.0,100.5,0.0
13.860,PDO_FEEDBACK_26,-0.0017000000000000348,0.007,-0.011,100.2,0.0,0.0,0.0,100.5,0.0
13.909,PDO_FEEDBACK_24,-0.0017000000000000348,0.007,-0.011,100.2,0.0,0.0,0.0,100.5,0.0
13.968,PDO_FEEDBACK_22,-0.0017000000000000348,0.007,-0.011,100.2,0.0,0.0,0.0,100.5,0.0
14.127,PDO_FEEDBACK_26,0.0007999999999999674,0.007,-0.011,100.2,0.0,0.0,0.0,100.5,0.0
14.173,PDO_FEEDBACK_24,0.0007999999999999674,0.007,-0.011,100.2,0.0,0.0,0.0,100.5,0.0
14.217,PDO_FEEDBACK_22,0.0007999999999999674,0.007,-0.011,100.2,0.0,0.0,0.0,100.5,0.0
14.359,PDO_FEEDBACK_26,0.0007999999999999674,0.007,-0.011,100.2,0.0,0.0,0.0,100.5,0.0
14.422,PDO_FEEDBACK_24,0.0007999999999999674,0.007,-0.011,100.2,0.0,0.0,0.0,100.5,0.0
14.461,PDO_FEEDBACK_22,0.0007999999999999674,0.007,-0.011,100.2,0.0,0.0,0.0,100.5,0.0
14.608,PDO_FEEDBACK_26,0.0028000000000000247,-0.001,0.008,100.2,0.0,0.0,0.0,100.5,0.0
14.659,PDO_FEEDBACK_24,0.0028000000000000247,-0.001,0.008,100.2,0.0,0.0,0.0,100.5,0.0
14.712,PDO_FEEDBACK_22,0.0028000000000000247,-0.001,0.008,100.2,0.0,0.0,0.0,100.5,0.0
14.857,PDO_FEEDBACK_26,0.0028000000000000247,-0.001,0.008,100.2,0.0,0.0,0.0,100.5,0.0
14.908,PDO_FEEDBACK_24,0.0028000000000000247,-0.001,0.008,100.2,0.0,0.0,0.0,100.5,0.0
14.965,PDO_FEEDBACK_22,0.0007999999999999674,-0.003,0.002,100.2,0.0,0.0,0.0,100.5,0.0
15.107,PDO_FEEDBACK_26,0.0007999999999999674,-0.003,0.002,100.2,0.0,0.0,0.0,100.5,0.0
15.160,PDO_FEEDBACK_24,0.0007999999999999674,-0.003,0.002,100.2,0.0,0.0,0.0,100.5,0.0
15.212,PDO_FEEDBACK_22,0.0007999999999999674,-0.003,0.002,100.2,0.0,0.0,0.0,100.5,0.0
15.373,PDO_FEEDBACK_26,0.0,0.007,0.001,100.2,0.0,0.0,0.0,100.5,0.0
15.408,PDO_FEEDBACK_24,0.0,0.007,0.001,100.2,0.0,0.0,0.0,100.5,0.0
15.461,PDO_FEEDBACK_22,0.0,0.007,0.001,100.2,0.0,0.0,0.0,100.5,0.0
15.620,PDO_FEEDBACK_26,0.0,0.007,0.001,100.2,0.0,0.0,0.0,100.5,0.0
15.659,PDO_FEEDBACK_24,0.0,0.007,0.001,100.2,0.0,0.0,0.0,100.5,0.0
15.713,PDO_FEEDBACK_22,0.0,0.008,0.006,100.2,0.0,0.0,0.0,100.5,0.0
15.857,PDO_FEEDBACK_26,0.0011999999999999789,0.008,0.006,100.2,0.0,0.0,0.0,100.5,0.0
15.913,PDO_FEEDBACK_24,0.0011999999999999789,0.008,0.006,100.2,0.0,0.0,0.0,100.5,0.0
15.970,PDO_FEEDBACK_22,0.0011999999999999789,0.008,0.006,100.2,0.0,0.0,0.0,100.5,0.0
16.116,PDO_FEEDBACK_26,0.0011999999999999789,-0.005,0.008,100.2,0.0,0.0,0.0,100.5,0.0
16.159,PDO_FEEDBACK_24,0.00039999999999995595,-0.005,0.008,100.2,0.0,0.0,0.0,100.5,0.0
16.217,PDO_FEEDBACK_22,0.00039999999999995595,-0.005,0.008,100.2,0.0,0.0,0.0,100.5,0.0
16.366,PDO_FEEDBACK_26,0.00039999999999995595,-0.005,0.008,100.2,0.0,0.0,0.0,100.5,0.0
16.408,PDO_FEEDBACK_24,0.00039999999999995595,-0.005,0.008,100.2,0.0,0.0,0.0,100.5,0.0
16.464,PDO_FEEDBACK_22,0.00039999999999995595,-0.005,0.008,100.2,0.0,0.0,0.0,100.5,0.0
16.607,PDO_FEEDBACK_26,0.0013999999999999568,-0.002,0.002,100.2,0.0,0.0,0.0,100.5,0.0
16.658,PDO_FEEDBACK_24,0.0013999999999999568,-0.002,0.002,100.2,0.0,0.0,0.0,100.5,0.0
16.720,PDO_FEEDBACK_22,0.0013999999999999568,-0.002,0.002,100.2,0.0,0.0,0.0,100.5,0.0
16.859,PDO_FEEDBACK_26,0.0013999999999999568,-0.002,0.002,100.2,0.0,0.0,0.0,100.5,0.0
16.910,PDO_FEEDBACK_24,0.0013999999999999568,-0.002,0.002,100.2,0.0,0.0,0.0,100.5,0.0
16.962,PDO_FEEDBACK_22,0.0012999999999999678,-0.003,-0.003,100.2,0.0,0.0,0.0,100.5,0.0
17.115,PDO_FEEDBACK_26,0.0012999999999999678,-0.003,-0.003,100.2,0.0,0.0,0.0,100.5,0.0
17.167,PDO_FEEDBACK_24,0.0012999999999999678,-0.003,-0.003,100.2,0.0,0.0,0.0,100.5,0.0
17.221,PDO_FEEDBACK_22,0.0012999999999999678,-0.003,-0.003,100.2,0.0,0.0,0.0,100.5,0.0
17.356,PDO_FEEDBACK_26,0.0020999999999999908,0.003,0.007,100.2,0.0,0.0,0.0,100.5,0.0
17.411,PDO_FEEDBACK_24,0.0020999999999999908,0.003,0.007,100.2,0.0,0.0,0.0,100.5,0.0
17.461,PDO_FEEDBACK_22,0.0020999999999999908,0.003,0.007,100.2,0.0,0.0,0.0,100.5,0.0
17.609,PDO_FEEDBACK_26,0.0020999999999999908,0.003,0.007,100.2,0.0,0.0,0.0,100.5,0.0
17.657,PDO_FEEDBACK_24,0.0020999999999999908,0.003,0.007,100.2,0.0,0.0,0.0,100.5,0.0
17.711,PDO_FEEDBACK_22,0.0020999999999999908,0.003,0.007,100.2,0.0,0.0,0.0,100.5,0.0
17.856,PDO_FEEDBACK_26,0.0022999999999999687,-0.007,0.009000000000000001,100.2,0.0,0.0,0.0,100.5,0.0
17.907,PDO_FEEDBACK_24,0.0022999999999999687,-0.007,0.009000000000000001,100.2,0.0,0.0,0.0,100.5,0.0
17.962,PDO_FEEDBACK_22,0.0022999999999999687,-0.007,0.009000000000000001,100.2,0.0,0.0,0.0,100.5,0.0
18.114,PDO_FEEDBACK_26,0.0022999999999999687,-0.011,0.008,100.2,0.0,0.0,0.0,100.5,0.0
18.163,PDO_FEEDBACK_24,0.0,-0.011,0.008,100.2,0.0,0.0,0.0,100.5,0.0
18.211,PDO_FEEDBACK_22,0.0,-0.011,0.008,100.2,0.0,0.0,0.0,100.5,0.0
18.356,PDO_FEEDBACK_26,0.0,-0.011,0.008,100.2,0.0,0.0,0.0,100.5,0.0
18.419,PDO_FEEDBACK_24,0.0,-0.011,0.008,100.2,0.0,0.0,0.0,100.5,0.0
18.461,PDO_FEEDBACK_22,0.0,-0.011,0.008,100.2,0.0,0.0,0.0,100.5,0.0
18.606,PDO_FEEDBACK_26,-0.00030000000000002247,-0.002,-0.009000000000000001,100.2,0.0,0.0,0.0,100.5,0.0
18.674,PDO_FEEDBACK_24,-0.00030000000000002247,-0.002,-0.009000000000000001,100.2,0.0,0.0,0.0,100.5,0.0
18.712,PDO_FEEDBACK_22,-0.00030000000000002247,-0.002,-0.009000000000000001,100.2,0.0,0.0,0.0,100.5,0.0
