time_sec,command,x,y,vx,vy,raw_can_id,raw_can_data,pdo_position_mm_22,pdo_speed_mms_22,pdo_position_mm_24,pdo_speed_mms_24,pdo_position_mm_26,pdo_speed_mms_26,lookahead1,lookahead2
14.893,,,,,,0x20a,"[2, 0, 100, 4, 0, 0, 0, 0]",,,,,,,,
14.912,,,,,,0x701,[5],,,,,,,,
14.921,,,,,,0x20e,"[5, 32, 3, 27, 0, 0, 0, 0]",,,,,,,,
14.927,,,,,,0x18f,"[65, 247, 224, 236, 0, 0, 0, 0]",,,,,,,,
14.931,,,,,,0x20a,"[2, 0, 100, 4, 0, 0, 0, 0]",,,,,,,,
14.938,,,,,,0x18e,"[5, 23, 3, 19, 0, 0, 0, 42]",,,,,,,,
14.941,,,,,,0x38e,"[0, 0, 0, 0, 0, 0, 0, 0]",,,,,,,,
14.943,,,,,,0x20e,"[5, 32, 3, 27, 0, 0, 0, 0]",,,,,,,,
14.948,,,,,,0x23a,"[194, 0, 0, 0, 17, 33, 0, 0]",,,,,,,,
14.952,,,,,,0x18b,"[3, 0, 125, 5, 225, 251, 78, 0]",,,,,,,,
14.955,,,,,,0x18c,"[3, 0, 140, 5, 250, 251, 59, 0]",,,,,,,,
14.961,,,,,,0x80,[],,,,,,,,
14.964,,,,,,0x20e,"[5, 32, 3, 252, 0, 0, 0, 0]",,,,,,,,
14.966,,,,,,0x70d,[5],,,,,,,,
14.969,,,,,,0x58b,"[75, 4, 32, 6, 19, 0, 0, 0]",,,,,,,,
14.971,,,,,,0x20c,"[2, 0, 239, 251, 0, 0, 0, 0]",,,,,,,,
14.974,,,,,,0x20a,"[2, 0, 57, 4, 0, 0, 0, 0]",,,,,,,,
14.976,,,,,,0x18a,"[3, 0, 132, 5, 58, 4, 81, 0]",,,,,,,,
14.980,,,,,,0x58a,"[75, 4, 32, 6, 16, 0, 0, 0]",,,,,,,,
14.985,,,,,,0x18f,"[65, 247, 224, 236, 0, 0, 0, 0]",,,,,,,,
15.004,,,,,,0x20b,"[2, 0, 239, 251, 0, 0, 0, 0]",,,,,,,,
15.007,,,,,,0x20c,"[2, 0, 239, 251, 0, 0, 0, 0]",,,,,,,,
15.010,,,,,,0x20d,"[2, 0, 57, 4, 0, 0, 0, 0]",,,,,,,,
15.019,,,,,,0x701,[5],,,,,,,,
15.021,,,,,,0x18e,"[5, 30, 3, 23, 0, 0, 0, 42]",,,,,,,,
15.023,,,,,,0x38e,"[0, 0, 0, 0, 0, 0, 0, 0]",,,,,,,,
15.025,,,,,,0x18f,"[93, 247, 224, 236, 0, 0, 0, 0]",,,,,,,,
15.035,,,,,,0x20b,"[2, 0, 98, 252, 0, 0, 0, 0]",,,,,,,,
15.037,,,,,,0x20a,"[2, 0, 172, 4, 0, 0, 0, 0]",,,,,,,,
15.052,,,,,,0x18b,"[3, 0, 127, 5, 225, 251, 80, 0]",,,,,,,,
15.057,,,,,,0x18c,"[3, 0, 141, 5, 12, 252, 60, 0]",,,,,,,,
15.065,,,,,,0x20b,"[2, 0, 98, 252, 0, 0, 0, 0]",,,,,,,,
15.068,,,,,,0x20c,"[2, 0, 98, 252, 0, 0, 0, 0]",,,,,,,,
15.070,,,,,,0x20d,"[2, 0, 172, 4, 0, 0, 0, 0]",,,,,,,,
15.073,,,,,,0x18a,"[3, 0, 133, 5, 102, 4, 117, 0]",,,,,,,,
15.076,,,,,,0x20f,"[0, 143, 16, 16, 255]",,,,,,,,
15.081,,,,,,0x20e,"[5, 32, 3, 252, 0, 0, 0, 0]",,,,,,,,
15.085,,,,,,0x20e,"[5, 32, 3, 152, 0, 0, 0, 0]",,,,,,,,
15.089,,,,,,0x18f,"[65, 247, 224, 236, 0, 0, 0, 0]",,,,,,,,
15.091,,,,,,0x28e,"[58, 4, 225, 251, 250, 251, 48, 4]",,,,,,,,
15.125,,,,,,0x20e,"[5, 32, 3, 152, 0, 0, 0, 0]",,,,,,,,
15.128,,,,,,0x20d,"[2, 0, 224, 4, 0, 0, 0, 0]",,,,,,,,
15.134,,,,,,0x20f,"[0, 143, 16, 16, 255]",,,,,,,,
15.141,,,,,,0x28e,"[102, 4, 225, 251, 250, 251, 48, 4]",,,,,,,,
15.144,,,,,,0x23a,"[242, 0, 0, 0, 17, 33, 0, 0]",,,,,,,,
15.149,,,,,,0x18f,"[65, 247, 224, 236, 0, 0, 0, 0]",,,,,,,,
15.153,,,,,,0x70b,[5],,,,,,,,
15.161,,,,,,0x20e,"[5, 32, 3, 152, 0, 0, 0, 0]",,,,,,,,
15.168,,,,,,0x18f,"[97, 247, 208, 236, 0, 0, 0, 0]",,,,,,,,
15.171,,,,,,0x20b,"[2, 0, 76, 252, 0, 0, 0, 0]",,,,,,,,
15.175,,,,,,0x20a,"[2, 0, 150, 4, 0, 0, 0, 0]",,,,,,,,
15.177,,,,,,0x18a,"[3, 0, 130, 5, 130, 4, 202, 0]",,,,,,,,
15.183,,,,,,0x20e,"[5, 32, 3, 232, 0, 0, 0, 0]",,,,,,,,
15.185,,,,,,0x18e,"[5, 23, 3, 112, 0, 0, 0, 42]",,,,,,,,
15.188,,,,,,0x38e,"[0, 0, 0, 0, 0, 0, 0, 0]",,,,,,,,
15.192,,,,0.079,-0.791,,,,,,,,,,
15.192,,,,,,,,,,,,,,5.642,2.142
15.194,,,,,,0x23a,"[2, 0, 0, 0, 17, 33, 0, 0]",,,,,,,,
15.197,,,,,,,,,,,,,,5.642,2.142
15.206,,,,,,0x20e,"[5, 32, 3, 232, 0, 0, 0, 0]",,,,,,,,
15.209,,-0.135,-3.605,,,,,,,,,,,,
15.212,,,,,,0x20c,"[2, 0, 76, 252, 0, 0, 0, 0]",,,,,,,,
15.220,,,,,,0x18f,"[65, 247, 215, 236, 0, 0, 0, 0]",,,,,,,,
15.228,,,,,,0x20e,"[5, 32, 3, 232, 0, 0, 0, 0]",,,,,,,,
15.246,,,,,,0x20e,"[5, 32, 3, 232, 0, 0, 0, 0]",,,,,,,,
15.253,,,,,,0x18e,"[5, 28, 3, 122, 0, 0, 0, 42]",,,,,,,,
15.259,,,,,,0x18f,"[76, 247, 224, 236, 0, 0, 0, 0]",,,,,,,,
15.262,,,,,,0x70c,[5],,,,,,,,
15.268,,,,,,0x20b,"[2, 0, 135, 252, 0, 0, 0, 0]",,,,,,,,
15.283,,,,,,0x18f,"[65, 247, 224, 236, 0, 0, 0, 0]",,,,,,,,
15.287,,,,,,0x20d,"[2, 0, 209, 4, 0, 0, 0, 0]",,,,,,,,
15.289,,,,,,0x18ef7100,"[208, 0, 255, 255, 255, 255, 255, 255]",,,,,,,,
15.294,,,,,,0x18a,"[3, 0, 133, 5, 116, 4, 123, 0]",,,,,,,,
15.297,,,,,,0x20b,"[2, 0, 135, 252, 0, 0, 0, 0]",,,,,,,,
15.300,,,,,,0x18f,"[97, 247, 224, 236, 0, 0, 0, 0]",,,,,,,,
15.303,,,,,,0x20d,"[2, 0, 209, 4, 0, 0, 0, 0]",,,,,,,,
15.307,,,,,,0x18f,"[66, 247, 224, 236, 0, 0, 0, 0]",,,,,,,,
15.309,,,,,,0x20f,"[0, 143, 16, 16, 255]",,,,,,,,
15.314,,,,,,0x28e,"[116, 4, 14, 252, 19, 252, 105, 4]",,,,,,,,
15.316,,,,,,0x23a,"[34, 0, 0, 0, 17, 33, 0, 0]",,,,,,,,
15.320,,,,,,0x701,[5],,,,,,,,
15.329,,,,,,0x20b,"[2, 0, 135, 252, 0, 0, 0, 0]",,,,,,,,
15.344,,,,,,0x20a,"[2, 0, 209, 4, 0, 0, 0, 0]",,,,,,,,
15.356,,,,,,0x0,"[128, 17]",,,,,,,,
15.364,,,,,,0x20e,"[5, 32, 3, 232, 0, 0, 0, 0]",,,,,,,,
15.369,,,,,,0x20e,"[5, 32, 3, 232, 0, 0, 0, 0]",,,,,,,,
15.372,,,,,,0x20b,"[2, 0, 135, 252, 0, 0, 0, 0]",,,,,,,,
15.377,,,,,,0x20e,"[5, 32, 3, 20, 0, 0, 0, 0]",,,,,,,,
15.380,,,,,,0x20a,"[2, 0, 209, 4, 0, 0, 0, 0]",,,,,,,,
15.382,,,,,,0x18c,"[3, 0, 141, 5, 24, 252, 111, 0]",,,,,,,,
15.384,,,,,,0x18d,"[3, 0, 126, 5, 138, 4, 169, 0]",,,,,,,,
15.393,,,,,,0x18e,"[5, 39, 3, 85, 0, 0, 0, 42]",,,,,,,,
15.397,,,,,,0x18a,"[3, 0, 131, 5, 120, 4, 214, 0]",,,,,,,,
15.401,,,,,,0x28e,"[116, 4, 14, 252, 19, 252, 105, 4]",,,,,,,,
15.403,,,,,,0x23a,"[50, 0, 0, 0, 17, 33, 0, 0]",,,,,,,,
15.406,,,,,,0x80,[],,,,,,,,
15.409,,,,,,0x20e,"[5, 32, 3, 20, 0, 0, 0, 0]",,,,,,,,
15.411,,,,,,0x20a,"[2, 0, 209, 4, 0, 0, 0, 0]",,,,,,,,
15.423,,,,,,0x60d,"[64, 4, 32, 6, 0, 0, 0, 0]",,,,,,,,
15.429,,,,,,0x18f,"[65, 247, 224, 236, 0, 0, 0, 0]",,,,,,,,
15.439,,,,,,0x701,[5],,,,,,,,
15.444,,,,,,0x20b,"[2, 0, 135, 252, 0, 0, 0, 0]",,,,,,,,
15.447,,,,,,0x20c,"[2, 0, 135, 252, 0, 0, 0, 0]",,,,,,,,
15.450,,,,,,0x20d,"[2, 0, 209, 4, 0, 0, 0, 0]",,,,,,,,
15.452,,,,,,0x18e,"[5, 42, 3, 104, 0, 0, 0, 42]",,,,,,,,
15.464,,,,,,0x28e,"[120, 4, 29, 252, 24, 252, 138, 4]",,,,,,,,
15.467,,,,,,0x38e,"[0, 0, 0, 0, 0, 0, 0, 0]",,,,,,,,
15.471,,,,,,0x18b,"[3, 0, 126, 5, 60, 252, 45, 0]",,,,,,,,
15.481,,,,,,0x20e,"[5, 32, 3, 20, 0, 0, 0, 0]",,,,,,,,
15.487,,,,,,0x18d,"[3, 0, 125, 5, 141, 4, 171, 0]",,,,,,,,
15.491,,,,,,0x20c,"[2, 0, 20, 252, 0, 0, 0, 0]",,,,,,,,
15.494,,,,,,0x20a,"[2, 0, 94, 4, 0, 0, 0, 0]",,,,,,,,
15.497,,,,,,0x18ef7200,"[208, 0, 255, 255, 255, 255, 255, 255]",,,,,,,,
15.514,,,,,,0x18a,"[3, 0, 131, 5, 130, 4, 225, 0]",,,,,,,,
15.520,,,,,,0x20b,"[2, 0, 20, 252, 0, 0, 0, 0]",,,,,,,,
15.524,,,,,,0x20a,"[2, 0, 94, 4, 0, 0, 0, 0]",,,,,,,,
15.534,,,,,,0x20e,"[5, 32, 3, 167, 0, 0, 0, 0]",,,,,,,,
15.536,,,,,,0x20f,"[0, 143, 16, 16, 255]",,,,,,,,
15.541,,,,,,0x28e,"[130, 4, 60, 252, 59, 252, 141, 4]",,,,,,,,
15.549,,,,,,0x23a,"[82, 0, 0, 0, 17, 33, 0, 0]",,,,,,,,
15.554,,,,,,0x80,[],,,,,,,,
15.557,,,,,,0x20c,"[2, 0, 87, 252, 0, 0, 0, 0]",,,,,,,,
15.559,,,,,,0x20d,"[2, 0, 161, 4, 0, 0, 0, 0]",,,,,,,,
15.571,,,,,,0x18b,"[3, 0, 127, 5, 250, 251, 22, 0]",,,,,,,,
15.572,,,,,,0x18c,"[3, 0, 141, 5, 17, 252, 14, 0]",,,,,,,,
15.578,,,,,,0x18f,"[65, 247, 224, 236, 0, 0, 0, 0]",,,,,,,,
15.582,,,,,,0x18e,"[5, 32, 3, 131, 0, 0, 0, 42]",,,,,,,,
15.585,,,,,,0x18d,"[3, 0, 126, 5, 97, 4, 125, 0]",,,,,,,,
15.589,,,,0.029,-0.735,,,,,,,,,,
15.589,,,,,,,,,,,,,,5.702,2.202
15.592,,,,,,0x23a,"[98, 0, 0, 0, 17, 33, 0, 0]",,,,,,,,
15.596,,,,,,0x20c,"[2, 0, 87, 252, 0, 0, 0, 0]",,,,,,,,
15.599,,,,,,,,,,,,,,5.702,2.202
15.603,,,,,,0x20a,"[2, 0, 161, 4, 0, 0, 0, 0]",,,,,,,,
15.607,,-0.121,-3.913,,,,,,,,,,,,
15.611,,,,,,0x18f,"[65, 247, 224, 236, 0, 0, 0, 0]",,,,,,,,
15.617,,,,,,0x20e,"[5, 32, 3, 167, 0, 0, 0, 0]",,,,,,,,
15.619,,,,,,0x701,[5],,,,,,,,
15.624,,,,,,0x20e,"[5, 32, 3, 167, 0, 0, 0, 0]",,,,,,,,
15.629,,,,,,0x20b,"[2, 0, 87, 252, 0, 0, 0, 0]",,,,,,,,
15.633,,,,,,0x20a,"[2, 0, 161, 4, 0, 0, 0, 0]",,,,,,,,
15.637,,,,,,0x18f,"[66, 247, 224, 236, 0, 0, 0, 0]",,,,,,,,
15.642,,,,,,0x20e,"[5, 32, 3, 167, 0, 0, 0, 0]",,,,,,,,
15.645,,,,,,0x28e,"[108, 4, 250, 251, 17, 252, 97, 4]",,,,,,,,
15.653,,,,,,0x38e,"[0, 0, 0, 0, 0, 0, 0, 0]",,,,,,,,
15.660,,,,,,0x18f,"[65, 247, 224, 236, 0, 0, 0, 0]",,,,,,,,
15.676,,,,,,0x70b,[5],,,,,,,,
15.685,,,,,,0x18f,"[65, 247, 224, 236, 0, 0, 0, 0]",,,,,,,,
15.693,,,,,,0x23a,"[114, 0, 0, 0, 17, 33, 0, 0]",,,,,,,,
15.697,,,,,,0x20c,"[2, 0, 87, 252, 0, 0, 0, 0]",,,,,,,,
15.705,,,,,,0x20a,"[2, 0, 161, 4, 0, 0, 0, 0]",,,,,,,,
15.707,,,,,,0x20e,"[5, 32, 3, 145, 0, 0, 0, 0]",,,,,,,,
15.714,,,,,,0x18f,"[77, 247, 224, 236, 0, 0, 0, 0]",,,,,,,,
15.719,,,,,,0x18e,"[5, 40, 3, 72, 0, 0, 0, 42]",,,,,,,,
15.727,,,,,,0x38e,"[0, 0, 0, 0, 0, 0, 0, 0]",,,,,,,,
15.732,,,,,,0x20e,"[5, 32, 3, 72, 0, 0, 0, 0]",,,,,,,,
15.735,,,,,,0x701,[5],,,,,,,,
15.745,,,,,,0x18f,"[65, 247, 224, 236, 0, 0, 0, 0]",,,,,,,,
15.749,,,,,,0x20b,"[2, 0, 70, 252, 0, 0, 0, 0]",,,,,,,,
15.754,,,,,,0x20e,"[5, 32, 3, 72, 0, 0, 0, 0]",,,,,,,,
15.757,,,,,,0x18f,"[65, 247, 224, 236, 0, 0, 0, 0]",,,,,,,,
15.773,,,,,,0x20a,"[2, 0, 145, 4, 0, 0, 0, 0]",,,,,,,,
15.776,,,,,,0x20d,"[2, 0, 145, 4, 0, 0, 0, 0]",,,,,,,,
15.779,,,,,,0x18ef7100,"[208, 0, 255, 255, 255, 255, 255, 255]",,,,,,,,
15.781,,,,,,0x70c,[5],,,,,,,,
15.783,,,,,,0x18d,"[3, 0, 126, 5, 106, 4, 157, 0]",,,,,,,,
15.789,,,,,,0x20f,"[0, 143, 16, 16, 255]",,,,,,,,
15.792,,,,,,0x38e,"[0, 0, 0, 0, 0, 0, 0, 0]",,,,,,,,
15.794,,,,,,0x18f,"[65, 247, 224, 236, 0, 0, 0, 0]",,,,,,,,
15.797,,,,,,0x18a,"[3, 0, 132, 5, 110, 4, 163, 0]",,,,,,,,
15.811,,,,,,0x20b,"[2, 0, 16, 252, 0, 0, 0, 0]",,,,,,,,
15.814,,,,,,0x18f,"[65, 247, 224, 236, 0, 0, 0, 0]",,,,,,,,
15.820,,,,,,0x20d,"[2, 0, 90, 4, 0, 0, 0, 0]",,,,,,,,
15.839,,,,,,0x18e,"[5, 37, 3, 85, 0, 0, 0, 42]",,,,,,,,
15.854,,,,,,0x28e,"[110, 4, 12, 252, 27, 252, 106, 4]",,,,,,,,
15.865,,,,,,0x20e,"[5, 32, 3, 119, 0, 0, 0, 0]",,,,,,,,
15.871,,,,,,0x18f,"[65, 247, 224, 236, 0, 0, 0, 0]",,,,,,,,
15.876,,,,,,0x20b,"[2, 0, 51, 252, 0, 0, 0, 0]",,,,,,,,
15.883,,,,,,0x18c,"[3, 0, 141, 5, 207, 251, 40, 0]",,,,,,,,
15.885,,,,,,0x20d,"[2, 0, 125, 4, 0, 0, 0, 0]",,,,,,,,
15.891,,,,,,0x18f,"[65, 247, 224, 236, 0, 0, 0, 0]",,,,,,,,
15.893,,,,,,0x18a,"[3, 0, 133, 5, 85, 4, 128, 0]",,,,,,,,
15.900,,,,,,0x20f,"[0, 143, 16, 16, 255]",,,,,,,,
15.906,,,,,,0x28e,"[110, 4, 234, 251, 207, 251, 72, 4]",,,,,,,,
15.911,,,,,,0x18f,"[97, 247, 224, 236, 0, 0, 0, 0]",,,,,,,,
15.918,,,,,,0x701,[5],,,,,,,,
15.925,,,,,,0x20e,"[5, 32, 3, 57, 0, 0, 0, 0]",,,,,,,,
15.939,,,,,,0x20c,"[2, 0, 51, 252, 0, 0, 0, 0]",,,,,,,,
15.943,,,,,,0x20e,"[5, 32, 3, 72, 0, 0, 0, 0]",,,,,,,,
15.949,,,,,,0x20f,"[0, 143, 16, 16, 255]",,,,,,,,
15.953,,,,,,0x28e,"[85, 4, 234, 251, 207, 251, 72, 4]",,,,,,,,
15.956,,,,,,0x38e,"[0, 0, 0, 0, 0, 0, 0, 0]",,,,,,,,
15.967,,,,,,0x20b,"[2, 0, 5, 252, 0, 0, 0, 0]",,,,,,,,
15.971,,,,,,0x20c,"[2, 0, 5, 252, 0, 0, 0, 0]",,,,,,,,
15.975,,,,,,0x58b,"[75, 4, 32, 6, 19, 0, 0, 0]",,,,,,,,
15.978,,,,,,0x20a,"[2, 0, 79, 4, 0, 0, 0, 0]",,,,,,,,
15.981,,,,,,0x60a,"[64, 4, 32, 6, 0, 0, 0, 0]",,,,,,,,
15.983,,,,,,0x58a,"[75, 4, 32, 6, 17, 0, 0, 0]",,,,,,,,
15.985,,,,,,0x20e,"[5, 32, 3, 72, 0, 0, 0, 0]",,,,,,,,
15.988,,,,,,0x18d,"[3, 0, 125, 5, 83, 4, 169, 0]",,,,,,,,
15.994,,,,,,0x18f,"[65, 247, 224, 236, 0, 0, 0, 0]",,,,,,,,
16.000,,,,0.029,-0.758,,,,,,,,,,
16.001,,,,,,,,,,,,,,5.703,2.203
16.009,,,,,,0x18ef7200,"[208, 0, 255, 255, 255, 255, 255, 255]",,,,,,,,
16.014,,,,,,0x18f,"[65, 247, 192, 236, 0, 0, 0, 0]",,,,,,,,
16.016,,,,,,,,,,,,,,5.703,2.203
16.025,,,,,,0x18e,"[5, 46, 3, 28, 0, 0, 0, 42]",,,,,,,,
16.027,,,,,,0x38e,"[0, 0, 0, 0, 0, 0, 0, 0]",,,,,,,,
16.029,,,,,,0x23a,"[210, 0, 0, 0, 17, 33, 0, 0]",,,,,,,,
16.031,,-0.108,-4.218,,,,,,,,,,,,
16.042,,,,,,0x20e,"[5, 32, 3, 108, 0, 0, 0, 0]",,,,,,,,
16.050,,,,,,0x80,[],,,,,,,,
16.063,,,,,,0x20c,"[2, 0, 16, 252, 0, 0, 0, 0]",,,,,,,,
16.070,,,,,,0x20d,"[2, 0, 90, 4, 0, 0, 0, 0]",,,,,,,,
16.081,,,,,,0x18f,"[77, 247, 224, 236, 0, 0, 0, 0]",,,,,,,,
16.087,,,,,,0x18e,"[5, 36, 3, 38, 0, 0, 0, 42]",,,,,,,,
16.097,,,,,,0x38e,"[0, 0, 0, 0, 0, 0, 0, 0]",,,,,,,,
16.101,,,,,,0x20b,"[2, 0, 43, 252, 0, 0, 0, 0]",,,,,,,,
16.106,,,,,,0x18b,"[3, 0, 127, 5, 237, 251, 10, 0]",,,,,,,,
16.109,,,,,,0x20c,"[2, 0, 43, 252, 0, 0, 0, 0]",,,,,,,,
16.112,,,,,,0x18d,"[3, 0, 126, 5, 76, 4, 133, 0]",,,,,,,,
16.121,,,,,,0x18a,"[3, 0, 132, 5, 69, 4, 142, 0]",,,,,,,,
16.122,,,,,,0x18e,"[5, 36, 3, 38, 0, 0, 0, 42]",,,,,,,,
16.127,,,,,,0x38e,"[0, 0, 0, 0, 0, 0, 0, 0]",,,,,,,,
16.132,,,,,,0x20e,"[5, 32, 3, 108, 0, 0, 0, 0]",,,,,,,,
16.147,,,,,,0x20e,"[5, 32, 3, 108, 0, 0, 0, 0]",,,,,,,,
16.174,,,,,,0x20e,"[5, 32, 3, 108, 0, 0, 0, 0]",,,,,,,,
16.177,,,,,,0x18f,"[65, 247, 224, 236, 0, 0, 0, 0]",,,,,,,,
16.181,,,,,,0x20e,"[5, 32, 3, 199, 255, 0, 0, 0]",,,,,,,,
16.198,,,,,,0x18f,"[97, 247, 224, 236, 0, 0, 0, 0]",,,,,,,,
16.206,,,,,,0x20c,"[2, 0, 43, 252, 0, 0, 0, 0]",,,,,,,,
16.210,,,,,,0x20d,"[2, 0, 117, 4, 0, 0, 0, 0]",,,,,,,,
16.216,,,,,,0x18f,"[97, 247, 210, 236, 0, 0, 0, 0]",,,,,,,,
16.220,,,,,,0x18b,"[3, 0, 128, 5, 237, 251, 72, 0]",,,,,,,,
16.223,,,,,,0x20e,"[5, 32, 3, 93, 0, 0, 0, 0]",,,,,,,,
16.225,,,,,,0x28e,"[69, 4, 248, 251, 235, 251, 76, 4]",,,,,,,,
16.228,,,,,,0x23a,"[2, 0, 0, 0, 17, 33, 0, 0]",,,,,,,,
16.232,,,,,,0x18f,"[97, 247, 224, 236, 0, 0, 0, 0]",,,,,,,,
16.243,,,,,,0x20b,"[2, 0, 184, 251, 0, 0, 0, 0]",,,,,,,,
16.248,,,,,,0x20a,"[2, 0, 2, 4, 0, 0, 0, 0]",,,,,,,,
16.253,,,,,,0x20e,"[5, 32, 3, 93, 0, 0, 0, 0]",,,,,,,,
16.255,,,,,,0x701,[5],,,,,,,,
16.265,,,,,,0x20c,"[2, 0, 184, 251, 0, 0, 0, 0]",,,,,,,,
16.268,,,,,,0x20d,"[2, 0, 2, 4, 0, 0, 0, 0]",,,,,,,,
16.275,,,,,,0x18f,"[97, 247, 224, 236, 0, 0, 0, 0]",,,,,,,,
16.276,,,,,,0x20f,"[0, 143, 16, 16, 255]",,,,,,,,
16.278,,,,,,0x28e,"[61, 4, 237, 251, 17, 252, 69, 4]",,,,,,,,
16.281,,,,,,0x23a,"[18, 0, 0, 0, 17, 33, 0, 0]",,,,,,,,
16.284,,,,,,0x20e,"[5, 32, 3, 68, 0, 0, 0, 0]",,,,,,,,
16.287,,,,,,0x20b,"[2, 0, 32, 252, 0, 0, 0, 0]",,,,,,,,
16.294,,,,,,0x18f,"[79, 247, 224, 236, 0, 0, 0, 0]",,,,,,,,
16.298,,,,,,0x20d,"[2, 0, 106, 4, 0, 0, 0, 0]",,,,,,,,
16.308,,,,,,0x70c,[5],,,,,,,,
16.312,,,,,,0x20e,"[5, 32, 3, 127, 0, 0, 0, 0]",,,,,,,,
16.321,,,,,,0x18f,"[65, 247, 224, 236, 0, 0, 0, 0]",,,,,,,,
16.326,,,,,,0x20c,"[2, 0, 32, 252, 0, 0, 0, 0]",,,,,,,,
16.330,,,,,,0x20e,"[5, 32, 3, 127, 0, 0, 0, 0]",,,,,,,,
16.331,,,,,,0x18a,"[3, 0, 133, 5, 79, 4, 106, 0]",,,,,,,,
16.333,,,,,,0x18ef7000,"[208, 0, 255, 255, 255, 255, 255, 255]",,,,,,,,
16.337,,,,,,0x18f,"[65, 247, 224, 236, 0, 0, 0, 0]",,,,,,,,
16.341,,,,,,0x18e,"[5, 58, 3, 229, 255, 0, 0, 42]",,,,,,,,
16.349,,,,,,0x38e,"[0, 0, 0, 0, 0, 0, 0, 0]",,,,,,,,
16.359,,,,,,0x18f,"[65, 247, 224, 236, 0, 0, 0, 0]",,,,,,,,
16.362,,,,,,0x20c,"[2, 0, 57, 252, 0, 0, 0, 0]",,,,,,,,
16.377,,,,,,0x20d,"[2, 0, 131, 4, 0, 0, 0, 0]",,,,,,,,
16.382,,,,,,0x80,[],,,,,,,,
16.390,,,,0.022,-0.768,,,,,,,,,,
16.391,,,,,,,,,,,,,,5.713,2.213
16.393,,,,,,0x20e,"[5, 32, 3, 127, 0, 0, 0, 0]",,,,,,,,
16.397,,,,,,0x18e,"[5, 58, 3, 229, 255, 0, 0, 42]",,,,,,,,
16.407,,,,,,,,,,,,,,5.713,2.213
16.408,,,,,,0x38e,"[0, 0, 0, 0, 0, 0, 0, 0]",,,,,,,,
16.411,,,,,,0x23a,"[50, 0, 0, 0, 17, 33, 0, 0]",,,,,,,,
16.421,,-0.104,-4.514,,,,,,,,,,,,
16.424,,,,,,0x18c,"[3, 0, 140, 5, 2, 252, 4, 0]",,,,,,,,
16.436,,,,,,0x18f,"[65, 247, 224, 236, 0, 0, 0, 0]",,,,,,,,
16.443,,,,,,0x20e,"[5, 32, 3, 1, 0, 0, 0, 0]",,,,,,,,
16.453,,,,,,0x20b,"[2, 0, 57, 252, 0, 0, 0, 0]",,,,,,,,
16.462,,,,,,0x20d,"[2, 0, 131, 4, 0, 0, 0, 0]",,,,,,,,
16.468,,,,,,0x58d,"[75, 4, 32, 6, 17, 0, 0, 0]",,,,,,,,
16.473,,,,,,0x18f,"[65, 247, 224, 236, 0, 0, 0, 0]",,,,,,,,
16.476,,,,,,0x18e,"[5, 50, 3, 63, 0, 0, 0, 42]",,,,,,,,
16.486,,,,,,0x38e,"[0, 0, 0, 0, 0, 0, 0, 0]",,,,,,,,
16.490,,,,,,0x20e,"[5, 32, 3, 1, 0, 0, 0, 0]",,,,,,,,
16.498,,,,,,0x20b,"[2, 0, 220, 251, 0, 0, 0, 0]",,,,,,,,
16.501,,,,,,0x20c,"[2, 0, 220, 251, 0, 0, 0, 0]",,,,,,,,
16.504,,,,,,0x20d,"[2, 0, 38, 4, 0, 0, 0, 0]",,,,,,,,
16.507,,,,,,0x18f,"[65, 247, 224, 236, 0, 0, 0, 0]",,,,,,,,
16.511,,,,,,0x18b,"[3, 0, 128, 5, 8, 252, 13, 0]",,,,,,,,
16.513,,,,,,0x80,[],,,,,,,,
16.518,,,,,,0x18f,"[65, 247, 192, 236, 0, 0, 0, 0]",,,,,,,,
16.521,,,,,,0x20a,"[2, 0, 38, 4, 0, 0, 0, 0]",,,,,,,,
16.526,,,,,,0x18d,"[3, 0, 127, 5, 49, 4, 113, 0]",,,,,,,,
16.530,,,,,,0x20d,"[2, 0, 38, 4, 0, 0, 0, 0]",,,,,,,,
16.538,,,,,,0x20e,"[5, 32, 3, 1, 0, 0, 0, 0]",,,,,,,,
16.542,,,,,,0x28e,"[104, 4, 8, 252, 19, 252, 113, 4]",,,,,,,,
16.546,,,,,,0x18a,"[3, 0, 133, 5, 60, 4, 83, 0]",,,,,,,,
16.550,,,,,,0x18f,"[71, 247, 224, 236, 0, 0, 0, 0]",,,,,,,,
16.554,,,,,,0x701,[5],,,,,,,,
16.562,,,,,,0x20c,"[2, 0, 220, 251, 0, 0, 0, 0]",,,,,,,,
16.566,,,,,,0x20d,"[2, 0, 38, 4, 0, 0, 0, 0]",,,,,,,,
16.570,,,,,,0x20e,"[5, 32, 3, 58, 0, 0, 0, 0]",,,,,,,,
16.579,,,,,,0x20c,"[2, 0, 220, 251, 0, 0, 0, 0]",,,,,,,,
16.585,,,,,,0x20d,"[2, 0, 38, 4, 0, 0, 0, 0]",,,,,,,,
16.587,,,,,,0x18e,"[5, 19, 3, 45, 0, 0, 0, 42]",,,,,,,,
16.591,,,,,,0x18f,"[65, 247, 216, 236, 0, 0, 0, 0]",,,,,,,,
16.599,,,,,,0x23a,"[98, 0, 0, 0, 17, 33, 0, 0]",,,,,,,,
16.604,,,,,,0x80,[],,,,,,,,
16.609,,,,,,0x20a,"[2, 0, 80, 4, 0, 0, 0, 0]",,,,,,,,
