time_sec,command,x,y,vx,vy,raw_can_id,raw_can_data,pdo_position_mm_22,pdo_speed_mms_22,pdo_position_mm_24,pdo_speed_mms_24,pdo_position_mm_26,pdo_speed_mms_26,lookahead1,lookahead2
35.134,,,,,,0x20c,"[2, 0, 210, 251, 0, 0, 0, 0]",,,,,,,,
35.141,,,,,,0x18f,"[85, 247, 224, 236, 0, 0, 0, 0]",,,,,,,,
35.152,,,,,,0x20a,"[2, 0, 28, 4, 0, 0, 0, 0]",,,,,,,,
35.163,,,,,,0x18b,"[3, 0, 124, 5, 211, 251, 126, 0]",,,,,,,,
35.169,,,,,,0x18e,"[5, 32, 3, 237, 255, 0, 0, 42]",,,,,,,,
35.171,,,,,,0x38e,"[0, 0, 0, 0, 0, 0, 0, 0]",,,,,,,,
35.178,,,,,,0x18f,"[65, 247, 224, 236, 0, 0, 0, 0]",,,,,,,,
35.180,,,,,,0x18f,"[66, 247, 224, 236, 0, 0, 0, 0]",,,,,,,,
35.190,,,,,,0x701,[5],,,,,,,,
35.192,,,,,,0x18a,"[3, 0, 132, 5, 8, 4, 20, 0]",,,,,,,,
35.195,,,,0.013,-0.758,,,,,,,,,,
35.197,,,,,,,,,,,,,,5.724,2.224
35.201,,,,,,0x20a,"[2, 0, 28, 4, 0, 0, 0, 0]",,,,,,,,
35.209,,,,,,,,,,,,,,5.724,2.224
35.211,,,,,,0x20e,"[5, 32, 3, 244, 255, 0, 0, 0]",,,,,,,,
35.217,,,,,,0x18f,"[97, 247, 229, 236, 0, 0, 0, 0]",,,,,,,,
35.222,,0.067,-19.196,,,,,,,,,,,,
35.224,,,,,,0x20e,"[5, 32, 3, 244, 255, 0, 0, 0]",,,,,,,,
35.230,,,,,,0x20c,"[2, 0, 210, 251, 0, 0, 0, 0]",,,,,,,,
35.242,,,,,,0x70c,[5],,,,,,,,
35.248,,,,,,0x18f,"[66, 247, 224, 236, 0, 0, 0, 0]",,,,,,,,
35.254,,,,,,0x20f,"[0, 143, 16, 16, 255]",,,,,,,,
35.267,,,,,,0x28e,"[8, 4, 211, 251, 186, 251, 36, 4]",,,,,,,,
35.269,,,,,,0x23a,"[226, 0, 0, 0, 17, 33, 0, 0]",,,,,,,,
35.273,,,,,,0x18f,"[65, 247, 224, 236, 0, 0, 0, 0]",,,,,,,,
35.277,,,,,,0x18b,"[3, 0, 124, 5, 217, 251, 85, 0]",,,,,,,,
35.281,,,,,,0x18f,"[65, 247, 224, 236, 0, 0, 0, 0]",,,,,,,,
35.285,,,,,,0x20b,"[2, 0, 210, 251, 0, 0, 0, 0]",,,,,,,,
35.290,,,,,,0x20a,"[2, 0, 28, 4, 0, 0, 0, 0]",,,,,,,,
35.292,,,,,,0x20f,"[0, 143, 16, 16, 255]",,,,,,,,
35.301,,,,,,0x38e,"[0, 0, 0, 0, 0, 0, 0, 0]",,,,,,,,
35.310,,,,,,0x23a,"[242, 0, 0, 0, 17, 33, 0, 0]",,,,,,,,
35.313,,,,,,0x70a,[5],,,,,,,,
35.316,,,,,,0x20e,"[5, 32, 3, 81, 255, 0, 0, 0]",,,,,,,,
35.321,,,,,,0x20c,"[2, 0, 95, 251, 0, 0, 0, 0]",,,,,,,,
35.323,,,,,,0x20e,"[5, 32, 3, 81, 255, 0, 0, 0]",,,,,,,,
35.325,,,,,,0x18f,"[97, 247, 224, 236, 0, 0, 0, 0]",,,,,,,,
35.327,,,,,,0x18c,"[3, 0, 136, 5, 162, 251, 182, 0]",,,,,,,,
35.343,,,,,,0x20c,"[2, 0, 95, 251, 0, 0, 0, 0]",,,,,,,,
35.362,,,,,,0x20d,"[2, 0, 169, 3, 0, 0, 0, 0]",,,,,,,,
35.364,,,,,,0x18d,"[3, 0, 123, 5, 219, 3, 34, 0]",,,,,,,,
35.370,,,,,,0x18e,"[5, 35, 3, 224, 255, 0, 0, 42]",,,,,,,,
35.373,,,,,,0x28e,"[27, 4, 217, 251, 162, 251, 9, 4]",,,,,,,,
35.376,,,,,,0x23a,"[2, 0, 0, 0, 17, 33, 0, 0]",,,,,,,,
35.380,,,,,,0x20e,"[5, 32, 3, 81, 255, 0, 0, 0]",,,,,,,,
35.382,,,,,,0x70e,"[5, 40, 202, 27, 0, 71, 52, 54]",,,,,,,,
35.385,,,,,,0x20b,"[2, 0, 89, 251, 0, 0, 0, 0]",,,,,,,,
35.387,,,,,,0x20c,"[2, 0, 89, 251, 0, 0, 0, 0]",,,,,,,,
35.389,,,,,,0x60c,"[64, 4, 32, 6, 0, 0, 0, 0]",,,,,,,,
35.393,,,,,,0x58c,"[75, 4, 32, 6, 16, 0, 0, 0]",,,,,,,,
35.408,,,,,,0x20e,"[5, 32, 3, 81, 255, 0, 0, 0]",,,,,,,,
35.410,,,,,,0x701,[5],,,,,,,,
35.413,,,,,,0x20e,"[5, 32, 3, 81, 255, 0, 0, 0]",,,,,,,,
35.415,,,,,,0x20b,"[2, 0, 89, 251, 0, 0, 0, 0]",,,,,,,,
35.417,,,,,,0x20a,"[2, 0, 163, 3, 0, 0, 0, 0]",,,,,,,,
35.421,,,,,,0x20d,"[2, 0, 163, 3, 0, 0, 0, 0]",,,,,,,,
35.434,,,,,,0x18f,"[73, 247, 194, 236, 0, 0, 0, 0]",,,,,,,,
35.438,,,,,,0x20f,"[0, 143, 16, 16, 255]",,,,,,,,
35.440,,,,,,0x38e,"[0, 0, 0, 0, 0, 0, 0, 0]",,,,,,,,
35.442,,,,,,0x18f,"[77, 247, 224, 236, 0, 0, 0, 0]",,,,,,,,
35.445,,,,,,0x18d,"[3, 0, 124, 5, 196, 3, 20, 0]",,,,,,,,
35.451,,,,,,0x20b,"[2, 0, 89, 251, 0, 0, 0, 0]",,,,,,,,
35.454,,,,,,0x20a,"[2, 0, 163, 3, 0, 0, 0, 0]",,,,,,,,
35.457,,,,,,0x18ef7000,"[208, 0, 255, 255, 255, 255, 255, 255]",,,,,,,,
35.484,,,,,,0x701,[5],,,,,,,,
35.490,,,,,,0x20e,"[5, 32, 3, 31, 0, 0, 0, 0]",,,,,,,,
35.492,,,,,,0x20f,"[0, 143, 16, 16, 255]",,,,,,,,
35.496,,,,,,0x18e,"[5, 30, 3, 172, 255, 0, 0, 42]",,,,,,,,
35.501,,,,,,0x38e,"[0, 0, 0, 0, 0, 0, 0, 0]",,,,,,,,
35.503,,,,,,0x23a,"[34, 0, 0, 0, 17, 33, 0, 0]",,,,,,,,
35.506,,,,,,0x20e,"[5, 32, 3, 31, 0, 0, 0, 0]",,,,,,,,
35.521,,,,,,0x20b,"[2, 0, 89, 251, 0, 0, 0, 0]",,,,,,,,
35.523,,,,,,0x20a,"[2, 0, 163, 3, 0, 0, 0, 0]",,,,,,,,
35.529,,,,,,0x20d,"[2, 0, 163, 3, 0, 0, 0, 0]",,,,,,,,
35.540,,,,,,0x18c,"[3, 0, 138, 5, 109, 251, 204, 0]",,,,,,,,
35.543,,,,,,0x20e,"[5, 32, 3, 31, 0, 0, 0, 0]",,,,,,,,
35.545,,,,,,0x20c,"[2, 0, 89, 251, 0, 0, 0, 0]",,,,,,,,
35.549,,,,,,0x20d,"[2, 0, 163, 3, 0, 0, 0, 0]",,,,,,,,
35.570,,,,,,0x18f,"[65, 247, 224, 236, 0, 0, 0, 0]",,,,,,,,
35.572,,,,,,0x20f,"[0, 143, 16, 16, 255]",,,,,,,,
35.579,,,,,,0x28e,"[249, 3, 155, 251, 109, 251, 196, 3]",,,,,,,,
35.589,,,,,,0x23a,"[50, 0, 0, 0, 17, 33, 0, 0]",,,,,,,,
35.594,,,,-0.002,-0.855,,,,,,,,,,
35.595,,,,,,,,,,,,,,-0.539,-4.039
35.597,,,,,,0x701,[5],,,,,,,,
35.610,,,,,,0x20b,"[2, 0, 204, 251, 0, 0, 0, 0]",,,,,,,,
35.611,,,,,,,,,,,,,,-0.539,-4.039
35.633,,,,,,0x20a,"[2, 0, 22, 4, 0, 0, 0, 0]",,,,,,,,
35.641,,0.079,-19.531,,,,,,,,,,,,
35.659,,,,,,0x18ef7200,"[208, 0, 255, 255, 255, 255, 255, 255]",,,,,,,,
35.660,,,,,,0x20e,"[5, 32, 3, 125, 0, 0, 0, 0]",,,,,,,,
35.666,,,,,,0x18f,"[79, 247, 224, 236, 0, 0, 0, 0]",,,,,,,,
35.668,,,,,,0x18f,"[66, 247, 224, 236, 0, 0, 0, 0]",,,,,,,,
35.677,,,,,,0x20c,"[2, 0, 204, 251, 0, 0, 0, 0]",,,,,,,,
35.683,,,,,,0x20d,"[2, 0, 22, 4, 0, 0, 0, 0]",,,,,,,,
35.685,,,,,,0x18d,"[3, 0, 126, 5, 36, 4, 32, 0]",,,,,,,,
35.689,,,,,,0x18e,"[5, 43, 3, 154, 255, 0, 0, 42]",,,,,,,,
35.691,,,,,,0x38e,"[0, 0, 0, 0, 0, 0, 0, 0]",,,,,,,,
35.694,,,,,,0x18f,"[65, 247, 0, 237, 0, 0, 0, 0]",,,,,,,,
35.696,,,,,,0x18b,"[3, 0, 125, 5, 220, 251, 118, 0]",,,,,,,,
35.701,,,,,,0x20c,"[2, 0, 56, 252, 0, 0, 0, 0]",,,,,,,,
35.707,,,,,,0x20d,"[2, 0, 130, 4, 0, 0, 0, 0]",,,,,,,,
35.709,,,,,,0x20e,"[5, 32, 3, 125, 0, 0, 0, 0]",,,,,,,,
35.711,,,,,,0x701,[5],,,,,,,,
35.721,,,,,,0x20b,"[2, 0, 56, 252, 0, 0, 0, 0]",,,,,,,,
35.725,,,,,,0x20a,"[2, 0, 130, 4, 0, 0, 0, 0]",,,,,,,,
35.727,,,,,,0x18f,"[65, 247, 224, 236, 0, 0, 0, 0]",,,,,,,,
35.735,,,,,,0x20f,"[0, 143, 16, 16, 255]",,,,,,,,
35.745,,,,,,0x28e,"[243, 3, 220, 251, 205, 251, 36, 4]",,,,,,,,
35.765,,,,,,0x38e,"[0, 0, 0, 0, 0, 0, 0, 0]",,,,,,,,
35.777,,,,,,0x70c,[5],,,,,,,,
35.781,,,,,,0x20b,"[2, 0, 56, 252, 0, 0, 0, 0]",,,,,,,,
35.783,,,,,,0x20a,"[2, 0, 130, 4, 0, 0, 0, 0]",,,,,,,,
35.793,,,,,,0x20d,"[2, 0, 130, 4, 0, 0, 0, 0]",,,,,,,,
35.801,,,,,,0x58d,"[75, 4, 32, 6, 16, 0, 0, 0]",,,,,,,,
35.805,,,,,,0x0,"[128, 17]",,,,,,,,
35.808,,,,,,0x20b,"[2, 0, 56, 252, 0, 0, 0, 0]",,,,,,,,
35.811,,,,,,0x20a,"[2, 0, 130, 4, 0, 0, 0, 0]",,,,,,,,
35.823,,,,,,0x20d,"[2, 0, 130, 4, 0, 0, 0, 0]",,,,,,,,
35.829,,,,,,0x18b,"[3, 0, 126, 5, 3, 252, 21, 0]",,,,,,,,
35.843,,,,,,0x20f,"[0, 143, 16, 16, 255]",,,,,,,,
35.848,,,,,,0x20e,"[5, 32, 3, 108, 0, 0, 0, 0]",,,,,,,,
35.852,,,,,,0x38e,"[0, 0, 0, 0, 0, 0, 0, 0]",,,,,,,,
35.858,,,,,,0x18f,"[65, 247, 224, 236, 0, 0, 0, 0]",,,,,,,,
35.864,,,,,,0x18f,"[65, 247, 229, 236, 0, 0, 0, 0]",,,,,,,,
35.868,,,,,,0x18a,"[3, 0, 132, 5, 109, 4, 33, 0]",,,,,,,,
35.872,,,,,,0x20b,"[2, 0, 56, 252, 0, 0, 0, 0]",,,,,,,,
35.877,,,,,,0x20c,"[2, 0, 56, 252, 0, 0, 0, 0]",,,,,,,,
35.888,,,,,,0x20e,"[5, 32, 3, 108, 0, 0, 0, 0]",,,,,,,,
35.893,,,,,,0x20a,"[2, 0, 130, 4, 0, 0, 0, 0]",,,,,,,,
35.909,,,,,,0x20d,"[2, 0, 130, 4, 0, 0, 0, 0]",,,,,,,,
35.915,,,,,,0x18f,"[58, 247, 224, 236, 0, 0, 0, 0]",,,,,,,,
35.916,,,,,,0x18e,"[5, 29, 3, 62, 0, 0, 0, 42]",,,,,,,,
35.924,,,,,,0x38e,"[0, 0, 0, 0, 0, 0, 0, 0]",,,,,,,,
35.925,,,,,,0x18c,"[3, 0, 139, 5, 11, 252, 60, 0]",,,,,,,,
35.930,,,,,,0x20e,"[5, 32, 3, 108, 0, 0, 0, 0]",,,,,,,,
35.935,,,,,,0x20c,"[2, 0, 43, 252, 0, 0, 0, 0]",,,,,,,,
35.939,,,,,,0x20a,"[2, 0, 117, 4, 0, 0, 0, 0]",,,,,,,,
35.960,,,,,,0x18f,"[65, 247, 224, 236, 0, 0, 0, 0]",,,,,,,,
35.972,,,,,,0x18b,"[3, 0, 125, 5, 19, 252, 22, 0]",,,,,,,,
35.976,,,,,,0x18e,"[5, 31, 3, 59, 0, 0, 0, 42]",,,,,,,,
35.981,,,,,,0x18f,"[65, 247, 224, 236, 0, 0, 0, 0]",,,,,,,,
35.984,,,,,,0x20e,"[5, 32, 3, 108, 0, 0, 0, 0]",,,,,,,,
35.986,,,,,,0x20b,"[2, 0, 43, 252, 0, 0, 0, 0]",,,,,,,,
35.988,,,,,,0x20e,"[5, 32, 3, 59, 0, 0, 0, 0]",,,,,,,,
35.991,,,,,,0x18f,"[65, 247, 224, 236, 0, 0, 0, 0]",,,,,,,,
36.000,,,,0.043,-0.812,,,,,,,,,,
36.003,,,,,,,,,,,,,,5.689,2.189
36.005,,,,,,0x20d,"[2, 0, 117, 4, 0, 0, 0, 0]",,,,,,,,
36.011,,,,,,0x80,[],,,,,,,,
36.019,,,,,,0x20c,"[2, 0, 43, 252, 0, 0, 0, 0]",,,,,,,,
36.021,,,,,,,,,,,,,,5.689,2.189
36.023,,,,,,0x20a,"[2, 0, 117, 4, 0, 0, 0, 0]",,,,,,,,
36.026,,,,,,0x20d,"[2, 0, 117, 4, 0, 0, 0, 0]",,,,,,,,
36.032,,,,,,0x18c,"[3, 0, 139, 5, 239, 251, 51, 0]",,,,,,,,
36.036,,0.088,-19.843,,,,,,,,,,,,
36.038,,,,,,0x20f,"[0, 143, 16, 16, 255]",,,,,,,,
36.042,,,,,,0x28e,"[70, 4, 19, 252, 11, 252, 59, 4]",,,,,,,,
36.051,,,,,,0x23a,"[146, 0, 0, 0, 17, 33, 0, 0]",,,,,,,,
36.054,,,,,,0x18d,"[3, 0, 124, 5, 57, 4, 177, 0]",,,,,,,,
36.056,,,,,,0x20b,"[2, 0, 7, 252, 0, 0, 0, 0]",,,,,,,,
36.058,,,,,,0x20a,"[2, 0, 81, 4, 0, 0, 0, 0]",,,,,,,,
36.066,,,,,,0x18f,"[97, 247, 224, 236, 0, 0, 0, 0]",,,,,,,,
36.068,,,,,,0x20e,"[5, 32, 3, 59, 0, 0, 0, 0]",,,,,,,,
36.070,,,,,,0x71f,"[5, 110, 116, 27, 0, 72, 176, 45]",,,,,,,,
36.073,,,,,,0x20f,"[0, 143, 16, 16, 255]",,,,,,,,
36.081,,,,,,0x28e,"[70, 4, 19, 252, 239, 251, 57, 4]",,,,,,,,
36.083,,,,,,0x23a,"[162, 0, 0, 0, 17, 33, 0, 0]",,,,,,,,
36.085,,,,,,0x18f,"[93, 247, 224, 236, 0, 0, 0, 0]",,,,,,,,
36.087,,,,,,0x18a,"[3, 0, 132, 5, 59, 4, 52, 0]",,,,,,,,
36.090,,,,,,0x20e,"[5, 32, 3, 34, 0, 0, 0, 0]",,,,,,,,
36.099,,,,,,0x20a,"[2, 0, 81, 4, 0, 0, 0, 0]",,,,,,,,
36.101,,,,,,0x20d,"[2, 0, 81, 4, 0, 0, 0, 0]",,,,,,,,
36.107,,,,,,0x18f,"[85, 247, 224, 236, 0, 0, 0, 0]",,,,,,,,
36.109,,,,,,0x20f,"[0, 143, 16, 16, 255]",,,,,,,,
36.114,,,,,,0x28e,"[59, 4, 19, 252, 239, 251, 57, 4]",,,,,,,,
36.117,,,,,,0x23a,"[178, 0, 0, 0, 17, 33, 0, 0]",,,,,,,,
36.122,,,,,,0x18f,"[81, 247, 224, 236, 0, 0, 0, 0]",,,,,,,,
36.124,,,,,,0x80,[],,,,,,,,
36.126,,,,,,0x20c,"[2, 0, 7, 252, 0, 0, 0, 0]",,,,,,,,
36.130,,,,,,0x20d,"[2, 0, 81, 4, 0, 0, 0, 0]",,,,,,,,
36.137,,,,,,0x18f,"[87, 247, 224, 236, 0, 0, 0, 0]",,,,,,,,
36.139,,,,,,0x20b,"[2, 0, 7, 252, 0, 0, 0, 0]",,,,,,,,
36.141,,,,,,0x20a,"[2, 0, 81, 4, 0, 0, 0, 0]",,,,,,,,
36.144,,,,,,0x20d,"[2, 0, 81, 4, 0, 0, 0, 0]",,,,,,,,
36.146,,,,,,0x18f,"[97, 247, 224, 236, 0, 0, 0, 0]",,,,,,,,
36.150,,,,,,0x18ef7300,"[208, 0, 255, 255, 255, 255, 255, 255]",,,,,,,,
36.153,,,,,,0x20f,"[0, 143, 16, 16, 255]",,,,,,,,
36.154,,,,,,0x28e,"[59, 4, 220, 251, 215, 251, 54, 4]",,,,,,,,
36.158,,,,,,0x20e,"[5, 32, 3, 34, 0, 0, 0, 0]",,,,,,,,
36.160,,,,,,0x18f,"[65, 247, 234, 236, 0, 0, 0, 0]",,,,,,,,
36.161,,,,,,0x20c,"[2, 0, 244, 251, 0, 0, 0, 0]",,,,,,,,
36.165,,,,,,0x20a,"[2, 0, 62, 4, 0, 0, 0, 0]",,,,,,,,
36.167,,,,,,0x18f,"[97, 247, 224, 236, 0, 0, 0, 0]",,,,,,,,
36.169,,,,,,0x20b,"[2, 0, 244, 251, 0, 0, 0, 0]",,,,,,,,
36.174,,,,,,0x20a,"[2, 0, 62, 4, 0, 0, 0, 0]",,,,,,,,
36.178,,,,,,0x18ef7100,"[208, 0, 255, 255, 255, 255, 255, 255]",,,,,,,,
36.183,,,,,,0x18b,"[3, 0, 126, 5, 211, 251, 22, 0]",,,,,,,,
36.186,,,,,,0x18f,"[65, 247, 224, 236, 0, 0, 0, 0]",,,,,,,,
36.190,,,,,,0x18e,"[5, 38, 3, 4, 0, 0, 0, 42]",,,,,,,,
36.193,,,,,,0x38e,"[0, 0, 0, 0, 0, 0, 0, 0]",,,,,,,,
36.198,,,,,,0x701,[5],,,,,,,,
36.210,,,,,,0x20b,"[2, 0, 244, 251, 0, 0, 0, 0]",,,,,,,,
36.212,,,,,,0x20a,"[2, 0, 62, 4, 0, 0, 0, 0]",,,,,,,,
36.216,,,,,,0x18a,"[3, 0, 133, 5, 50, 4, 26, 0]",,,,,,,,
36.221,,,,,,0x18f,"[65, 247, 224, 236, 0, 0, 0, 0]",,,,,,,,
36.230,,,,,,0x20f,"[0, 143, 16, 16, 255]",,,,,,,,
36.235,,,,,,0x28e,"[50, 4, 211, 251, 207, 251, 47, 4]",,,,,,,,
36.239,,,,,,0x23a,"[226, 0, 0, 0, 17, 33, 0, 0]",,,,,,,,
36.245,,,,,,0x18c,"[3, 0, 140, 5, 213, 251, 56, 0]",,,,,,,,
36.255,,,,,,0x18f,"[97, 247, 224, 236, 0, 0, 0, 0]",,,,,,,,
36.270,,,,,,0x20b,"[2, 0, 200, 251, 0, 0, 0, 0]",,,,,,,,
36.272,,,,,,0x20a,"[2, 0, 18, 4, 0, 0, 0, 0]",,,,,,,,
36.276,,,,,,0x18b,"[3, 0, 127, 5, 212, 251, 20, 0]",,,,,,,,
36.279,,,,,,0x20e,"[5, 32, 3, 231, 255, 0, 0, 0]",,,,,,,,
36.281,,,,,,0x18f,"[65, 247, 199, 236, 0, 0, 0, 0]",,,,,,,,
36.287,,,,,,0x20b,"[2, 0, 200, 251, 0, 0, 0, 0]",,,,,,,,
36.305,,,,,,0x20c,"[2, 0, 200, 251, 0, 0, 0, 0]",,,,,,,,
36.307,,,,,,0x20a,"[2, 0, 18, 4, 0, 0, 0, 0]",,,,,,,,
36.310,,,,,,0x701,[5],,,,,,,,
36.317,,,,,,0x18e,"[5, 39, 3, 5, 0, 0, 0, 42]",,,,,,,,
36.328,,,,,,0x38e,"[0, 0, 0, 0, 0, 0, 0, 0]",,,,,,,,
36.331,,,,,,0x18f,"[65, 247, 192, 236, 0, 0, 0, 0]",,,,,,,,
36.346,,,,,,0x70a,[5],,,,,,,,
36.349,,,,,,0x20e,"[5, 32, 3, 54, 0, 0, 0, 0]",,,,,,,,
36.352,,,,,,0x80,[],,,,,,,,
36.369,,,,,,0x20e,"[5, 32, 3, 54, 0, 0, 0, 0]",,,,,,,,
36.373,,,,,,0x18f,"[74, 247, 224, 236, 0, 0, 0, 0]",,,,,,,,
36.377,,,,,,0x20d,"[2, 0, 18, 4, 0, 0, 0, 0]",,,,,,,,
36.379,,,,,,0x20f,"[0, 143, 16, 16, 255]",,,,,,,,
36.386,,,,,,0x28e,"[13, 4, 212, 251, 213, 251, 53, 4]",,,,,,,,
36.388,,,,-0.036,-0.739,,,,,,,,,,
36.391,,,,,,,,,,,,,,-0.493,-3.993
36.393,,,,,,0x23a,"[2, 0, 0, 0, 17, 33, 0, 0]",,,,,,,,
36.396,,,,,,0x18d,"[3, 0, 126, 5, 15, 4, 82, 0]",,,,,,,,
36.401,,,,,,0x20b,"[2, 0, 3, 252, 0, 0, 0, 0]",,,,,,,,
36.404,,,,,,,,,,,,,,-0.493,-3.993
36.408,,,,,,0x60b,"[64, 4, 32, 6, 0, 0, 0, 0]",,,,,,,,
36.414,,0.090,-20.145,,,,,,,,,,,,
36.421,,,,,,0x58b,"[75, 4, 32, 6, 19, 0, 0, 0]",,,,,,,,
36.426,,,,,,0x20a,"[2, 0, 77, 4, 0, 0, 0, 0]",,,,,,,,
36.429,,,,,,0x20d,"[2, 0, 77, 4, 0, 0, 0, 0]",,,,,,,,
36.433,,,,,,0x20e,"[5, 32, 3, 54, 0, 0, 0, 0]",,,,,,,,
36.438,,,,,,0x701,[5],,,,,,,,
36.445,,,,,,0x18f,"[74, 247, 199, 236, 0, 0, 0, 0]",,,,,,,,
36.448,,,,,,0x20c,"[2, 0, 3, 252, 0, 0, 0, 0]",,,,,,,,
36.454,,,,,,0x60a,"[64, 4, 32, 6, 0, 0, 0, 0]",,,,,,,,
36.457,,,,,,0x58a,"[75, 4, 32, 6, 16, 0, 0, 0]",,,,,,,,
36.463,,,,,,0x18f,"[71, 247, 218, 236, 0, 0, 0, 0]",,,,,,,,
36.468,,,,,,0x28e,"[13, 4, 167, 251, 205, 251, 15, 4]",,,,,,,,
36.471,,,,,,0x18f,"[65, 247, 224, 236, 0, 0, 0, 0]",,,,,,,,
36.477,,,,,,0x20b,"[2, 0, 3, 252, 0, 0, 0, 0]",,,,,,,,
36.479,,,,,,0x18c,"[3, 0, 139, 5, 229, 251, 72, 0]",,,,,,,,
36.482,,,,,,0x20d,"[2, 0, 77, 4, 0, 0, 0, 0]",,,,,,,,
36.485,,,,,,0x18f,"[65, 247, 224, 236, 0, 0, 0, 0]",,,,,,,,
36.490,,,,,,0x18d,"[3, 0, 125, 5, 7, 4, 192, 0]",,,,,,,,
36.492,,,,,,0x20b,"[2, 0, 3, 252, 0, 0, 0, 0]",,,,,,,,
36.498,,,,,,0x20a,"[2, 0, 77, 4, 0, 0, 0, 0]",,,,,,,,
36.501,,,,,,0x20f,"[0, 143, 16, 16, 255]",,,,,,,,
36.504,,,,,,0x28e,"[57, 4, 167, 251, 229, 251, 7, 4]",,,,,,,,
36.507,,,,,,0x23a,"[34, 0, 0, 0, 17, 33, 0, 0]",,,,,,,,
36.511,,,,,,0x18f,"[97, 247, 224, 236, 0, 0, 0, 0]",,,,,,,,
36.513,,,,,,0x20c,"[2, 0, 3, 252, 0, 0, 0, 0]",,,,,,,,
36.516,,,,,,0x20a,"[2, 0, 77, 4, 0, 0, 0, 0]",,,,,,,,
36.520,,,,,,0x18a,"[3, 0, 131, 5, 57, 4, 47, 0]",,,,,,,,
36.537,,,,,,0x20c,"[2, 0, 3, 252, 0, 0, 0, 0]",,,,,,,,
36.550,,,,,,0x20e,"[5, 32, 3, 30, 0, 0, 0, 0]",,,,,,,,
36.562,,,,,,0x18e,"[5, 21, 3, 11, 0, 0, 0, 42]",,,,,,,,
36.567,,,,,,0x38e,"[0, 0, 0, 0, 0, 0, 0, 0]",,,,,,,,
36.569,,,,,,0x23a,"[50, 0, 0, 0, 17, 33, 0, 0]",,,,,,,,
36.582,,,,,,0x20b,"[2, 0, 241, 251, 0, 0, 0, 0]",,,,,,,,
36.588,,,,,,0x20c,"[2, 0, 241, 251, 0, 0, 0, 0]",,,,,,,,
36.592,,,,,,0x20a,"[2, 0, 59, 4, 0, 0, 0, 0]",,,,,,,,
36.595,,,,,,0x20d,"[2, 0, 59, 4, 0, 0, 0, 0]",,,,,,,,
36.607,,,,,,0x20c,"[2, 0, 241, 251, 0, 0, 0, 0]",,,,,,,,
36.610,,,,,,0x20e,"[5, 32, 3, 54, 0, 0, 0, 0]",,,,,,,,
36.613,,,,,,0x20e,"[5, 32, 3, 54, 0, 0, 0, 0]",,,,,,,,
36.620,,,,,,0x20e,"[5, 32, 3, 54, 0, 0, 0, 0]",,,,,,,,
36.627,,,,,,0x18a,"[3, 0, 131, 5, 26, 4, 63, 0]",,,,,,,,
36.630,,,,,,0x18f,"[65, 247, 224, 236, 0, 0, 0, 0]",,,,,,,,
36.646,,,,,,0x18f,"[97, 247, 242, 236, 0, 0, 0, 0]",,,,,,,,
36.649,,,,,,0x18ef7300,"[208, 0, 255, 255, 255, 255, 255, 255]",,,,,,,,
36.654,,,,,,0x23a,"[66, 0, 0, 0, 17, 33, 0, 0]",,,,,,,,
36.660,,,,,,0x20e,"[5, 32, 3, 54, 0, 0, 0, 0]",,,,,,,,
36.671,,,,,,0x20b,"[2, 0, 241, 251, 0, 0, 0, 0]",,,,,,,,
36.674,,,,,,0x20a,"[2, 0, 59, 4, 0, 0, 0, 0]",,,,,,,,
36.679,,,,,,0x20e,"[5, 32, 3, 23, 0, 0, 0, 0]",,,,,,,,
36.684,,,,,,0x18f,"[65, 247, 224, 236, 0, 0, 0, 0]",,,,,,,,
36.690,,,,,,0x70b,[5],,,,,,,,
36.697,,,,,,0x80,[],,,,,,,,
36.700,,,,,,0x20c,"[2, 0, 241, 251, 0, 0, 0, 0]",,,,,,,,
36.703,,,,,,0x20d,"[2, 0, 59, 4, 0, 0, 0, 0]",,,,,,,,
36.707,,,,,,0x701,[5],,,,,,,,
36.718,,,,,,0x20f,"[0, 143, 16, 16, 255]",,,,,,,,
36.722,,,,,,0x18e,"[5, 30, 3, 15, 0, 0, 0, 42]",,,,,,,,
36.727,,,,,,0x38e,"[0, 0, 0, 0, 0, 0, 0, 0]",,,,,,,,
36.732,,,,,,0x23a,"[82, 0, 0, 0, 17, 33, 0, 0]",,,,,,,,
36.742,,,,,,0x20b,"[2, 0, 236, 251, 0, 0, 0, 0]",,,,,,,,
36.747,,,,,,0x20d,"[2, 0, 54, 4, 0, 0, 0, 0]",,,,,,,,
36.750,,,,,,0x18f,"[89, 247, 224, 236, 0, 0, 0, 0]",,,,,,,,
36.755,,,,,,0x0,"[128, 16]",,,,,,,,
36.758,,,,,,0x70c,[5],,,,,,,,
36.760,,,,,,0x20b,"[2, 0, 236, 251, 0, 0, 0, 0]",,,,,,,,
36.766,,,,,,0x20a,"[2, 0, 54, 4, 0, 0, 0, 0]",,,,,,,,
36.780,,,,,,0x18f,"[65, 247, 224, 236, 0, 0, 0, 0]",,,,,,,,
36.784,,,,,,0x18e,"[5, 27, 3, 6, 0, 0, 0, 42]",,,,,,,,
36.785,,,,,,0x18d,"[3, 0, 125, 5, 32, 4, 145, 0]",,,,,,,,
36.798,,,,0.025,-0.753,,,,,,,,,,
36.798,,,,,,,,,,,,,,5.708,2.208
36.807,,,,,,0x23a,"[98, 0, 0, 0, 17, 33, 0, 0]",,,,,,,,
