time_sec,a,b,s1,s2,s3,ds1,ds2,ds3,w1,w2,w3,i1,i2,i3,lookahead1,lookahead2,x,y,vx,vy,raw_can_id,raw_can_data,pdo_position_mm_22,pdo_speed_mms_22,pdo_position_mm_24,pdo_speed_mms_24,pdo_position_mm_26,pdo_speed_mms_26
9.202,,,,,,,,,,,,,,,,,,,,,0x18f,"[141, 247, 160, 236, 0, 0, 0, 0]",,,,,,
9.209,,,,,,,,,,,,,,,,,,,,,0x20c,"[2, 0, 106, 251, 0, 0, 0, 0]",,,,,,
9.214,,,,,,,,,,,,,,,,,,,,,0x18c,"[3, 0, 135, 5, 164, 251, 139, 0]",,,,,,
9.220,,,,,,,,,,,,,,,,,,,,,0x701,[5],,,,,,
9.223,,,,,,,,,,,,,,,,,,,,,0x18e,"[5, 46, 3, 142, 255, 0, 0, 41]",,,,,,
9.226,,,,,,,,,,,,,,,,,,,,,0x38e,"[0, 0, 0, 0, 0, 0, 0, 0]",,,,,,
9.238,,,,,,,,,,,,,,,,,,,,,0x23a,"[242, 0, 0, 0, 17, 33, 0, 0]",,,,,,
9.247,,,,,,,,,,,,,,,,,,,,,0x18f,"[129, 247, 160, 236, 0, 0, 0, 0]",,,,,,
9.252,,,,,,,,,,,,,,,,,,,,,0x80,[],,,,,,
9.257,,,,,,,,,,,,,,,,,,,,,0x20c,"[2, 0, 87, 251, 0, 0, 0, 0]",,,,,,
9.259,,,,,,,,,,,,,,,,,,,,,0x18b,"[3, 0, 123, 5, 92, 251, 86, 0]",,,,,,
9.266,,,,,,,,,,,,,,,,,,,,,0x0,"[128, 16]",,,,,,
9.282,,,,,,,,,,,,,,,,,,,,,0x18e,"[5, 30, 3, 145, 255, 0, 0, 41]",,,,,,
9.285,,,,,,,,,,,,,,,,,,,,,0x18f,"[129, 247, 160, 236, 0, 0, 0, 0]",,,,,,
9.288,,,,,,,,,,,,,,,,,,,,,0x18f,"[161, 247, 160, 236, 0, 0, 0, 0]",,,,,,
9.292,,,,,,,,,,,,,,,,,,,,,0x20b,"[2, 0, 87, 251, 0, 0, 0, 0]",,,,,,
9.294,,,,,,,,,,,,,,,,,,,,,0x20e,"[5, 32, 3, 78, 255, 0, 0, 0]",,,,,,
9.297,,,,,,,,,,,,,,,,,,,,,0x20e,"[5, 32, 3, 78, 255, 0, 0, 0]",,,,,,
9.300,,,,,,,,,,,,,,,,,,,,,0x18c,"[3, 0, 135, 5, 153, 251, 155, 0]",,,,,,
9.303,,,,,,,,,,,,,,,,,,,,,0x18f,"[129, 247, 160, 236, 0, 0, 0, 0]",,,,,,
9.305,,,,,,,,,,,,,,,,,,,,,0x18d,"[3, 0, 124, 5, 242, 3, 24, 0]",,,,,,
9.309,,,,,,,,,,,,,,,,,,,,,0x20c,"[2, 0, 87, 251, 0, 0, 0, 0]",,,,,,
9.311,,,,,,,,,,,,,,,,,,,,,0x20d,"[2, 0, 161, 3, 0, 0, 0, 0]",,,,,,
9.313,,,,,,,,,,,,,,,,,,,,,0x18ef7200,"[208, 0, 255, 255, 255, 255, 255, 255]",,,,,,
9.315,,,,,,,,,,,,,,,,,,,,,0x20f,"[0, 143, 16, 16, 255]",,,,,,
9.317,,,,,,,,,,,,,,,,,,,,,0x28e,"[13, 4, 112, 251, 153, 251, 242, 3]",,,,,,
9.320,,,,,,,,,,,,,,,,,,,,,0x23a,"[18, 0, 0, 0, 17, 33, 0, 0]",,,,,,
9.323,,,,,,,,,,,,,,,,,,,,,0x20e,"[5, 32, 3, 182, 255, 0, 0, 0]",,,,,,
9.326,,,,,,,,,,,,,,,,,,,,,0x18b,"[3, 0, 123, 5, 123, 251, 148, 0]",,,,,,
9.330,,,,,,,,,,,,,,,,,,,,,0x20e,"[5, 32, 3, 182, 255, 0, 0, 0]",,,,,,
9.334,,,,,,,,,,,,,,,,,,,,,0x18f,"[159, 247, 160, 236, 0, 0, 0, 0]",,,,,,
9.340,,,,,,,,,,,,,,,,,,,,,0x20c,"[2, 0, 164, 251, 0, 0, 0, 0]",,,,,,
9.342,,,,,,,,,,,,,,,,,,,,,0x20d,"[2, 0, 238, 3, 0, 0, 0, 0]",,,,,,
9.352,,,,,,,,,,,,,,,,,,,,,0x20e,"[5, 32, 3, 182, 255, 0, 0, 0]",,,,,,
9.359,,,,,,,,,,,,,,,,,,,,,0x20c,"[2, 0, 164, 251, 0, 0, 0, 0]",,,,,,
9.364,,,,,,,,,,,,,,,,,,,,,0x20d,"[2, 0, 238, 3, 0, 0, 0, 0]",,,,,,
9.367,,,,,,,,,,,,,,,,,,,,,0x20f,"[0, 143, 16, 16, 255]",,,,,,
9.370,,,,,,,,,,,,,,,,,,,,,0x18e,"[5, 48, 3, 177, 255, 0, 0, 41]",,,,,,
9.374,,,,,,,,,,,,,,,,,,,,,0x20e,"[5, 32, 3, 182, 255, 0, 0, 0]",,,,,,
9.379,,,,,,,,,,,,,,,,,,,,,0x18f,"[129, 247, 160, 236, 0, 0, 0, 0]",,,,,,
9.384,,,,,,,,,,,,,,,,,,,,,0x70c,[5],,,,,,
9.390,,,,,,,,,,,,,,,,,,,,,0x701,[5],,,,,,
9.393,,,,,,,,,,,,,,,,,,,,,0x18d,"[3, 0, 124, 5, 25, 4, 27, 0]",,,,,,
9.405,,,,,,,,,,,,,,,,,,,,,0x20e,"[5, 32, 3, 182, 255, 0, 0, 0]",,,,,,
9.409,,,,,,,,,,,,,,,,,,,,,0x20c,"[2, 0, 164, 251, 0, 0, 0, 0]",,,,,,
9.414,,,,,,,,,,,,,,,,,,,,,0x20d,"[2, 0, 238, 3, 0, 0, 0, 0]",,,,,,
9.419,,,,,,,,,,,,,,,,,,,,,0x18f,"[159, 247, 160, 236, 0, 0, 0, 0]",,,,,,
9.428,,,,,,,,,,,,,,,,,,,,,0x20a,"[2, 0, 238, 3, 0, 0, 0, 0]",,,,,,
9.434,,,,,,,,,,,,,,,,,,,,,0x20e,"[5, 32, 3, 77, 255, 0, 0, 0]",,,,,,
9.442,,,,,,,,,,,,,,,,,,,,,0x70a,[5],,,,,,
9.446,,,,,,,,,,,,,,,,,,,,,0x20f,"[0, 143, 16, 16, 255]",,,,,,
9.458,,,,,,,,,,,,,,,,,,,,,0x28e,"[15, 4, 169, 251, 213, 251, 25, 4]",,,,,,
9.460,,,,,,,,,,,,,,,,,,,,,0x38e,"[0, 0, 0, 0, 0, 0, 0, 0]",,,,,,
9.466,,,,,,,,,,,,,,,,,,,,,0x18f,"[149, 247, 160, 236, 0, 0, 0, 0]",,,,,,
9.471,,,,,,,,,,,,,,,,,,,,,0x80,[],,,,,,
9.474,,,,,,,,,,,,,,,,,,,,,0x18f,"[129, 247, 160, 236, 0, 0, 0, 0]",,,,,,
9.478,,,,,,,,,,,,,,,,,,,,,0x20a,"[2, 0, 238, 3, 0, 0, 0, 0]",,,,,,
9.481,,,,,,,,,,,,,,,,,,,,,0x20d,"[2, 0, 238, 3, 0, 0, 0, 0]",,,,,,
9.486,,,,,,,,,,,,,,,,,,,,,0x18d,"[3, 0, 124, 5, 40, 4, 8, 0]",,,,,,
9.498,,,,,,,,,,,,,,,,,,,,,0x18f,"[135, 247, 160, 236, 0, 0, 0, 0]",,,,,,
9.501,,,,,,,,,,,,,,,,,-0.112,-1.131,-0.059,-0.803,,,,,,,,
9.501,-1.131,-3.068,"[1.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[1.0, -1.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]",3.048,3.048,3.048,0,0,0,1.469,-2.031,,,,,,,,,,,,
9.509,,,,,,,,,,,,,,,,,,,,,0x18e,"[5, 49, 3, 233, 255, 0, 0, 41]",,,,,,
9.514,,,,,,,,,,,,,,,,,,,,,0x38e,"[0, 0, 0, 0, 0, 0, 0, 0]",,,,,,
9.516,-1.131,-3.068,"[1.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[1.0, -1.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]",3.048,3.048,3.048,0,0,0,1.469,-2.031,,,,,,,,,,,,
9.525,,,,,,,,,,,,,,,,,,,,,0x23a,"[66, 0, 0, 0, 17, 33, 0, 0]",,,,,,
9.527,,,,,,,,,,,,,,,,,-0.138,-1.469,-0.059,-0.803,,,,,,,,
9.531,,,,,,,,,,,,,,,,,,,,,0x20b,"[2, 0, 86, 251, 0, 0, 0, 0]",,,,,,
9.535,,,,,,,,,,,,,,,,,,,,,0x20a,"[2, 0, 160, 3, 0, 0, 0, 0]",,,,,,
9.549,,,,,,,,,,,,,,,,,,,,,0x18b,"[3, 0, 123, 5, 183, 251, 113, 0]",,,,,,
9.562,,,,,,,,,,,,,,,,,,,,,0x20e,"[5, 32, 3, 77, 255, 0, 0, 0]",,,,,,
9.564,,,,,,,,,,,,,,,,,,,,,0x18f,"[151, 247, 160, 236, 0, 0, 0, 0]",,,,,,
9.566,,,,,,,,,,,,,,,,,,,,,0x18ef7000,"[208, 0, 255, 255, 255, 255, 255, 255]",,,,,,
9.571,,,,,,,,,,,,,,,,,,,,,0x20e,"[5, 32, 3, 143, 255, 0, 0, 0]",,,,,,
9.574,,,,,,,,,,,,,,,,,,,,,0x18e,"[5, 47, 3, 237, 255, 0, 0, 41]",,,,,,
9.578,,,,,,,,,,,,,,,,,,,,,0x38e,"[0, 0, 0, 0, 0, 0, 0, 0]",,,,,,
9.580,,,,,,,,,,,,,,,,,,,,,0x18f,"[161, 247, 170, 236, 0, 0, 0, 0]",,,,,,
9.582,,,,,,,,,,,,,,,,,,,,,0x18c,"[3, 0, 133, 5, 158, 251, 217, 0]",,,,,,
9.584,,,,,,,,,,,,,,,,,,,,,0x80,[],,,,,,
9.593,,,,,,,,,,,,,,,,,,,,,0x20c,"[2, 0, 86, 251, 0, 0, 0, 0]",,,,,,
9.603,,,,,,,,,,,,,,,,,,,,,0x20d,"[2, 0, 160, 3, 0, 0, 0, 0]",,,,,,
9.608,,,,,,,,,,,,,,,,,,,,,0x18d,"[3, 0, 122, 5, 226, 3, 69, 0]",,,,,,
9.611,,,,,,,,,,,,,,,,,,,,,0x18f,"[129, 247, 175, 236, 0, 0, 0, 0]",,,,,,
9.614,,,,,,,,,,,,,,,,,,,,,0x20c,"[2, 0, 86, 251, 0, 0, 0, 0]",,,,,,
9.619,,,,,,,,,,,,,,,,,,,,,0x18f,"[157, 247, 173, 236, 0, 0, 0, 0]",,,,,,
9.622,,,,,,,,,,,,,,,,,,,,,0x20d,"[2, 0, 160, 3, 0, 0, 0, 0]",,,,,,
9.626,,,,,,,,,,,,,,,,,,,,,0x18b,"[3, 0, 121, 5, 131, 251, 192, 0]",,,,,,
9.629,,,,,,,,,,,,,,,,,,,,,0x18e,"[5, 34, 3, 196, 255, 0, 0, 41]",,,,,,
9.636,,,,,,,,,,,,,,,,,,,,,0x23a,"[98, 0, 0, 0, 17, 33, 0, 0]",,,,,,
9.638,,,,,,,,,,,,,,,,,,,,,0x20e,"[5, 32, 3, 188, 254, 0, 0, 0]",,,,,,
9.649,,,,,,,,,,,,,,,,,,,,,0x70e,"[5, 3, 70, 49, 0, 71, 52, 54]",,,,,,
9.652,,,,,,,,,,,,,,,,,,,,,0x60b,"[64, 4, 32, 6, 0, 0, 0, 0]",,,,,,
9.667,,,,,,,,,,,,,,,,,,,,,0x58b,"[75, 4, 32, 6, 18, 0, 0, 0]",,,,,,
9.671,,,,,,,,,,,,,,,,,,,,,0x20e,"[5, 32, 3, 188, 254, 0, 0, 0]",,,,,,
9.676,,,,,,,,,,,,,,,,,,,,,0x20d,"[2, 0, 45, 3, 0, 0, 0, 0]",,,,,,
9.679,,,,,,,,,,,,,,,,,,,,,0x20c,"[2, 0, 227, 250, 0, 0, 0, 0]",,,,,,
9.682,,,,,,,,,,,,,,,,,,,,,0x18f,"[129, 247, 160, 236, 0, 0, 0, 0]",,,,,,
9.688,,,,,,,,,,,,,,,,,,,,,0x20d,"[2, 0, 45, 3, 0, 0, 0, 0]",,,,,,
9.701,,,,,,,,,,,,,,,,,,,,,0x18c,"[3, 0, 133, 5, 64, 251, 232, 0]",,,,,,
9.705,,,,,,,,,,,,,,,,,,,,,0x18f,"[129, 247, 160, 236, 0, 0, 0, 0]",,,,,,
9.712,,,,,,,,,,,,,,,,,,,,,0x28e,"[252, 3, 131, 251, 158, 251, 226, 3]",,,,,,
9.717,,,,,,,,,,,,,,,,,,,,,0x18f,"[130, 247, 160, 236, 0, 0, 0, 0]",,,,,,
9.732,,,,,,,,,,,,,,,,,,,,,0x20b,"[2, 0, 235, 250, 0, 0, 0, 0]",,,,,,
9.734,,,,,,,,,,,,,,,,,,,,,0x20c,"[2, 0, 235, 250, 0, 0, 0, 0]",,,,,,
9.737,,,,,,,,,,,,,,,,,,,,,0x20d,"[2, 0, 53, 3, 0, 0, 0, 0]",,,,,,
9.744,,,,,,,,,,,,,,,,,,,,,0x18a,"[3, 0, 129, 5, 194, 3, 155, 0]",,,,,,
9.756,,,,,,,,,,,,,,,,,,,,,0x18f,"[129, 247, 160, 236, 0, 0, 0, 0]",,,,,,
9.759,,,,,,,,,,,,,,,,,,,,,0x18e,"[5, 42, 3, 72, 255, 0, 0, 41]",,,,,,
9.762,,,,,,,,,,,,,,,,,,,,,0x38e,"[0, 0, 0, 0, 0, 0, 0, 0]",,,,,,
9.771,,,,,,,,,,,,,,,,,,,,,0x20e,"[5, 32, 3, 76, 255, 0, 0, 0]",,,,,,
9.789,,,,,,,,,,,,,,,,,,,,,0x20b,"[2, 0, 235, 250, 0, 0, 0, 0]",,,,,,
9.791,,,,,,,,,,,,,,,,,,,,,0x18d,"[3, 0, 121, 5, 109, 3, 100, 0]",,,,,,
9.794,,,,,,,,,,,,,,,,,,,,,0x20a,"[2, 0, 53, 3, 0, 0, 0, 0]",,,,,,
9.796,,,,,,,,,,,,,,,,,,,,,0x18f,"[129, 247, 160, 236, 0, 0, 0, 0]",,,,,,
9.813,,,,,,,,,,,,,,,,,,,,,0x18ef7200,"[208, 0, 255, 255, 255, 255, 255, 255]",,,,,,
9.821,,,,,,,,,,,,,,,,,,,,,0x38e,"[0, 0, 0, 0, 0, 0, 0, 0]",,,,,,
9.824,,,,,,,,,,,,,,,,,,,,,0x20e,"[5, 32, 3, 76, 255, 0, 0, 0]",,,,,,
9.828,,,,,,,,,,,,,,,,,,,,,0x20e,"[5, 32, 3, 76, 255, 0, 0, 0]",,,,,,
9.832,,,,,,,,,,,,,,,,,,,,,0x18f,"[161, 247, 160, 236, 0, 0, 0, 0]",,,,,,
9.837,,,,,,,,,,,,,,,,,,,,,0x20e,"[5, 32, 3, 29, 255, 0, 0, 0]",,,,,,
9.841,,,,,,,,,,,,,,,,,,,,,0x18a,"[3, 0, 128, 5, 187, 3, 144, 0]",,,,,,
9.861,,,,,,,,,,,,,,,,,,,,,0x20b,"[2, 0, 86, 251, 0, 0, 0, 0]",,,,,,
9.863,,,,,,,,,,,,,,,,,,,,,0x60c,"[64, 4, 32, 6, 0, 0, 0, 0]",,,,,,
9.875,,,,,,,,,,,,,,,,,,,,,0x58c,"[75, 4, 32, 6, 16, 0, 0, 0]",,,,,,
9.882,,,,,,,,,,,,,,,,,,,,,0x18f,"[129, 247, 160, 236, 0, 0, 0, 0]",,,,,,
9.888,,,,,,,,,,,,,,,,,,,,,0x20e,"[5, 32, 3, 29, 255, 0, 0, 0]",,,,,,
9.892,,,,,,,,,,,,,,,,,,,,,0x18e,"[5, 26, 3, 70, 255, 0, 0, 41]",,,,,,
9.895,,,,,,,,,,,,,,,,,-0.138,-1.469,-0.031,-0.901,,,,,,,,
9.895,-1.469,-3.107,"[1.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[1.0, -1.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]",3.048,3.048,3.048,0,0,0,1.131,-2.369,,,,,,,,,,,,
9.903,-1.469,-3.107,"[1.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[1.0, -1.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]",3.048,3.048,3.048,0,0,0,1.131,-2.369,,,,,,,,,,,,
9.906,,,,,,,,,,,,,,,,,,,,,0x38e,"[0, 0, 0, 0, 0, 0, 0, 0]",,,,,,
9.913,,,,,,,,,,,,,,,,,,,,,0x70c,[5],,,,,,
9.914,,,,,,,,,,,,,,,,,-0.158,-1.799,-0.031,-0.901,,,,,,,,
9.920,,,,,,,,,,,,,,,,,,,,,0x18f,"[129, 247, 160, 236, 0, 0, 0, 0]",,,,,,
9.925,,,,,,,,,,,,,,,,,,,,,0x70d,[5],,,,,,
9.928,,,,,,,,,,,,,,,,,,,,,0x20c,"[2, 0, 51, 251, 0, 0, 0, 0]",,,,,,
9.932,,,,,,,,,,,,,,,,,,,,,0x20d,"[2, 0, 125, 3, 0, 0, 0, 0]",,,,,,
9.935,,,,,,,,,,,,,,,,,,,,,0x20e,"[5, 32, 3, 56, 255, 0, 0, 0]",,,,,,
9.937,,,,,,,,,,,,,,,,,,,,,0x18b,"[3, 0, 120, 5, 111, 251, 224, 0]",,,,,,
9.939,,,,,,,,,,,,,,,,,,,,,0x20c,"[2, 0, 51, 251, 0, 0, 0, 0]",,,,,,
9.944,,,,,,,,,,,,,,,,,,,,,0x20e,"[5, 32, 3, 56, 255, 0, 0, 0]",,,,,,
9.947,,,,,,,,,,,,,,,,,,,,,0x20d,"[2, 0, 125, 3, 0, 0, 0, 0]",,,,,,
9.963,,,,,,,,,,,,,,,,,,,,,0x18e,"[5, 47, 3, 93, 255, 0, 0, 41]",,,,,,
9.967,,,,,,,,,,,,,,,,,,,,,0x70a,[5],,,,,,
9.972,,,,,,,,,,,,,,,,,,,,,0x38e,"[0, 0, 0, 0, 0, 0, 0, 0]",,,,,,
9.974,,,,,,,,,,,,,,,,,,,,,0x20e,"[5, 32, 3, 56, 255, 0, 0, 0]",,,,,,
9.979,,,,,,,,,,,,,,,,,,,,,0x80,[],,,,,,
9.981,,,,,,,,,,,,,,,,,,,,,0x20c,"[2, 0, 71, 251, 0, 0, 0, 0]",,,,,,
9.987,,,,,,,,,,,,,,,,,,,,,0x20d,"[2, 0, 145, 3, 0, 0, 0, 0]",,,,,,
9.996,,,,,,,,,,,,,,,,,,,,,0x18f,"[161, 247, 160, 236, 0, 0, 0, 0]",,,,,,
9.999,,,,,,,,,,,,,,,,,,,,,0x18c,"[3, 0, 135, 5, 79, 251, 173, 0]",,,,,,
10.002,,,,,,,,,,,,,,,,,,,,,0x18d,"[3, 0, 124, 5, 224, 3, 125, 0]",,,,,,
10.009,,,,,,,,,,,,,,,,,,,,,0x20c,"[2, 0, 71, 251, 0, 0, 0, 0]",,,,,,
10.012,,,,,,,,,,,,,,,,,,,,,0x20d,"[2, 0, 145, 3, 0, 0, 0, 0]",,,,,,
10.014,,,,,,,,,,,,,,,,,,,,,0x18f,"[129, 247, 160, 236, 0, 0, 0, 0]",,,,,,
10.022,,,,,,,,,,,,,,,,,,,,,0x38e,"[0, 0, 0, 0, 0, 0, 0, 0]",,,,,,
10.030,,,,,,,,,,,,,,,,,,,,,0x20d,"[2, 0, 145, 3, 0, 0, 0, 0]",,,,,,
10.052,,,,,,,,,,,,,,,,,,,,,0x20b,"[2, 0, 71, 251, 0, 0, 0, 0]",,,,,,
10.059,,,,,,,,,,,,,,,,,,,,,0x20c,"[2, 0, 71, 251, 0, 0, 0, 0]",,,,,,
10.063,,,,,,,,,,,,,,,,,,,,,0x60a,"[64, 4, 32, 6, 0, 0, 0, 0]",,,,,,
10.068,,,,,,,,,,,,,,,,,,,,,0x58a,"[75, 4, 32, 6, 16, 0, 0, 0]",,,,,,
10.070,,,,,,,,,,,,,,,,,,,,,0x20d,"[2, 0, 145, 3, 0, 0, 0, 0]",,,,,,
10.073,,,,,,,,,,,,,,,,,,,,,0x58d,"[75, 4, 32, 6, 17, 0, 0, 0]",,,,,,
10.079,,,,,,,,,,,,,,,,,,,,,0x701,[5],,,,,,
10.084,,,,,,,,,,,,,,,,,,,,,0x18e,"[5, 41, 3, 123, 255, 0, 0, 41]",,,,,,
10.088,,,,,,,,,,,,,,,,,,,,,0x38e,"[0, 0, 0, 0, 0, 0, 0, 0]",,,,,,
10.090,,,,,,,,,,,,,,,,,,,,,0x18c,"[3, 0, 135, 5, 87, 251, 181, 0]",,,,,,
10.092,,,,,,,,,,,,,,,,,,,,,0x18f,"[129, 247, 160, 236, 0, 0, 0, 0]",,,,,,
10.094,,,,,,,,,,,,,,,,,,,,,0x20e,"[5, 27, 3, 100, 255, 0, 0, 0]",,,,,,
10.100,,,,,,,,,,,,,,,,,,,,,0x20e,"[5, 27, 3, 100, 255, 0, 0, 0]",,,,,,
10.104,,,,,,,,,,,,,,,,,,,,,0x20e,"[5, 27, 3, 100, 255, 0, 0, 0]",,,,,,
10.112,,,,,,,,,,,,,,,,,,,,,0x20c,"[2, 0, 71, 251, 0, 0, 0, 0]",,,,,,
10.118,,,,,,,,,,,,,,,,,,,,,0x20e,"[5, 27, 3, 100, 255, 0, 0, 0]",,,,,,
10.125,,,,,,,,,,,,,,,,,,,,,0x18f,"[161, 247, 160, 236, 0, 0, 0, 0]",,,,,,
10.128,,,,,,,,,,,,,,,,,,,,,0x20e,"[5, 27, 3, 100, 255, 0, 0, 0]",,,,,,
10.133,,,,,,,,,,,,,,,,,,,,,0x18f,"[156, 247, 164, 236, 0, 0, 0, 0]",,,,,,
10.136,,,,,,,,,,,,,,,,,,,,,0x18b,"[3, 0, 121, 5, 120, 251, 233, 0]",,,,,,
10.150,,,,,,,,,,,,,,,,,,,,,0x20b,"[2, 0, 71, 251, 0, 0, 0, 0]",,,,,,
10.157,,,,,,,,,,,,,,,,,,,,,0x20e,"[5, 32, 3, 47, 255, 0, 0, 0]",,,,,,
10.161,,,,,,,,,,,,,,,,,,,,,0x18a,"[3, 0, 129, 5, 184, 3, 59, 0]",,,,,,
10.164,,,,,,,,,,,,,,,,,,,,,0x18f,"[161, 247, 160, 236, 0, 0, 0, 0]",,,,,,
10.166,,,,,,,,,,,,,,,,,,,,,0x18e,"[5, 35, 3, 107, 255, 0, 0, 41]",,,,,,
10.170,,,,,,,,,,,,,,,,,,,,,0x38e,"[0, 0, 0, 0, 0, 0, 0, 0]",,,,,,
10.172,,,,,,,,,,,,,,,,,,,,,0x18f,"[130, 247, 160, 236, 0, 0, 0, 0]",,,,,,
10.181,,,,,,,,,,,,,,,,,,,,,0x70f,"[5, 29, 72, 49, 0, 49, 50, 51]",,,,,,
10.186,,,,,,,,,,,,,,,,,,,,,0x20b,"[2, 0, 110, 251, 0, 0, 0, 0]",,,,,,
10.188,,,,,,,,,,,,,,,,,,,,,0x20a,"[2, 0, 171, 3, 0, 0, 0, 0]",,,,,,
10.191,,,,,,,,,,,,,,,,,,,,,0x20e,"[5, 32, 3, 47, 255, 0, 0, 0]",,,,,,
10.193,,,,,,,,,,,,,,,,,,,,,0x18c,"[3, 0, 134, 5, 103, 251, 199, 0]",,,,,,
10.200,,,,,,,,,,,,,,,,,,,,,0x18d,"[3, 0, 123, 5, 159, 3, 38, 0]",,,,,,
10.211,,,,,,,,,,,,,,,,,,,,,0x18f,"[141, 247, 160, 236, 0, 0, 0, 0]",,,,,,
10.216,,,,,,,,,,,,,,,,,,,,,0x80,[],,,,,,
10.220,,,,,,,,,,,,,,,,,,,,,0x20a,"[2, 0, 171, 3, 0, 0, 0, 0]",,,,,,
10.236,,,,,,,,,,,,,,,,,,,,,0x20f,"[0, 143, 16, 16, 255]",,,,,,
10.239,,,,,,,,,,,,,,,,,,,,,0x18e,"[5, 26, 3, 102, 255, 0, 0, 41]",,,,,,
10.241,,,,,,,,,,,,,,,,,,,,,0x38e,"[0, 0, 0, 0, 0, 0, 0, 0]",,,,,,
10.244,,,,,,,,,,,,,,,,,,,,,0x18b,"[3, 0, 122, 5, 128, 251, 207, 0]",,,,,,
10.248,,,,,,,,,,,,,,,,,,,,,0x20b,"[2, 0, 148, 251, 0, 0, 0, 0]",,,,,,
10.253,,,,,,,,,,,,,,,,,,,,,0x20a,"[2, 0, 222, 3, 0, 0, 0, 0]",,,,,,
10.254,,,,,,,,,,,,,,,,,,,,,0x20d,"[2, 0, 222, 3, 0, 0, 0, 0]",,,,,,
10.278,,,,,,,,,,,,,,,,,,,,,0x701,[5],,,,,,
10.294,,,,,,,,,,,,,,,,,,,,,0x20f,"[0, 143, 16, 16, 255]",,,,,,
10.297,,,,,,,,,,,,,,,,,,,,,0x18f,"[129, 247, 160, 236, 0, 0, 0, 0]",,,,,,
10.299,,,,,,,,,,,,,,,,,,,,,0x18c,"[3, 0, 135, 5, 157, 251, 165, 0]",,,,,,
10.302,,,,,,,,,,,,,,,,,-0.158,-1.799,-0.023,-0.828,,,,,,,,
10.304,-1.799,-3.114,"[1.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[1.0, -1.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]",3.048,3.048,3.048,0,0,0,0.801,-2.699,,,,,,,,,,,,
10.307,,,,,,,,,,,,,,,,,,,,,0x38e,"[0, 0, 0, 0, 0, 0, 0, 0]",,,,,,
10.311,,,,,,,,,,,,,,,,,,,,,0x18d,"[3, 0, 123, 5, 235, 3, 35, 0]",,,,,,
10.312,-1.799,-3.114,"[1.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[1.0, -1.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]",3.048,3.048,3.048,0,0,0,0.801,-2.699,,,,,,,,,,,,
10.320,,,,,,,,,,,,,,,,,,,,,0x20b,"[2, 0, 148, 251, 0, 0, 0, 0]",,,,,,
10.327,,,,,,,,,,,,,,,,,-0.161,-2.128,-0.023,-0.828,,,,,,,,
10.337,,,,,,,,,,,,,,,,,,,,,0x18f,"[129, 247, 180, 236, 0, 0, 0, 0]",,,,,,
10.343,,,,,,,,,,,,,,,,,,,,,0x20e,"[5, 32, 3, 89, 255, 0, 0, 0]",,,,,,
10.348,,,,,,,,,,,,,,,,,,,,,0x80,[],,,,,,
10.351,,,,,,,,,,,,,,,,,,,,,0x20b,"[2, 0, 148, 251, 0, 0, 0, 0]",,,,,,
10.355,,,,,,,,,,,,,,,,,,,,,0x18b,"[3, 0, 122, 5, 156, 251, 195, 0]",,,,,,
10.359,,,,,,,,,,,,,,,,,,,,,0x18ef7100,"[208, 0, 255, 255, 255, 255, 255, 255]",,,,,,
10.361,,,,,,,,,,,,,,,,,,,,,0x20e,"[5, 32, 3, 89, 255, 0, 0, 0]",,,,,,
10.365,,,,,,,,,,,,,,,,,,,,,0x18a,"[3, 0, 131, 5, 12, 4, 60, 0]",,,,,,
10.384,,,,,,,,,,,,,,,,,,,,,0x28e,"[236, 3, 128, 251, 157, 251, 235, 3]",,,,,,
10.387,,,,,,,,,,,,,,,,,,,,,0x20e,"[5, 32, 3, 89, 255, 0, 0, 0]",,,,,,
10.399,,,,,,,,,,,,,,,,,,,,,0x701,[5],,,,,,
10.402,,,,,,,,,,,,,,,,,,,,,0x20a,"[2, 0, 169, 3, 0, 0, 0, 0]",,,,,,
