time_sec,a,b,s1,s2,s3,ds1,ds2,ds3,w1,w2,w3,i1,i2,i3,lookahead1,lookahead2,x,y,vx,vy,raw_can_id,raw_can_data,pdo_position_mm_22,pdo_speed_mms_22,pdo_position_mm_24,pdo_speed_mms_24,pdo_position_mm_26,pdo_speed_mms_26
37.920,,,,,,,,,,,,,,,,,,,,,0x20e,"[5, 32, 3, 48, 0, 0, 0, 0]",,,,,,
37.923,,,,,,,,,,,,,,,,,,,,,0x18f,"[156, 247, 160, 236, 0, 0, 0, 0]",,,,,,
37.938,,,,,,,,,,,,,,,,,0.216,-23.751,0.018,-0.768,,,,,,,,
37.943,,,,,,,,,,,,,,,,,,,,,0x18e,"[5, 33, 3, 22, 0, 0, 0, 41]",,,,,,
37.954,,,,,,,,,,,,,,,,,,,,,0x38e,"[0, 0, 0, 0, 0, 0, 0, 0]",,,,,,
37.961,,,,,,,,,,,,,,,,,,,,,0x18c,"[3, 0, 135, 5, 240, 251, 112, 0]",,,,,,
37.964,,,,,,,,,,,,,,,,,,,,,0x80,[],,,,,,
37.966,,,,,,,,,,,,,,,,,,,,,0x20c,"[2, 0, 255, 251, 0, 0, 0, 0]",,,,,,
37.969,,,,,,,,,,,,,,,,,,,,,0x20d,"[2, 0, 73, 4, 0, 0, 0, 0]",,,,,,
37.971,,,,,,,,,,,,,,,,,,,,,0x20e,"[5, 32, 3, 48, 0, 0, 0, 0]",,,,,,
37.986,,,,,,,,,,,,,,,,,,,,,0x18f,"[141, 247, 144, 236, 0, 0, 0, 0]",,,,,,
37.993,,,,,,,,,,,,,,,,,,,,,0x20c,"[2, 0, 255, 251, 0, 0, 0, 0]",,,,,,
37.996,,,,,,,,,,,,,,,,,,,,,0x20d,"[2, 0, 73, 4, 0, 0, 0, 0]",,,,,,
38.002,,,,,,,,,,,,,,,,,,,,,0x701,[5],,,,,,
38.004,,,,,,,,,,,,,,,,,,,,,0x18e,"[5, 28, 3, 18, 0, 0, 0, 41]",,,,,,
38.006,,,,,,,,,,,,,,,,,,,,,0x28e,"[47, 4, 233, 251, 240, 251, 47, 4]",,,,,,
38.015,,,,,,,,,,,,,,,,,,,,,0x38e,"[0, 0, 0, 0, 0, 0, 0, 0]",,,,,,
38.018,,,,,,,,,,,,,,,,,,,,,0x18f,"[129, 247, 160, 236, 0, 0, 0, 0]",,,,,,
38.023,,,,,,,,,,,,,,,,,,,,,0x20b,"[2, 0, 255, 251, 0, 0, 0, 0]",,,,,,
38.029,,,,,,,,,,,,,,,,,,,,,0x20a,"[2, 0, 73, 4, 0, 0, 0, 0]",,,,,,
38.037,,,,,,,,,,,,,,,,,,,,,0x20d,"[2, 0, 73, 4, 0, 0, 0, 0]",,,,,,
38.039,,,,,,,,,,,,,,,,,,,,,0x70c,[5],,,,,,
38.060,,,,,,,,,,,,,,,,,,,,,0x20e,"[5, 32, 3, 143, 255, 0, 0, 0]",,,,,,
38.068,,,,,,,,,,,,,,,,,,,,,0x20d,"[2, 0, 73, 4, 0, 0, 0, 0]",,,,,,
38.070,,,,,,,,,,,,,,,,,,,,,0x20e,"[5, 32, 3, 143, 255, 0, 0, 0]",,,,,,
38.073,,,,,,,,,,,,,,,,,,,,,0x18e,"[5, 29, 3, 17, 0, 0, 0, 41]",,,,,,
38.077,,,,,,,,,,,,,,,,,,,,,0x38e,"[0, 0, 0, 0, 0, 0, 0, 0]",,,,,,
38.080,,,,,,,,,,,,,,,,,,,,,0x70d,[5],,,,,,
38.087,,,,,,,,,,,,,,,,,,,,,0x23a,"[226, 0, 0, 0, 17, 33, 0, 0]",,,,,,
38.093,,,,,,,,,,,,,,,,,,,,,0x20b,"[2, 0, 140, 251, 0, 0, 0, 0]",,,,,,
38.096,,,,,,,,,,,,,,,,,,,,,0x18f,"[129, 247, 192, 236, 0, 0, 0, 0]",,,,,,
38.102,,,,,,,,,,,,,,,,,,,,,0x20a,"[2, 0, 214, 3, 0, 0, 0, 0]",,,,,,
38.107,,,,,,,,,,,,,,,,,,,,,0x701,[5],,,,,,
38.112,,,,,,,,,,,,,,,,,,,,,0x20b,"[2, 0, 140, 251, 0, 0, 0, 0]",,,,,,
38.115,,,,,,,,,,,,,,,,,,,,,0x20a,"[2, 0, 214, 3, 0, 0, 0, 0]",,,,,,
38.123,,,,,,,,,,,,,,,,,,,,,0x18b,"[3, 0, 121, 5, 170, 251, 57, 0]",,,,,,
38.133,,,,,,,,,,,,,,,,,,,,,0x18e,"[5, 27, 3, 16, 0, 0, 0, 41]",,,,,,
38.141,,,,,,,,,,,,,,,,,,,,,0x38e,"[0, 0, 0, 0, 0, 0, 0, 0]",,,,,,
38.154,,,,,,,,,,,,,,,,,,,,,0x18c,"[3, 0, 132, 5, 174, 251, 202, 0]",,,,,,
38.156,,,,,,,,,,,,,,,,,,,,,0x20b,"[2, 0, 135, 251, 0, 0, 0, 0]",,,,,,
38.170,,,,,,,,,,,,,,,,,,,,,0x20a,"[2, 0, 209, 3, 0, 0, 0, 0]",,,,,,
38.182,,,,,,,,,,,,,,,,,,,,,0x70a,[5],,,,,,
38.186,,,,,,,,,,,,,,,,,,,,,0x18d,"[3, 0, 121, 5, 254, 3, 26, 0]",,,,,,
38.189,,,,,,,,,,,,,,,,,,,,,0x20c,"[2, 0, 135, 251, 0, 0, 0, 0]",,,,,,
38.193,,,,,,,,,,,,,,,,,,,,,0x20d,"[2, 0, 209, 3, 0, 0, 0, 0]",,,,,,
38.197,,,,,,,,,,,,,,,,,,,,,0x18f,"[133, 247, 160, 236, 0, 0, 0, 0]",,,,,,
38.203,,,,,,,,,,,,,,,,,,,,,0x18e,"[5, 17, 3, 168, 255, 0, 0, 41]",,,,,,
38.206,,,,,,,,,,,,,,,,,,,,,0x38e,"[0, 0, 0, 0, 0, 0, 0, 0]",,,,,,
38.209,,,,,,,,,,,,,,,,,,,,,0x18f,"[146, 247, 168, 236, 0, 0, 0, 0]",,,,,,
38.215,,,,,,,,,,,,,,,,,,,,,0x18b,"[3, 0, 121, 5, 158, 251, 120, 0]",,,,,,
38.217,,,,,,,,,,,,,,,,,,,,,0x80,[],,,,,,
38.220,,,,,,,,,,,,,,,,,,,,,0x60b,"[64, 4, 32, 6, 0, 0, 0, 0]",,,,,,
38.223,,,,,,,,,,,,,,,,,,,,,0x20c,"[2, 0, 135, 251, 0, 0, 0, 0]",,,,,,
38.239,,,,,,,,,,,,,,,,,,,,,0x20d,"[2, 0, 209, 3, 0, 0, 0, 0]",,,,,,
38.245,,,,,,,,,,,,,,,,,,,,,0x20b,"[2, 0, 135, 251, 0, 0, 0, 0]",,,,,,
38.281,,,,,,,,,,,,,,,,,,,,,0x18c,"[3, 0, 134, 5, 163, 251, 171, 0]",,,,,,
38.283,,,,,,,,,,,,,,,,,,,,,0x20c,"[2, 0, 135, 251, 0, 0, 0, 0]",,,,,,
38.296,,,,,,,,,,,,,,,,,,,,,0x20a,"[2, 0, 209, 3, 0, 0, 0, 0]",,,,,,
38.304,,,,,,,,,,,,,,,,,,,,,0x20d,"[2, 0, 209, 3, 0, 0, 0, 0]",,,,,,
38.309,,,,,,,,,,,,,,,,,0.216,-23.751,0.088,-0.784,,,,,,,,
38.313,-23.751,3.030,"[1.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[1.0, -1.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]",3.048,3.048,3.048,0,0,0,-21.151,-24.651,,,,,,,,,,,,
38.330,,,,,,,,,,,,,,,,,,,,,0x18ef7000,"[208, 0, 255, 255, 255, 255, 255, 255]",,,,,,
38.337,,,,,,,,,,,,,,,,,,,,,0x20e,"[5, 32, 3, 207, 255, 0, 0, 0]",,,,,,
38.339,-23.751,3.030,"[1.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[1.0, -1.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]",3.048,3.048,3.048,0,0,0,-21.151,-24.651,,,,,,,,,,,,
38.345,,,,,,,,,,,,,,,,,,,,,0x20e,"[5, 32, 3, 207, 255, 0, 0, 0]",,,,,,
38.357,,,,,,,,,,,,,,,,,,,,,0x20f,"[0, 143, 16, 16, 255]",,,,,,
38.359,,,,,,,,,,,,,,,,,0.235,-24.062,0.088,-0.784,,,,,,,,
38.364,,,,,,,,,,,,,,,,,,,,,0x28e,"[165, 3, 158, 251, 174, 251, 254, 3]",,,,,,
38.367,,,,,,,,,,,,,,,,,,,,,0x23a,"[18, 0, 0, 0, 17, 33, 0, 0]",,,,,,
38.371,,,,,,,,,,,,,,,,,,,,,0x18a,"[3, 0, 129, 5, 254, 3, 82, 0]",,,,,,
38.373,,,,,,,,,,,,,,,,,,,,,0x18d,"[3, 0, 123, 5, 236, 3, 24, 0]",,,,,,
38.378,,,,,,,,,,,,,,,,,,,,,0x18f,"[151, 247, 160, 236, 0, 0, 0, 0]",,,,,,
38.382,,,,,,,,,,,,,,,,,,,,,0x20e,"[5, 32, 3, 128, 0, 0, 0, 0]",,,,,,
38.384,,,,,,,,,,,,,,,,,,,,,0x20b,"[2, 0, 135, 251, 0, 0, 0, 0]",,,,,,
38.390,,,,,,,,,,,,,,,,,,,,,0x70b,[5],,,,,,
38.400,,,,,,,,,,,,,,,,,,,,,0x20e,"[5, 32, 3, 128, 0, 0, 0, 0]",,,,,,
38.405,,,,,,,,,,,,,,,,,,,,,0x70f,"[5, 8, 182, 49, 0, 49, 50, 51]",,,,,,
38.408,,,,,,,,,,,,,,,,,,,,,0x20f,"[0, 143, 16, 16, 255]",,,,,,
38.412,,,,,,,,,,,,,,,,,,,,,0x20e,"[5, 32, 3, 128, 0, 0, 0, 0]",,,,,,
38.414,,,,,,,,,,,,,,,,,,,,,0x38e,"[0, 0, 0, 0, 0, 0, 0, 0]",,,,,,
38.417,,,,,,,,,,,,,,,,,,,,,0x23a,"[34, 0, 0, 0, 17, 33, 0, 0]",,,,,,
38.419,,,,,,,,,,,,,,,,,,,,,0x18c,"[3, 0, 134, 5, 167, 251, 190, 0]",,,,,,
38.423,,,,,,,,,,,,,,,,,,,,,0x18a,"[3, 0, 129, 5, 255, 3, 87, 0]",,,,,,
38.426,,,,,,,,,,,,,,,,,,,,,0x80,[],,,,,,
38.432,,,,,,,,,,,,,,,,,,,,,0x20b,"[2, 0, 250, 251, 0, 0, 0, 0]",,,,,,
38.441,,,,,,,,,,,,,,,,,,,,,0x18d,"[3, 0, 123, 5, 236, 3, 22, 0]",,,,,,
38.444,,,,,,,,,,,,,,,,,,,,,0x20d,"[2, 0, 68, 4, 0, 0, 0, 0]",,,,,,
38.451,,,,,,,,,,,,,,,,,,,,,0x701,[5],,,,,,
38.453,,,,,,,,,,,,,,,,,,,,,0x20c,"[2, 0, 250, 251, 0, 0, 0, 0]",,,,,,
38.455,,,,,,,,,,,,,,,,,,,,,0x20d,"[2, 0, 68, 4, 0, 0, 0, 0]",,,,,,
38.459,,,,,,,,,,,,,,,,,,,,,0x20f,"[0, 143, 16, 16, 255]",,,,,,
38.462,,,,,,,,,,,,,,,,,,,,,0x28e,"[255, 3, 158, 251, 167, 251, 236, 3]",,,,,,
38.466,,,,,,,,,,,,,,,,,,,,,0x38e,"[0, 0, 0, 0, 0, 0, 0, 0]",,,,,,
38.469,,,,,,,,,,,,,,,,,,,,,0x18b,"[3, 0, 123, 5, 209, 251, 38, 0]",,,,,,
38.485,,,,,,,,,,,,,,,,,,,,,0x20a,"[2, 0, 132, 4, 0, 0, 0, 0]",,,,,,
38.499,,,,,,,,,,,,,,,,,,,,,0x18f,"[138, 247, 160, 236, 0, 0, 0, 0]",,,,,,
38.504,,,,,,,,,,,,,,,,,,,,,0x18c,"[3, 0, 135, 5, 4, 252, 65, 0]",,,,,,
38.511,,,,,,,,,,,,,,,,,,,,,0x20c,"[2, 0, 58, 252, 0, 0, 0, 0]",,,,,,
38.516,,,,,,,,,,,,,,,,,,,,,0x20d,"[2, 0, 132, 4, 0, 0, 0, 0]",,,,,,
38.523,,,,,,,,,,,,,,,,,,,,,0x20e,"[5, 32, 3, 40, 0, 0, 0, 0]",,,,,,
38.548,,,,,,,,,,,,,,,,,,,,,0x18e,"[5, 7, 3, 235, 255, 0, 0, 41]",,,,,,
38.552,,,,,,,,,,,,,,,,,,,,,0x28e,"[255, 3, 209, 251, 4, 252, 236, 3]",,,,,,
38.557,,,,,,,,,,,,,,,,,,,,,0x23a,"[66, 0, 0, 0, 17, 33, 0, 0]",,,,,,
38.564,,,,,,,,,,,,,,,,,,,,,0x18d,"[3, 0, 121, 5, 60, 4, 191, 0]",,,,,,
38.568,,,,,,,,,,,,,,,,,,,,,0x80,[],,,,,,
38.576,,,,,,,,,,,,,,,,,,,,,0x20c,"[2, 0, 58, 252, 0, 0, 0, 0]",,,,,,
38.580,,,,,,,,,,,,,,,,,,,,,0x18f,"[129, 247, 160, 236, 0, 0, 0, 0]",,,,,,
38.583,,,,,,,,,,,,,,,,,,,,,0x20d,"[2, 0, 132, 4, 0, 0, 0, 0]",,,,,,
38.585,,,,,,,,,,,,,,,,,,,,,0x20e,"[5, 32, 3, 30, 0, 0, 0, 0]",,,,,,
38.589,,,,,,,,,,,,,,,,,,,,,0x20e,"[5, 32, 3, 30, 0, 0, 0, 0]",,,,,,
38.593,,,,,,,,,,,,,,,,,,,,,0x18f,"[141, 247, 160, 236, 0, 0, 0, 0]",,,,,,
38.595,,,,,,,,,,,,,,,,,,,,,0x18b,"[3, 0, 122, 5, 50, 252, 22, 0]",,,,,,
38.597,,,,,,,,,,,,,,,,,,,,,0x20b,"[2, 0, 58, 252, 0, 0, 0, 0]",,,,,,
38.608,,,,,,,,,,,,,,,,,,,,,0x60c,"[64, 4, 32, 6, 0, 0, 0, 0]",,,,,,
38.611,,,,,,,,,,,,,,,,,,,,,0x20a,"[2, 0, 132, 4, 0, 0, 0, 0]",,,,,,
38.613,,,,,,,,,,,,,,,,,,,,,0x20d,"[2, 0, 132, 4, 0, 0, 0, 0]",,,,,,
38.616,,,,,,,,,,,,,,,,,,,,,0x20f,"[0, 143, 16, 16, 255]",,,,,,
38.619,,,,,,,,,,,,,,,,,,,,,0x18f,"[138, 247, 160, 236, 0, 0, 0, 0]",,,,,,
38.621,,,,,,,,,,,,,,,,,,,,,0x38e,"[0, 0, 0, 0, 0, 0, 0, 0]",,,,,,
38.624,,,,,,,,,,,,,,,,,,,,,0x70c,[5],,,,,,
38.626,,,,,,,,,,,,,,,,,,,,,0x20c,"[2, 0, 241, 251, 0, 0, 0, 0]",,,,,,
38.629,,,,,,,,,,,,,,,,,,,,,0x18f,"[129, 247, 133, 236, 0, 0, 0, 0]",,,,,,
38.633,,,,,,,,,,,,,,,,,,,,,0x20e,"[5, 32, 3, 30, 0, 0, 0, 0]",,,,,,
38.637,,,,,,,,,,,,,,,,,,,,,0x70d,[5],,,,,,
38.640,,,,,,,,,,,,,,,,,,,,,0x18f,"[129, 247, 160, 236, 0, 0, 0, 0]",,,,,,
38.644,,,,,,,,,,,,,,,,,,,,,0x80,[],,,,,,
38.666,,,,,,,,,,,,,,,,,,,,,0x20c,"[2, 0, 241, 251, 0, 0, 0, 0]",,,,,,
38.687,,,,,,,,,,,,,,,,,,,,,0x20a,"[2, 0, 59, 4, 0, 0, 0, 0]",,,,,,
38.693,,,,,,,,,,,,,,,,,,,,,0x20e,"[5, 32, 3, 30, 0, 0, 0, 0]",,,,,,
38.698,,,,,,,,,,,,,,,,,,,,,0x20f,"[0, 143, 16, 16, 255]",,,,,,
38.702,,,,,,,,,,,,,,,,,0.235,-24.062,0.014,-0.782,,,,,,,,
38.703,-24.062,3.124,"[1.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[1.0, -1.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]",3.048,3.048,3.048,0,0,0,-21.462,-24.962,,,,,,,,,,,,
38.707,,,,,,,,,,,,,,,,,,,,,0x28e,"[94, 4, 50, 252, 34, 252, 76, 4]",,,,,,
38.719,,,,,,,,,,,,,,,,,,,,,0x23a,"[98, 0, 0, 0, 17, 33, 0, 0]",,,,,,
38.729,,,,,,,,,,,,,,,,,,,,,0x18b,"[3, 0, 122, 5, 184, 251, 24, 0]",,,,,,
38.731,-24.062,3.124,"[1.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[1.0, -1.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]",3.048,3.048,3.048,0,0,0,-21.462,-24.962,,,,,,,,,,,,
38.738,,,,,,,,,,,,,,,,,,,,,0x20b,"[2, 0, 241, 251, 0, 0, 0, 0]",,,,,,
38.741,,,,,,,,,,,,,,,,,,,,,0x20a,"[2, 0, 59, 4, 0, 0, 0, 0]",,,,,,
38.742,,,,,,,,,,,,,,,,,0.242,-24.371,0.014,-0.782,,,,,,,,
38.744,,,,,,,,,,,,,,,,,,,,,0x18f,"[129, 247, 160, 236, 0, 0, 0, 0]",,,,,,
38.753,,,,,,,,,,,,,,,,,,,,,0x18c,"[3, 0, 134, 5, 245, 251, 131, 0]",,,,,,
38.763,,,,,,,,,,,,,,,,,,,,,0x20b,"[2, 0, 241, 251, 0, 0, 0, 0]",,,,,,
38.766,,,,,,,,,,,,,,,,,,,,,0x20d,"[2, 0, 59, 4, 0, 0, 0, 0]",,,,,,
38.769,,,,,,,,,,,,,,,,,,,,,0x18a,"[3, 0, 127, 5, 33, 4, 36, 0]",,,,,,
38.772,,,,,,,,,,,,,,,,,,,,,0x20f,"[0, 143, 16, 16, 255]",,,,,,
38.775,,,,,,,,,,,,,,,,,,,,,0x18e,"[5, 51, 3, 29, 0, 0, 0, 41]",,,,,,
38.779,,,,,,,,,,,,,,,,,,,,,0x18f,"[161, 247, 160, 236, 0, 0, 0, 0]",,,,,,
38.781,,,,,,,,,,,,,,,,,,,,,0x701,[5],,,,,,
38.786,,,,,,,,,,,,,,,,,,,,,0x20b,"[2, 0, 75, 252, 0, 0, 0, 0]",,,,,,
38.788,,,,,,,,,,,,,,,,,,,,,0x20c,"[2, 0, 75, 252, 0, 0, 0, 0]",,,,,,
38.791,,,,,,,,,,,,,,,,,,,,,0x18f,"[129, 247, 160, 236, 0, 0, 0, 0]",,,,,,
38.793,,,,,,,,,,,,,,,,,,,,,0x18b,"[3, 0, 122, 5, 239, 251, 22, 0]",,,,,,
38.807,,,,,,,,,,,,,,,,,,,,,0x20c,"[2, 0, 75, 252, 0, 0, 0, 0]",,,,,,
38.810,,,,,,,,,,,,,,,,,,,,,0x18f,"[133, 247, 160, 236, 0, 0, 0, 0]",,,,,,
38.813,,,,,,,,,,,,,,,,,,,,,0x18c,"[3, 0, 135, 5, 3, 252, 31, 0]",,,,,,
38.816,,,,,,,,,,,,,,,,,,,,,0x28e,"[33, 4, 239, 251, 245, 251, 25, 4]",,,,,,
38.818,,,,,,,,,,,,,,,,,,,,,0x23a,"[130, 0, 0, 0, 17, 33, 0, 0]",,,,,,
38.821,,,,,,,,,,,,,,,,,,,,,0x18f,"[129, 247, 160, 236, 0, 0, 0, 0]",,,,,,
38.829,,,,,,,,,,,,,,,,,,,,,0x20e,"[5, 32, 3, 151, 0, 0, 0, 0]",,,,,,
38.841,,,,,,,,,,,,,,,,,,,,,0x20e,"[5, 32, 3, 151, 0, 0, 0, 0]",,,,,,
38.845,,,,,,,,,,,,,,,,,,,,,0x20c,"[2, 0, 75, 252, 0, 0, 0, 0]",,,,,,
38.863,,,,,,,,,,,,,,,,,,,,,0x20e,"[5, 32, 3, 151, 0, 0, 0, 0]",,,,,,
38.866,,,,,,,,,,,,,,,,,,,,,0x20e,"[5, 32, 3, 236, 255, 0, 0, 0]",,,,,,
38.872,,,,,,,,,,,,,,,,,,,,,0x18f,"[129, 247, 160, 236, 0, 0, 0, 0]",,,,,,
38.901,,,,,,,,,,,,,,,,,,,,,0x18ef7000,"[208, 0, 255, 255, 255, 255, 255, 255]",,,,,,
38.912,,,,,,,,,,,,,,,,,,,,,0x20e,"[5, 32, 3, 236, 255, 0, 0, 0]",,,,,,
38.919,,,,,,,,,,,,,,,,,,,,,0x70b,[5],,,,,,
38.921,,,,,,,,,,,,,,,,,,,,,0x80,[],,,,,,
38.924,,,,,,,,,,,,,,,,,,,,,0x20c,"[2, 0, 75, 252, 0, 0, 0, 0]",,,,,,
38.928,,,,,,,,,,,,,,,,,,,,,0x60a,"[64, 4, 32, 6, 0, 0, 0, 0]",,,,,,
38.930,,,,,,,,,,,,,,,,,,,,,0x58a,"[75, 4, 32, 6, 16, 0, 0, 0]",,,,,,
38.935,,,,,,,,,,,,,,,,,,,,,0x58d,"[75, 4, 32, 6, 17, 0, 0, 0]",,,,,,
38.945,,,,,,,,,,,,,,,,,,,,,0x20e,"[5, 32, 3, 236, 255, 0, 0, 0]",,,,,,
38.950,,,,,,,,,,,,,,,,,,,,,0x18e,"[5, 37, 3, 48, 0, 0, 0, 41]",,,,,,
38.953,,,,,,,,,,,,,,,,,,,,,0x18c,"[3, 0, 136, 5, 20, 252, 20, 0]",,,,,,
38.958,,,,,,,,,,,,,,,,,,,,,0x23a,"[146, 0, 0, 0, 17, 33, 0, 0]",,,,,,
38.961,,,,,,,,,,,,,,,,,,,,,0x18f,"[161, 247, 183, 236, 0, 0, 0, 0]",,,,,,
38.969,,,,,,,,,,,,,,,,,,,,,0x20b,"[2, 0, 216, 251, 0, 0, 0, 0]",,,,,,
38.972,,,,,,,,,,,,,,,,,,,,,0x18a,"[3, 0, 128, 5, 96, 4, 99, 0]",,,,,,
38.974,,,,,,,,,,,,,,,,,,,,,0x20a,"[2, 0, 34, 4, 0, 0, 0, 0]",,,,,,
38.978,,,,,,,,,,,,,,,,,,,,,0x20e,"[5, 32, 3, 101, 0, 0, 0, 0]",,,,,,
38.981,,,,,,,,,,,,,,,,,,,,,0x18d,"[3, 0, 122, 5, 103, 4, 185, 0]",,,,,,
38.983,,,,,,,,,,,,,,,,,,,,,0x18f,"[161, 247, 160, 236, 0, 0, 0, 0]",,,,,,
38.985,,,,,,,,,,,,,,,,,,,,,0x20e,"[5, 32, 3, 101, 0, 0, 0, 0]",,,,,,
38.988,,,,,,,,,,,,,,,,,,,,,0x18f,"[146, 247, 172, 236, 0, 0, 0, 0]",,,,,,
38.989,,,,,,,,,,,,,,,,,,,,,0x20b,"[2, 0, 216, 251, 0, 0, 0, 0]",,,,,,
38.997,,,,,,,,,,,,,,,,,,,,,0x20c,"[2, 0, 216, 251, 0, 0, 0, 0]",,,,,,
38.999,,,,,,,,,,,,,,,,,,,,,0x20d,"[2, 0, 34, 4, 0, 0, 0, 0]",,,,,,
39.001,,,,,,,,,,,,,,,,,,,,,0x20e,"[5, 32, 3, 87, 0, 0, 0, 0]",,,,,,
39.011,,,,,,,,,,,,,,,,,,,,,0x20f,"[0, 143, 16, 16, 255]",,,,,,
39.014,,,,,,,,,,,,,,,,,,,,,0x28e,"[96, 4, 235, 251, 20, 252, 103, 4]",,,,,,
39.016,,,,,,,,,,,,,,,,,,,,,0x18b,"[3, 0, 123, 5, 3, 252, 36, 0]",,,,,,
39.020,,,,,,,,,,,,,,,,,,,,,0x80,[],,,,,,
39.025,,,,,,,,,,,,,,,,,,,,,0x18f,"[129, 247, 159, 236, 0, 0, 0, 0]",,,,,,
39.027,,,,,,,,,,,,,,,,,,,,,0x20a,"[2, 0, 112, 4, 0, 0, 0, 0]",,,,,,
39.029,,,,,,,,,,,,,,,,,,,,,0x18c,"[3, 0, 137, 5, 217, 251, 68, 0]",,,,,,
39.034,,,,,,,,,,,,,,,,,,,,,0x18a,"[3, 0, 130, 5, 69, 4, 34, 0]",,,,,,
39.037,,,,,,,,,,,,,,,,,,,,,0x18d,"[3, 0, 122, 5, 91, 4, 134, 0]",,,,,,
39.042,,,,,,,,,,,,,,,,,,,,,0x20e,"[5, 32, 3, 87, 0, 0, 0, 0]",,,,,,
39.046,,,,,,,,,,,,,,,,,,,,,0x20e,"[5, 32, 3, 87, 0, 0, 0, 0]",,,,,,
39.049,,,,,,,,,,,,,,,,,,,,,0x20e,"[5, 32, 3, 87, 0, 0, 0, 0]",,,,,,
39.062,,,,,,,,,,,,,,,,,,,,,0x28e,"[96, 4, 3, 252, 217, 251, 103, 4]",,,,,,
39.065,,,,,,,,,,,,,,,,,,,,,0x23a,"[178, 0, 0, 0, 17, 33, 0, 0]",,,,,,
39.076,,,,,,,,,,,,,,,,,,,,,0x20b,"[2, 0, 27, 252, 0, 0, 0, 0]",,,,,,
39.080,,,,,,,,,,,,,,,,,,,,,0x20a,"[2, 0, 102, 4, 0, 0, 0, 0]",,,,,,
39.084,,,,,,,,,,,,,,,,,,,,,0x20e,"[5, 32, 3, 87, 0, 0, 0, 0]",,,,,,
39.086,,,,,,,,,,,,,,,,,,,,,0x18b,"[3, 0, 122, 5, 225, 251, 11, 0]",,,,,,
39.088,,,,,,,,,,,,,,,,,,,,,0x20c,"[2, 0, 27, 252, 0, 0, 0, 0]",,,,,,
39.093,,,,,,,,,,,,,,,,,,,,,0x20d,"[2, 0, 102, 4, 0, 0, 0, 0]",,,,,,
39.095,,,,,,,,,,,,,,,,,,,,,0x20f,"[0, 143, 16, 16, 255]",,,,,,
39.110,,,,,,,,,,,,,,,,,,,,,0x70c,[5],,,,,,
39.113,,,,,,,,,,,,,,,,,0.242,-24.371,0.009,-0.731,,,,,,,,
39.114,-24.371,3.129,"[1.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[1.0, -1.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]",3.048,3.048,3.048,0,0,0,-21.771,-25.271,,,,,,,,,,,,
39.117,,,,,,,,,,,,,,,,,,,,,0x18e,"[5, 49, 3, 34, 0, 0, 0, 41]",,,,,,
39.128,,,,,,,,,,,,,,,,,,,,,0x20e,"[5, 32, 3, 1, 0, 0, 0, 0]",,,,,,
39.131,-24.371,3.129,"[1.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[1.0, -1.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]",3.048,3.048,3.048,0,0,0,-21.771,-25.271,,,,,,,,,,,,
39.134,,,,,,,,,,,,,,,,,,,,,0x23a,"[194, 0, 0, 0, 17, 33, 0, 0]",,,,,,
39.137,,,,,,,,,,,,,,,,,0.244,-24.676,0.009,-0.731,,,,,,,,
39.141,,,,,,,,,,,,,,,,,,,,,0x18f,"[125, 247, 160, 236, 0, 0, 0, 0]",,,,,,
39.144,,,,,,,,,,,,,,,,,,,,,0x70d,[5],,,,,,
39.149,,,,,,,,,,,,,,,,,,,,,0x701,[5],,,,,,
39.156,,,,,,,,,,,,,,,,,,,,,0x80,[],,,,,,
39.159,,,,,,,,,,,,,,,,,,,,,0x20c,"[2, 0, 27, 252, 0, 0, 0, 0]",,,,,,
39.162,,,,,,,,,,,,,,,,,,,,,0x20d,"[2, 0, 102, 4, 0, 0, 0, 0]",,,,,,
39.169,,,,,,,,,,,,,,,,,,,,,0x20f,"[0, 143, 16, 16, 255]",,,,,,
39.190,,,,,,,,,,,,,,,,,,,,,0x28e,"[61, 4, 225, 251, 247, 251, 61, 4]",,,,,,
