time_sec,event_type,x,y,vx,vy,sampling_time_sec,actuator_id,command,pdo_position_mm,pdo_speed_mms
37.365,13.120,10.240,-0.003,-0.112,open,,,,,,
37.753,13.120,10.240,-0.020,-0.087,open,,,,,,
37.763,13.267,10.547,-0.020,-0.087,open,,,,,,
38.154,13.267,10.547,-0.063,-0.052,open,,,,,,
38.168,13.107,10.720,-0.063,-0.052,open,,,,,,
38.555,13.107,10.720,-0.046,-0.096,open,,,,,,
38.566,12.947,10.720,-0.046,-0.096,open,,,,,,
38.949,12.947,10.720,-0.051,-0.164,open,,,,,,
38.958,12.787,10.720,-0.051,-0.164,open,,,,,,
39.349,12.787,10.720,-0.051,-0.175,open,,,,,,
39.356,12.480,10.720,-0.051,-0.175,open,,,,,,
39.755,12.480,10.720,-0.014,-0.072,open,,,,,,
39.767,12.480,10.880,-0.014,-0.072,open,,,,,,
40.150,12.480,10.880,-0.024,-0.031,open,,,,,,
40.164,12.307,10.880,-0.024,-0.031,open,,,,,,
40.554,12.307,10.880,0.021,0.037,open,,,,,,
40.564,12.307,11.027,0.021,0.037,open,,,,,,
40.954,12.307,11.027,0.060,0.006,open,,,,,,
40.962,12.000,11.187,0.060,0.006,open,,,,,,
41.348,12.000,11.187,-0.014,-0.169,open,,,,,,
41.358,11.827,11.027,-0.014,-0.169,open,,,,,,
41.753,11.827,11.027,-0.031,-0.144,open,,,,,,
41.764,11.507,11.027,-0.031,-0.144,open,,,,,,
42.151,11.507,11.027,0.007,-0.106,open,,,,,,
42.163,11.347,11.027,0.007,-0.106,open,,,,,,
42.552,11.347,11.027,0.004,-0.129,open,,,,,,
42.566,11.027,11.347,0.004,-0.129,open,,,,,,
42.947,11.027,11.347,0.016,-0.112,open,,,,,,
42.958,10.880,11.347,0.016,-0.112,open,,,,,,
43.349,10.880,11.347,-0.024,-0.119,open,,,,,,
43.359,10.867,11.347,-0.024,-0.119,open,,,,,,
43.752,10.867,11.347,-0.053,-0.153,open,,,,,,
43.760,10.387,11.347,-0.053,-0.153,open,,,,,,
44.148,10.387,11.347,-0.085,-0.097,open,,,,,,
44.158,10.227,11.507,-0.085,-0.097,open,,,,,,
44.554,10.227,11.507,-0.081,-0.022,open,,,,,,
44.562,9.760,11.360,-0.081,-0.022,open,,,,,,
44.948,9.760,11.360,-0.073,-0.060,open,,,,,,
44.958,9.600,11.360,-0.073,-0.060,open,,,,,,
45.348,9.600,11.360,-0.056,-0.019,open,,,,,,
45.360,9.587,11.507,-0.056,-0.019,open,,,,,,
45.757,9.587,11.507,-0.027,-0.003,open,,,,,,
45.767,9.267,11.667,-0.027,-0.003,open,,,,,,
46.149,9.267,11.667,-0.036,0.025,open,,,,,,
46.158,9.107,11.667,-0.036,0.025,open,,,,,,
46.553,9.107,11.667,-0.042,0.086,open,,,,,,
46.566,8.947,11.827,-0.042,0.086,open,,,,,,
46.949,8.947,11.827,-0.021,0.078,open,,,,,,
46.958,8.640,11.827,-0.021,0.078,open,,,,,,
47.348,8.640,11.827,-0.008,0.121,open,,,,,,
47.364,8.467,11.840,-0.008,0.121,open,,,,,,
47.753,8.467,11.840,-0.022,0.110,open,,,,,,
47.764,8.307,12.000,-0.022,0.110,open,,,,,,
48.150,8.307,12.000,-0.026,0.150,open,,,,,,
48.163,7.987,12.000,-0.026,0.150,open,,,,,,
48.553,7.987,12.000,-0.059,0.124,open,,,,,,
48.564,7.667,12.000,-0.059,0.124,open,,,,,,
48.949,7.667,12.000,-0.081,0.033,open,,,,,,
48.959,7.360,12.000,-0.081,0.033,open,,,,,,
49.350,7.360,12.000,-0.024,0.097,open,,,,,,
49.363,7.347,12.307,-0.024,0.097,open,,,,,,
49.754,7.347,12.307,0.054,0.146,open,,,,,,
49.764,7.347,12.467,0.054,0.146,open,,,,,,
50.149,7.347,12.467,0.022,0.028,open,,,,,,
50.157,7.027,12.307,0.022,0.028,open,,,,,,
50.555,7.027,12.307,0.013,-0.072,open,,,,,,
50.564,6.880,12.147,0.013,-0.072,open,,,,,,
50.949,6.880,12.147,0.035,0.035,open,,,,,,
50.957,6.880,12.307,0.035,0.035,open,,,,,,
51.350,6.880,12.307,-0.005,0.052,open,,,,,,
51.358,6.720,12.307,-0.005,0.052,open,,,,,,
51.754,6.720,12.307,0.032,0.067,open,,,,,,
51.766,6.707,12.467,0.032,0.067,open,,,,,,
52.150,6.707,12.467,0.047,0.038,open,,,,,,
52.158,6.547,12.467,0.047,0.038,open,,,,,,
52.554,6.547,12.467,0.043,-0.061,open,,,,,,
52.566,6.240,12.147,0.043,-0.061,open,,,,,,
52.950,6.240,12.147,0.063,-0.070,open,,,,,,
52.959,6.240,12.000,0.063,-0.070,open,,,,,,
53.348,6.240,12.000,0.051,-0.017,open,,,,,,
53.358,6.067,12.000,0.051,-0.017,open,,,,,,
53.752,6.067,12.000,0.074,0.002,open,,,,,,
53.760,5.907,11.840,0.074,0.002,open,,,,,,
54.150,5.907,11.840,0.051,0.030,open,,,,,,
54.160,5.760,12.000,0.051,0.030,open,,,,,,
54.553,5.760,12.000,0.041,0.031,open,,,,,,
54.561,5.587,11.840,0.041,0.031,open,,,,,,
54.948,5.587,11.840,0.058,0.035,open,,,,,,
54.959,5.587,11.827,0.058,0.035,open,,,,,,
55.349,5.587,11.827,0.025,0.025,open,,,,,,
55.356,5.427,11.827,0.025,0.025,open,,,,,,
55.753,5.427,11.827,0.045,0.059,open,,,,,,
55.764,5.267,11.827,0.045,0.059,open,,,,,,
56.149,5.267,11.827,0.027,0.016,open,,,,,,
56.161,5.107,11.507,0.027,0.016,open,,,,,,
56.552,5.107,11.507,0.064,0.061,open,,,,,,
56.569,5.107,11.360,0.064,0.061,open,,,,,,
56.948,5.107,11.360,0.045,0.043,open,,,,,,
56.956,6.067,9.427,0.045,0.043,open,,,,,,
57.349,6.067,9.427,0.021,-0.028,open,,,,,,
57.359,6.240,8.640,0.021,-0.028,open,,,,,,
57.755,6.240,8.640,0.010,-0.010,open,,,,,,
57.767,6.067,8.000,0.010,-0.010,open,,,,,,
58.149,6.067,8.000,0.081,0.093,open,,,,,,
58.159,6.240,8.000,0.081,0.093,open,,,,,,
58.554,6.240,8.000,0.081,0.126,open,,,,,,
58.567,6.240,8.000,0.081,0.126,open,,,,,,
58.949,6.240,8.000,0.027,0.065,open,,,,,,
58.960,6.240,7.667,0.027,0.065,open,,,,,,
59.348,6.240,7.667,-0.003,-0.005,open,,,,,,
59.358,6.067,7.507,-0.003,-0.005,open,,,,,,
59.753,6.067,7.507,0.009,-0.017,open,,,,,,
59.766,6.067,7.187,0.009,-0.017,open,,,,,,
60.148,6.067,7.187,0.012,-0.002,open,,,,,,
60.159,5.907,7.187,0.012,-0.002,open,,,,,,
60.553,5.907,7.187,0.039,-0.019,open,,,,,,
60.562,5.907,7.027,0.039,-0.019,open,,,,,,
60.947,5.907,7.027,0.013,-0.056,open,,,,,,
60.955,5.760,6.880,0.013,-0.056,open,,,,,,
61.349,5.760,6.880,0.012,-0.053,open,,,,,,
61.358,5.600,6.707,0.012,-0.053,open,,,,,,
61.753,5.600,6.707,0.044,-0.043,open,,,,,,
61.763,5.587,6.387,0.044,-0.043,open,,,,,,
62.149,5.587,6.387,0.021,-0.072,open,,,,,,
62.158,5.427,6.240,0.021,-0.072,open,,,,,,
62.553,5.427,6.240,-0.023,-0.107,open,,,,,,
62.566,5.120,6.227,-0.023,-0.107,open,,,,,,
62.950,5.120,6.227,0.001,-0.068,open,,,,,,
62.959,5.107,6.067,0.001,-0.068,open,,,,,,
63.349,5.107,6.067,0.015,-0.075,open,,,,,,
63.360,4.787,5.760,0.015,-0.075,open,,,,,,
63.754,4.787,5.760,0.029,-0.045,open,,,,,,
63.764,4.787,5.760,0.029,-0.045,open,,,,,,
64.149,4.787,5.760,0.018,-0.064,open,,,,,,
64.157,4.640,5.587,0.018,-0.064,open,,,,,,
64.553,4.640,5.587,0.035,-0.005,open,,,,,,
64.560,4.480,5.587,0.035,-0.005,open,,,,,,
64.950,4.480,5.587,0.035,-0.036,open,,,,,,
64.968,4.307,5.427,0.035,-0.036,open,,,,,,
65.349,4.307,5.427,0.029,-0.029,open,,,,,,
65.365,4.147,5.267,0.029,-0.029,open,,,,,,
65.755,4.147,5.267,0.030,0.015,open,,,,,,
65.765,4.000,4.960,0.030,0.015,open,,,,,,
66.150,4.000,4.960,0.028,0.018,open,,,,,,
66.160,3.827,4.787,0.028,0.018,open,,,,,,
66.553,3.827,4.787,0.035,0.056,open,,,,,,
66.561,3.667,4.787,0.035,0.056,open,,,,,,
66.950,3.667,4.787,0.038,0.024,open,,,,,,
66.959,3.507,4.480,0.038,0.024,open,,,,,,
67.351,3.507,4.480,0.043,-0.034,open,,,,,,
67.359,3.027,4.307,0.043,-0.034,open,,,,,,
67.754,3.027,4.307,0.031,-0.048,open,,,,,,
67.764,2.880,4.147,0.031,-0.048,open,,,,,,
68.150,2.880,4.147,0.015,-0.039,open,,,,,,
68.161,2.547,3.840,0.015,-0.039,open,,,,,,
68.555,2.547,3.840,0.020,-0.082,open,,,,,,
68.564,2.240,3.667,0.020,-0.082,open,,,,,,
68.950,2.240,3.667,0.049,-0.054,open,,,,,,
68.961,2.240,3.667,0.049,-0.054,open,,,,,,
69.350,2.240,3.667,0.053,-0.033,open,,,,,,
69.358,1.907,3.360,0.053,-0.033,open,,,,,,
69.755,1.907,3.360,0.049,0.017,open,,,,,,
69.765,1.760,3.360,0.049,0.017,open,,,,,,
70.150,1.760,3.360,-0.020,-0.128,open,,,,,,
70.159,1.267,2.880,-0.020,-0.128,open,,,,,,
70.555,1.267,2.880,0.017,-0.150,open,,,,,,
70.563,1.120,2.720,0.017,-0.150,open,,,,,,
70.950,1.120,2.720,-0.005,-0.121,open,,,,,,
70.960,0.947,2.707,-0.005,-0.121,open,,,,,,
71.349,0.947,2.707,-0.033,-0.099,open,,,,,,
71.364,0.480,2.387,-0.033,-0.099,open,,,,,,
71.754,0.480,2.387,-0.015,-0.124,open,,,,,,
71.765,0.307,2.387,-0.015,-0.124,open,,,,,,
72.150,0.307,2.387,0.005,-0.103,open,,,,,,
72.158,0.147,2.227,0.005,-0.103,open,,,,,,
72.553,0.147,2.227,0.031,-0.101,open,,,,,,
72.567,0.000,2.067,0.031,-0.101,open,,,,,,
72.949,0.000,2.067,0.027,-0.180,open,,,,,,
72.958,-0.173,1.600,0.027,-0.180,open,,,,,,
73.354,-0.173,1.600,0.019,-0.157,open,,,,,,
73.366,-0.493,1.427,0.019,-0.157,open,,,,,,
73.753,-0.493,1.427,0.005,-0.199,open,,,,,,
73.764,-0.653,1.120,0.005,-0.199,open,,,,,,
74.149,-0.653,1.120,-0.007,-0.198,open,,,,,,
74.159,-0.973,1.267,-0.007,-0.198,open,,,,,,
74.554,-0.973,1.267,0.066,-0.062,open,,,,,,
74.563,-0.973,1.267,0.066,-0.062,open,,,,,,
74.955,-0.973,1.267,0.091,-0.037,open,,,,,,
74.963,-1.120,1.107,0.091,-0.037,open,,,,,,
