time_sec,command,a,b,s1,s2,s3,ds1,ds2,ds3,w1,w2,w3,i1,i2,i3,lookahead1,lookahead2,x,y,vx,vy
2.376,,-2.489,0.002,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.602,-0.898,-0.001,-0.002,0.013,-0.017
2.386,CLOSE_22,,,,,,,,,,,,,,,,,,,,
2.393,CLOSE_24,,,,,,,,,,,,,,,,,,,,
2.402,CLOSE_26,,,,,,,,,,,,,,,,,,,,
2.405,CLOSE_22,,,,,,,,,,,,,,,,,,,,
2.409,CLOSE_24,,,,,,,,,,,,,,,,,,,,
2.414,CLOSE_26,,,,,,,,,,,,,,,,,,,,
2.725,,-2.629,0.004,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.603,-0.897,0.003,-0.004,0.009,-0.016
2.728,CLOSE_22,,,,,,,,,,,,,,,,,,,,
2.731,CLOSE_24,,,,,,,,,,,,,,,,,,,,
2.733,CLOSE_26,,,,,,,,,,,,,,,,,,,,
2.735,CLOSE_22,,,,,,,,,,,,,,,,,,,,
2.746,CLOSE_24,,,,,,,,,,,,,,,,,,,,
2.750,CLOSE_26,,,,,,,,,,,,,,,,,,,,
2.782,,-2.629,0.004,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.603,-0.897,0.003,-0.004,0.009,-0.016
2.787,CLOSE_22,,,,,,,,,,,,,,,,,,,,
2.789,CLOSE_24,,,,,,,,,,,,,,,,,,,,
2.792,CLOSE_26,,,,,,,,,,,,,,,,,,,,
2.794,CLOSE_22,,,,,,,,,,,,,,,,,,,,
2.810,CLOSE_24,,,,,,,,,,,,,,,,,,,,
2.812,CLOSE_26,,,,,,,,,,,,,,,,,,,,
3.129,,1.571,0.002,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.602,-0.898,0.000,-0.002,-0.024,0.000
3.131,CLOSE_22,,,,,,,,,,,,,,,,,,,,
3.133,CLOSE_24,,,,,,,,,,,,,,,,,,,,
3.135,CLOSE_26,,,,,,,,,,,,,,,,,,,,
3.137,CLOSE_22,,,,,,,,,,,,,,,,,,,,
3.139,CLOSE_24,,,,,,,,,,,,,,,,,,,,
3.143,CLOSE_26,,,,,,,,,,,,,,,,,,,,
3.169,,1.571,0.002,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.602,-0.898,0.000,-0.002,-0.024,0.000
3.171,CLOSE_22,,,,,,,,,,,,,,,,,,,,
3.176,CLOSE_24,,,,,,,,,,,,,,,,,,,,
3.179,CLOSE_26,,,,,,,,,,,,,,,,,,,,
3.182,CLOSE_22,,,,,,,,,,,,,,,,,,,,
3.188,CLOSE_24,,,,,,,,,,,,,,,,,,,,
3.192,CLOSE_26,,,,,,,,,,,,,,,,,,,,
3.536,,-0.381,0.001,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.601,-0.899,0.001,-0.001,0.006,0.015
3.538,CLOSE_22,,,,,,,,,,,,,,,,,,,,
3.540,CLOSE_24,,,,,,,,,,,,,,,,,,,,
3.545,CLOSE_26,,,,,,,,,,,,,,,,,,,,
3.548,CLOSE_22,,,,,,,,,,,,,,,,,,,,
3.550,CLOSE_24,,,,,,,,,,,,,,,,,,,,
3.552,CLOSE_26,,,,,,,,,,,,,,,,,,,,
3.578,,-0.381,0.001,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.601,-0.899,0.001,-0.001,0.006,0.015
3.580,CLOSE_22,,,,,,,,,,,,,,,,,,,,
3.582,CLOSE_24,,,,,,,,,,,,,,,,,,,,
3.584,CLOSE_26,,,,,,,,,,,,,,,,,,,,
3.586,CLOSE_22,,,,,,,,,,,,,,,,,,,,
3.588,CLOSE_24,,,,,,,,,,,,,,,,,,,,
3.590,CLOSE_26,,,,,,,,,,,,,,,,,,,,
3.929,,0.963,-0.000,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.600,-0.900,-0.000,0.000,-0.023,0.016
3.933,CLOSE_22,,,,,,,,,,,,,,,,,,,,
3.935,CLOSE_24,,,,,,,,,,,,,,,,,,,,
3.937,CLOSE_26,,,,,,,,,,,,,,,,,,,,
3.939,CLOSE_22,,,,,,,,,,,,,,,,,,,,
3.940,CLOSE_24,,,,,,,,,,,,,,,,,,,,
3.943,CLOSE_26,,,,,,,,,,,,,,,,,,,,
3.975,,0.963,-0.000,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.600,-0.900,-0.000,0.000,-0.023,0.016
3.977,CLOSE_22,,,,,,,,,,,,,,,,,,,,
3.979,CLOSE_24,,,,,,,,,,,,,,,,,,,,
3.981,CLOSE_26,,,,,,,,,,,,,,,,,,,,
3.982,CLOSE_22,,,,,,,,,,,,,,,,,,,,
3.984,CLOSE_24,,,,,,,,,,,,,,,,,,,,
3.985,CLOSE_26,,,,,,,,,,,,,,,,,,,,
4.323,,3.100,0.002,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.602,-0.898,-0.002,-0.002,-0.001,-0.024
4.326,CLOSE_22,,,,,,,,,,,,,,,,,,,,
4.329,CLOSE_24,,,,,,,,,,,,,,,,,,,,
4.331,CLOSE_26,,,,,,,,,,,,,,,,,,,,
4.333,CLOSE_22,,,,,,,,,,,,,,,,,,,,
4.336,CLOSE_24,,,,,,,,,,,,,,,,,,,,
4.338,CLOSE_26,,,,,,,,,,,,,,,,,,,,
4.362,,3.100,0.002,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.602,-0.898,-0.002,-0.002,-0.001,-0.024
4.364,CLOSE_22,,,,,,,,,,,,,,,,,,,,
4.370,CLOSE_24,,,,,,,,,,,,,,,,,,,,
4.371,CLOSE_26,,,,,,,,,,,,,,,,,,,,
4.373,CLOSE_22,,,,,,,,,,,,,,,,,,,,
4.374,CLOSE_24,,,,,,,,,,,,,,,,,,,,
4.375,CLOSE_26,,,,,,,,,,,,,,,,,,,,
4.725,,0.203,0.001,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.601,-0.899,0.002,-0.001,-0.007,0.034
4.728,CLOSE_22,,,,,,,,,,,,,,,,,,,,
4.731,CLOSE_24,,,,,,,,,,,,,,,,,,,,
4.733,CLOSE_26,,,,,,,,,,,,,,,,,,,,
4.735,CLOSE_22,,,,,,,,,,,,,,,,,,,,
4.736,CLOSE_24,,,,,,,,,,,,,,,,,,,,
4.738,CLOSE_26,,,,,,,,,,,,,,,,,,,,
4.762,,0.203,0.001,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.601,-0.899,0.002,-0.001,-0.007,0.034
4.764,CLOSE_22,,,,,,,,,,,,,,,,,,,,
4.766,CLOSE_24,,,,,,,,,,,,,,,,,,,,
4.767,CLOSE_26,,,,,,,,,,,,,,,,,,,,
4.769,CLOSE_22,,,,,,,,,,,,,,,,,,,,
4.771,CLOSE_24,,,,,,,,,,,,,,,,,,,,
4.774,CLOSE_26,,,,,,,,,,,,,,,,,,,,
5.130,,1.326,0.001,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.601,-0.899,0.003,-0.001,-0.004,0.001
5.132,CLOSE_22,,,,,,,,,,,,,,,,,,,,
5.134,CLOSE_24,,,,,,,,,,,,,,,,,,,,
5.136,CLOSE_26,,,,,,,,,,,,,,,,,,,,
5.139,CLOSE_22,,,,,,,,,,,,,,,,,,,,
5.142,CLOSE_24,,,,,,,,,,,,,,,,,,,,
5.144,CLOSE_26,,,,,,,,,,,,,,,,,,,,
5.172,,1.326,0.001,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.601,-0.899,0.003,-0.001,-0.004,0.001
5.175,CLOSE_22,,,,,,,,,,,,,,,,,,,,
5.177,CLOSE_24,,,,,,,,,,,,,,,,,,,,
5.178,CLOSE_26,,,,,,,,,,,,,,,,,,,,
5.180,CLOSE_22,,,,,,,,,,,,,,,,,,,,
5.184,CLOSE_24,,,,,,,,,,,,,,,,,,,,
5.186,CLOSE_26,,,,,,,,,,,,,,,,,,,,
5.527,,2.297,-0.000,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.600,-0.900,0.001,0.000,-0.009,-0.008
5.529,CLOSE_22,,,,,,,,,,,,,,,,,,,,
5.530,CLOSE_24,,,,,,,,,,,,,,,,,,,,
5.532,CLOSE_26,,,,,,,,,,,,,,,,,,,,
5.534,CLOSE_22,,,,,,,,,,,,,,,,,,,,
5.536,CLOSE_24,,,,,,,,,,,,,,,,,,,,
5.538,CLOSE_26,,,,,,,,,,,,,,,,,,,,
5.564,,2.297,-0.000,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.600,-0.900,0.001,0.000,-0.009,-0.008
5.566,CLOSE_22,,,,,,,,,,,,,,,,,,,,
5.568,CLOSE_24,,,,,,,,,,,,,,,,,,,,
5.570,CLOSE_26,,,,,,,,,,,,,,,,,,,,
5.571,CLOSE_22,,,,,,,,,,,,,,,,,,,,
5.573,CLOSE_24,,,,,,,,,,,,,,,,,,,,
5.574,CLOSE_26,,,,,,,,,,,,,,,,,,,,
5.930,,2.989,0.002,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.602,-0.898,-0.000,-0.002,-0.002,-0.013
5.935,CLOSE_22,,,,,,,,,,,,,,,,,,,,
5.937,CLOSE_24,,,,,,,,,,,,,,,,,,,,
5.940,CLOSE_26,,,,,,,,,,,,,,,,,,,,
5.948,CLOSE_22,,,,,,,,,,,,,,,,,,,,
5.951,CLOSE_24,,,,,,,,,,,,,,,,,,,,
5.954,CLOSE_26,,,,,,,,,,,,,,,,,,,,
5.993,,2.989,0.002,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.602,-0.898,-0.000,-0.002,-0.002,-0.013
5.997,CLOSE_22,,,,,,,,,,,,,,,,,,,,
5.999,CLOSE_24,,,,,,,,,,,,,,,,,,,,
6.003,CLOSE_26,,,,,,,,,,,,,,,,,,,,
6.005,CLOSE_22,,,,,,,,,,,,,,,,,,,,
6.008,CLOSE_24,,,,,,,,,,,,,,,,,,,,
6.014,CLOSE_26,,,,,,,,,,,,,,,,,,,,
6.325,,0.464,0.001,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.601,-0.899,0.000,-0.001,-0.001,0.002
6.327,CLOSE_22,,,,,,,,,,,,,,,,,,,,
6.329,CLOSE_24,,,,,,,,,,,,,,,,,,,,
6.332,CLOSE_26,,,,,,,,,,,,,,,,,,,,
6.337,CLOSE_22,,,,,,,,,,,,,,,,,,,,
6.339,CLOSE_24,,,,,,,,,,,,,,,,,,,,
6.342,CLOSE_26,,,,,,,,,,,,,,,,,,,,
6.369,,0.464,0.001,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.601,-0.899,0.000,-0.001,-0.001,0.002
6.372,CLOSE_22,,,,,,,,,,,,,,,,,,,,
6.374,CLOSE_24,,,,,,,,,,,,,,,,,,,,
6.376,CLOSE_26,,,,,,,,,,,,,,,,,,,,
6.381,CLOSE_22,,,,,,,,,,,,,,,,,,,,
6.384,CLOSE_24,,,,,,,,,,,,,,,,,,,,
6.385,CLOSE_26,,,,,,,,,,,,,,,,,,,,
6.723,,-0.381,0.003,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.603,-0.897,0.001,-0.003,0.002,0.005
6.725,CLOSE_22,,,,,,,,,,,,,,,,,,,,
6.726,CLOSE_24,,,,,,,,,,,,,,,,,,,,
6.727,CLOSE_26,,,,,,,,,,,,,,,,,,,,
6.730,CLOSE_22,,,,,,,,,,,,,,,,,,,,
6.741,CLOSE_24,,,,,,,,,,,,,,,,,,,,
6.748,CLOSE_26,,,,,,,,,,,,,,,,,,,,
6.773,,-0.381,0.003,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.603,-0.897,0.001,-0.003,0.002,0.005
6.775,CLOSE_22,,,,,,,,,,,,,,,,,,,,
6.786,CLOSE_24,,,,,,,,,,,,,,,,,,,,
6.789,CLOSE_26,,,,,,,,,,,,,,,,,,,,
6.791,CLOSE_22,,,,,,,,,,,,,,,,,,,,
6.792,CLOSE_24,,,,,,,,,,,,,,,,,,,,
6.793,CLOSE_26,,,,,,,,,,,,,,,,,,,,
7.130,,2.200,0.003,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.603,-0.897,-0.001,-0.003,-0.011,-0.008
7.133,CLOSE_22,,,,,,,,,,,,,,,,,,,,
7.135,CLOSE_24,,,,,,,,,,,,,,,,,,,,
7.137,CLOSE_26,,,,,,,,,,,,,,,,,,,,
7.138,CLOSE_22,,,,,,,,,,,,,,,,,,,,
7.140,CLOSE_24,,,,,,,,,,,,,,,,,,,,
7.142,CLOSE_26,,,,,,,,,,,,,,,,,,,,
7.167,,2.200,0.003,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.603,-0.897,-0.001,-0.003,-0.011,-0.008
7.169,CLOSE_22,,,,,,,,,,,,,,,,,,,,
7.170,CLOSE_24,,,,,,,,,,,,,,,,,,,,
7.172,CLOSE_26,,,,,,,,,,,,,,,,,,,,
7.173,CLOSE_22,,,,,,,,,,,,,,,,,,,,
7.174,CLOSE_24,,,,,,,,,,,,,,,,,,,,
7.175,CLOSE_26,,,,,,,,,,,,,,,,,,,,
7.527,,-0.588,0.003,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.603,-0.897,0.002,-0.003,0.004,0.006
7.529,CLOSE_22,,,,,,,,,,,,,,,,,,,,
7.531,CLOSE_24,,,,,,,,,,,,,,,,,,,,
7.533,CLOSE_26,,,,,,,,,,,,,,,,,,,,
7.536,CLOSE_22,,,,,,,,,,,,,,,,,,,,
7.538,CLOSE_24,,,,,,,,,,,,,,,,,,,,
7.541,CLOSE_26,,,,,,,,,,,,,,,,,,,,
7.569,,-0.588,0.003,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.603,-0.897,0.002,-0.003,0.004,0.006
7.571,CLOSE_22,,,,,,,,,,,,,,,,,,,,
7.576,CLOSE_24,,,,,,,,,,,,,,,,,,,,
7.582,CLOSE_26,,,,,,,,,,,,,,,,,,,,
7.587,CLOSE_22,,,,,,,,,,,,,,,,,,,,
7.591,CLOSE_24,,,,,,,,,,,,,,,,,,,,
7.596,CLOSE_26,,,,,,,,,,,,,,,,,,,,
7.929,,2.678,0.000,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.600,-0.900,0.001,-0.000,-0.001,-0.002
7.934,CLOSE_22,,,,,,,,,,,,,,,,,,,,
7.937,CLOSE_24,,,,,,,,,,,,,,,,,,,,
7.941,CLOSE_26,,,,,,,,,,,,,,,,,,,,
7.942,CLOSE_22,,,,,,,,,,,,,,,,,,,,
7.946,CLOSE_24,,,,,,,,,,,,,,,,,,,,
7.948,CLOSE_26,,,,,,,,,,,,,,,,,,,,
7.976,,2.678,0.000,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.600,-0.900,0.001,-0.000,-0.001,-0.002
7.983,CLOSE_22,,,,,,,,,,,,,,,,,,,,
7.986,CLOSE_24,,,,,,,,,,,,,,,,,,,,
7.990,CLOSE_26,,,,,,,,,,,,,,,,,,,,
7.995,CLOSE_22,,,,,,,,,,,,,,,,,,,,
8.004,CLOSE_24,,,,,,,,,,,,,,,,,,,,
8.011,CLOSE_26,,,,,,,,,,,,,,,,,,,,
8.324,,-2.013,0.002,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.602,-0.898,-0.000,-0.002,0.019,-0.009
8.326,CLOSE_22,,,,,,,,,,,,,,,,,,,,
8.329,CLOSE_24,,,,,,,,,,,,,,,,,,,,
8.332,CLOSE_26,,,,,,,,,,,,,,,,,,,,
8.334,CLOSE_22,,,,,,,,,,,,,,,,,,,,
8.336,CLOSE_24,,,,,,,,,,,,,,,,,,,,
8.340,CLOSE_26,,,,,,,,,,,,,,,,,,,,
8.370,,-2.013,0.002,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.602,-0.898,-0.000,-0.002,0.019,-0.009
8.372,CLOSE_22,,,,,,,,,,,,,,,,,,,,
8.373,CLOSE_24,,,,,,,,,,,,,,,,,,,,
8.374,CLOSE_26,,,,,,,,,,,,,,,,,,,,
8.379,CLOSE_22,,,,,,,,,,,,,,,,,,,,
8.400,CLOSE_24,,,,,,,,,,,,,,,,,,,,
8.404,CLOSE_26,,,,,,,,,,,,,,,,,,,,
8.724,,-1.326,0.001,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.601,-0.899,0.004,-0.001,0.008,0.002
8.726,CLOSE_22,,,,,,,,,,,,,,,,,,,,
8.728,CLOSE_24,,,,,,,,,,,,,,,,,,,,
8.729,CLOSE_26,,,,,,,,,,,,,,,,,,,,
8.732,CLOSE_22,,,,,,,,,,,,,,,,,,,,
8.734,CLOSE_24,,,,,,,,,,,,,,,,,,,,
8.736,CLOSE_26,,,,,,,,,,,,,,,,,,,,
8.761,,-1.326,0.001,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.601,-0.899,0.004,-0.001,0.008,0.002
8.764,CLOSE_22,,,,,,,,,,,,,,,,,,,,
8.766,CLOSE_24,,,,,,,,,,,,,,,,,,,,
8.768,CLOSE_26,,,,,,,,,,,,,,,,,,,,
8.773,CLOSE_22,,,,,,,,,,,,,,,,,,,,
