time_sec,command,a,b,s1,s2,s3,ds1,ds2,ds3,w1,w2,w3,i1,i2,i3,lookahead1,lookahead2,x,y,vx,vy
8.775,CLOSE_24,,,,,,,,,,,,,,,,,,,,
8.777,CLOSE_26,,,,,,,,,,,,,,,,,,,,
9.132,,2.400,0.002,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.602,-0.898,0.001,-0.002,-0.011,-0.012
9.135,CLOSE_22,,,,,,,,,,,,,,,,,,,,
9.139,CLOSE_24,,,,,,,,,,,,,,,,,,,,
9.144,CLOSE_26,,,,,,,,,,,,,,,,,,,,
9.147,CLOSE_22,,,,,,,,,,,,,,,,,,,,
9.149,CLOSE_24,,,,,,,,,,,,,,,,,,,,
9.152,CLOSE_26,,,,,,,,,,,,,,,,,,,,
9.180,,2.400,0.002,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.602,-0.898,0.001,-0.002,-0.011,-0.012
9.183,CLOSE_22,,,,,,,,,,,,,,,,,,,,
9.185,CLOSE_24,,,,,,,,,,,,,,,,,,,,
9.186,CLOSE_26,,,,,,,,,,,,,,,,,,,,
9.188,CLOSE_22,,,,,,,,,,,,,,,,,,,,
9.189,CLOSE_24,,,,,,,,,,,,,,,,,,,,
9.190,CLOSE_26,,,,,,,,,,,,,,,,,,,,
9.527,,2.723,0.002,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.602,-0.898,0.001,-0.002,-0.004,-0.009
9.529,CLOSE_22,,,,,,,,,,,,,,,,,,,,
9.531,CLOSE_24,,,,,,,,,,,,,,,,,,,,
9.533,CLOSE_26,,,,,,,,,,,,,,,,,,,,
9.535,CLOSE_22,,,,,,,,,,,,,,,,,,,,
9.536,CLOSE_24,,,,,,,,,,,,,,,,,,,,
9.538,CLOSE_26,,,,,,,,,,,,,,,,,,,,
9.564,,2.723,0.002,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.602,-0.898,0.001,-0.002,-0.004,-0.009
9.568,CLOSE_22,,,,,,,,,,,,,,,,,,,,
9.569,CLOSE_24,,,,,,,,,,,,,,,,,,,,
9.571,CLOSE_26,,,,,,,,,,,,,,,,,,,,
9.574,CLOSE_22,,,,,,,,,,,,,,,,,,,,
9.576,CLOSE_24,,,,,,,,,,,,,,,,,,,,
9.577,CLOSE_26,,,,,,,,,,,,,,,,,,,,
9.930,,0.942,0.003,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.603,-0.897,-0.001,-0.003,-0.011,0.008
9.932,CLOSE_22,,,,,,,,,,,,,,,,,,,,
9.934,CLOSE_24,,,,,,,,,,,,,,,,,,,,
9.935,CLOSE_26,,,,,,,,,,,,,,,,,,,,
9.937,CLOSE_22,,,,,,,,,,,,,,,,,,,,
9.940,CLOSE_24,,,,,,,,,,,,,,,,,,,,
9.943,CLOSE_26,,,,,,,,,,,,,,,,,,,,
9.968,,0.942,0.003,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.603,-0.897,-0.001,-0.003,-0.011,0.008
9.970,CLOSE_22,,,,,,,,,,,,,,,,,,,,
9.973,CLOSE_24,,,,,,,,,,,,,,,,,,,,
9.975,CLOSE_26,,,,,,,,,,,,,,,,,,,,
9.980,CLOSE_22,,,,,,,,,,,,,,,,,,,,
9.981,CLOSE_24,,,,,,,,,,,,,,,,,,,,
9.983,CLOSE_26,,,,,,,,,,,,,,,,,,,,
10.323,,-1.107,0.004,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.604,-0.896,-0.002,-0.004,0.002,0.001
10.325,CLOSE_22,,,,,,,,,,,,,,,,,,,,
10.327,CLOSE_24,,,,,,,,,,,,,,,,,,,,
10.328,CLOSE_26,,,,,,,,,,,,,,,,,,,,
10.330,CLOSE_22,,,,,,,,,,,,,,,,,,,,
10.331,CLOSE_24,,,,,,,,,,,,,,,,,,,,
10.332,CLOSE_26,,,,,,,,,,,,,,,,,,,,
10.356,,-1.107,0.004,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.604,-0.896,-0.002,-0.004,0.002,0.001
10.358,CLOSE_22,,,,,,,,,,,,,,,,,,,,
10.360,CLOSE_24,,,,,,,,,,,,,,,,,,,,
10.361,CLOSE_26,,,,,,,,,,,,,,,,,,,,
10.362,CLOSE_22,,,,,,,,,,,,,,,,,,,,
10.364,CLOSE_24,,,,,,,,,,,,,,,,,,,,
10.365,CLOSE_26,,,,,,,,,,,,,,,,,,,,
10.725,,-2.034,0.002,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.602,-0.898,0.003,-0.002,0.008,-0.004
10.728,CLOSE_22,,,,,,,,,,,,,,,,,,,,
10.730,CLOSE_24,,,,,,,,,,,,,,,,,,,,
10.731,CLOSE_26,,,,,,,,,,,,,,,,,,,,
10.733,CLOSE_22,,,,,,,,,,,,,,,,,,,,
10.735,CLOSE_24,,,,,,,,,,,,,,,,,,,,
10.737,CLOSE_26,,,,,,,,,,,,,,,,,,,,
10.761,,-2.034,0.002,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.602,-0.898,0.003,-0.002,0.008,-0.004
10.764,CLOSE_22,,,,,,,,,,,,,,,,,,,,
10.766,CLOSE_24,,,,,,,,,,,,,,,,,,,,
10.768,CLOSE_26,,,,,,,,,,,,,,,,,,,,
10.770,CLOSE_22,,,,,,,,,,,,,,,,,,,,
10.772,CLOSE_24,,,,,,,,,,,,,,,,,,,,
10.774,CLOSE_26,,,,,,,,,,,,,,,,,,,,
11.128,,2.214,0.002,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.602,-0.898,0.002,-0.002,-0.008,-0.006
11.132,CLOSE_22,,,,,,,,,,,,,,,,,,,,
11.135,CLOSE_24,,,,,,,,,,,,,,,,,,,,
11.137,CLOSE_26,,,,,,,,,,,,,,,,,,,,
11.142,CLOSE_22,,,,,,,,,,,,,,,,,,,,
11.147,CLOSE_24,,,,,,,,,,,,,,,,,,,,
11.150,CLOSE_26,,,,,,,,,,,,,,,,,,,,
11.178,,2.214,0.002,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.602,-0.898,0.002,-0.002,-0.008,-0.006
11.180,CLOSE_22,,,,,,,,,,,,,,,,,,,,
11.184,CLOSE_24,,,,,,,,,,,,,,,,,,,,
11.186,CLOSE_26,,,,,,,,,,,,,,,,,,,,
11.188,CLOSE_22,,,,,,,,,,,,,,,,,,,,
11.190,CLOSE_24,,,,,,,,,,,,,,,,,,,,
11.194,CLOSE_26,,,,,,,,,,,,,,,,,,,,
11.527,,-0.000,0.001,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.601,-0.899,0.001,-0.001,0.000,0.010
11.529,CLOSE_22,,,,,,,,,,,,,,,,,,,,
11.531,CLOSE_24,,,,,,,,,,,,,,,,,,,,
11.535,CLOSE_26,,,,,,,,,,,,,,,,,,,,
11.537,CLOSE_22,,,,,,,,,,,,,,,,,,,,
11.542,CLOSE_24,,,,,,,,,,,,,,,,,,,,
11.544,CLOSE_26,,,,,,,,,,,,,,,,,,,,
11.568,,-0.000,0.001,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.601,-0.899,0.001,-0.001,0.000,0.010
11.571,CLOSE_22,,,,,,,,,,,,,,,,,,,,
11.575,CLOSE_24,,,,,,,,,,,,,,,,,,,,
11.577,CLOSE_26,,,,,,,,,,,,,,,,,,,,
11.581,CLOSE_22,,,,,,,,,,,,,,,,,,,,
11.583,CLOSE_24,,,,,,,,,,,,,,,,,,,,
11.584,CLOSE_26,,,,,,,,,,,,,,,,,,,,
11.930,,-1.768,0.002,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.602,-0.898,0.005,-0.002,0.010,-0.002
11.934,CLOSE_22,,,,,,,,,,,,,,,,,,,,
11.939,CLOSE_24,,,,,,,,,,,,,,,,,,,,
11.941,CLOSE_26,,,,,,,,,,,,,,,,,,,,
11.943,CLOSE_22,,,,,,,,,,,,,,,,,,,,
11.945,CLOSE_24,,,,,,,,,,,,,,,,,,,,
11.949,CLOSE_26,,,,,,,,,,,,,,,,,,,,
11.976,,-1.768,0.002,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.602,-0.898,0.005,-0.002,0.010,-0.002
11.978,CLOSE_22,,,,,,,,,,,,,,,,,,,,
11.980,CLOSE_24,,,,,,,,,,,,,,,,,,,,
11.983,CLOSE_26,,,,,,,,,,,,,,,,,,,,
11.985,CLOSE_22,,,,,,,,,,,,,,,,,,,,
11.996,CLOSE_24,,,,,,,,,,,,,,,,,,,,
11.998,CLOSE_26,,,,,,,,,,,,,,,,,,,,
12.325,,1.249,0.002,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.602,-0.898,0.002,-0.002,-0.024,0.008
12.330,CLOSE_22,,,,,,,,,,,,,,,,,,,,
12.338,CLOSE_24,,,,,,,,,,,,,,,,,,,,
12.342,CLOSE_26,,,,,,,,,,,,,,,,,,,,
12.345,CLOSE_22,,,,,,,,,,,,,,,,,,,,
12.347,CLOSE_24,,,,,,,,,,,,,,,,,,,,
12.349,CLOSE_26,,,,,,,,,,,,,,,,,,,,
12.376,,1.249,0.002,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.602,-0.898,0.002,-0.002,-0.024,0.008
12.378,CLOSE_22,,,,,,,,,,,,,,,,,,,,
12.380,CLOSE_24,,,,,,,,,,,,,,,,,,,,
12.382,CLOSE_26,,,,,,,,,,,,,,,,,,,,
12.383,CLOSE_22,,,,,,,,,,,,,,,,,,,,
12.384,CLOSE_24,,,,,,,,,,,,,,,,,,,,
12.386,CLOSE_26,,,,,,,,,,,,,,,,,,,,
12.724,,-2.856,0.003,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.603,-0.897,-0.002,-0.003,0.005,-0.017
12.726,CLOSE_22,,,,,,,,,,,,,,,,,,,,
12.727,CLOSE_24,,,,,,,,,,,,,,,,,,,,
12.729,CLOSE_26,,,,,,,,,,,,,,,,,,,,
12.730,CLOSE_22,,,,,,,,,,,,,,,,,,,,
12.731,CLOSE_24,,,,,,,,,,,,,,,,,,,,
12.734,CLOSE_26,,,,,,,,,,,,,,,,,,,,
12.760,,-2.856,0.003,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.603,-0.897,-0.002,-0.003,0.005,-0.017
12.762,CLOSE_22,,,,,,,,,,,,,,,,,,,,
12.766,CLOSE_24,,,,,,,,,,,,,,,,,,,,
12.768,CLOSE_26,,,,,,,,,,,,,,,,,,,,
12.770,CLOSE_22,,,,,,,,,,,,,,,,,,,,
12.772,CLOSE_24,,,,,,,,,,,,,,,,,,,,
12.775,CLOSE_26,,,,,,,,,,,,,,,,,,,,
13.132,,-2.871,0.004,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.604,-0.896,0.003,-0.004,0.005,-0.018
13.135,CLOSE_22,,,,,,,,,,,,,,,,,,,,
13.136,CLOSE_24,,,,,,,,,,,,,,,,,,,,
13.138,CLOSE_26,,,,,,,,,,,,,,,,,,,,
13.141,CLOSE_22,,,,,,,,,,,,,,,,,,,,
13.143,CLOSE_24,,,,,,,,,,,,,,,,,,,,
13.145,CLOSE_26,,,,,,,,,,,,,,,,,,,,
13.170,,-2.871,0.004,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.604,-0.896,0.003,-0.004,0.005,-0.018
13.172,CLOSE_22,,,,,,,,,,,,,,,,,,,,
13.173,CLOSE_24,,,,,,,,,,,,,,,,,,,,
13.174,CLOSE_26,,,,,,,,,,,,,,,,,,,,
13.176,CLOSE_22,,,,,,,,,,,,,,,,,,,,
13.177,CLOSE_24,,,,,,,,,,,,,,,,,,,,
13.178,CLOSE_26,,,,,,,,,,,,,,,,,,,,
13.530,,0.785,0.004,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.604,-0.896,0.007,-0.004,-0.003,0.003
13.532,CLOSE_22,,,,,,,,,,,,,,,,,,,,
13.535,CLOSE_24,,,,,,,,,,,,,,,,,,,,
13.537,CLOSE_26,,,,,,,,,,,,,,,,,,,,
13.539,CLOSE_22,,,,,,,,,,,,,,,,,,,,
13.542,CLOSE_24,,,,,,,,,,,,,,,,,,,,
13.544,CLOSE_26,,,,,,,,,,,,,,,,,,,,
13.573,,0.785,0.004,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.604,-0.896,0.007,-0.004,-0.003,0.003
13.576,CLOSE_22,,,,,,,,,,,,,,,,,,,,
13.579,CLOSE_24,,,,,,,,,,,,,,,,,,,,
13.586,CLOSE_26,,,,,,,,,,,,,,,,,,,,
13.590,CLOSE_22,,,,,,,,,,,,,,,,,,,,
13.593,CLOSE_24,,,,,,,,,,,,,,,,,,,,
13.596,CLOSE_26,,,,,,,,,,,,,,,,,,,,
13.931,,2.863,0.004,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.604,-0.896,0.006,-0.004,-0.004,-0.014
13.939,CLOSE_22,,,,,,,,,,,,,,,,,,,,
13.942,CLOSE_24,,,,,,,,,,,,,,,,,,,,
13.947,CLOSE_26,,,,,,,,,,,,,,,,,,,,
13.950,CLOSE_22,,,,,,,,,,,,,,,,,,,,
13.952,CLOSE_24,,,,,,,,,,,,,,,,,,,,
13.956,CLOSE_26,,,,,,,,,,,,,,,,,,,,
13.994,,2.863,0.004,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.604,-0.896,0.006,-0.004,-0.004,-0.014
13.999,CLOSE_22,,,,,,,,,,,,,,,,,,,,
14.007,CLOSE_24,,,,,,,,,,,,,,,,,,,,
14.013,CLOSE_26,,,,,,,,,,,,,,,,,,,,
14.017,CLOSE_22,,,,,,,,,,,,,,,,,,,,
14.021,CLOSE_24,,,,,,,,,,,,,,,,,,,,
14.022,CLOSE_26,,,,,,,,,,,,,,,,,,,,
14.324,,2.601,0.006,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.606,-0.894,0.006,-0.006,-0.009,-0.015
14.327,CLOSE_22,,,,,,,,,,,,,,,,,,,,
14.329,CLOSE_24,,,,,,,,,,,,,,,,,,,,
14.332,CLOSE_26,,,,,,,,,,,,,,,,,,,,
14.334,CLOSE_22,,,,,,,,,,,,,,,,,,,,
14.336,CLOSE_24,,,,,,,,,,,,,,,,,,,,
14.338,CLOSE_26,,,,,,,,,,,,,,,,,,,,
14.364,,2.601,0.006,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.606,-0.894,0.006,-0.006,-0.009,-0.015
14.366,CLOSE_22,,,,,,,,,,,,,,,,,,,,
14.367,CLOSE_24,,,,,,,,,,,,,,,,,,,,
14.369,CLOSE_26,,,,,,,,,,,,,,,,,,,,
14.371,CLOSE_22,,,,,,,,,,,,,,,,,,,,
14.372,CLOSE_24,,,,,,,,,,,,,,,,,,,,
14.374,CLOSE_26,,,,,,,,,,,,,,,,,,,,
14.723,,1.935,0.005,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.605,-0.895,0.005,-0.005,-0.021,-0.008
14.725,CLOSE_22,,,,,,,,,,,,,,,,,,,,
14.726,CLOSE_24,,,,,,,,,,,,,,,,,,,,
14.727,CLOSE_26,,,,,,,,,,,,,,,,,,,,
14.730,CLOSE_22,,,,,,,,,,,,,,,,,,,,
14.732,CLOSE_24,,,,,,,,,,,,,,,,,,,,
14.734,CLOSE_26,,,,,,,,,,,,,,,,,,,,
14.760,,1.935,0.005,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.605,-0.895,0.005,-0.005,-0.021,-0.008
14.762,CLOSE_22,,,,,,,,,,,,,,,,,,,,
14.764,CLOSE_24,,,,,,,,,,,,,,,,,,,,
14.765,CLOSE_26,,,,,,,,,,,,,,,,,,,,
14.766,CLOSE_22,,,,,,,,,,,,,,,,,,,,
14.767,CLOSE_24,,,,,,,,,,,,,,,,,,,,
14.770,CLOSE_26,,,,,,,,,,,,,,,,,,,,
15.129,,1.837,0.004,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.604,-0.896,0.002,-0.004,-0.011,-0.003
15.132,CLOSE_22,,,,,,,,,,,,,,,,,,,,
15.134,CLOSE_24,,,,,,,,,,,,,,,,,,,,
15.136,CLOSE_26,,,,,,,,,,,,,,,,,,,,
15.138,CLOSE_22,,,,,,,,,,,,,,,,,,,,
15.140,CLOSE_24,,,,,,,,,,,,,,,,,,,,
15.143,CLOSE_26,,,,,,,,,,,,,,,,,,,,
15.169,,1.837,0.004,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.604,-0.896,0.002,-0.004,-0.011,-0.003
15.172,CLOSE_22,,,,,,,,,,,,,,,,,,,,
15.174,CLOSE_24,,,,,,,,,,,,,,,,,,,,
15.175,CLOSE_26,,,,,,,,,,,,,,,,,,,,
15.176,CLOSE_22,,,,,,,,,,,,,,,,,,,,
15.177,CLOSE_24,,,,,,,,,,,,,,,,,,,,
15.180,CLOSE_26,,,,,,,,,,,,,,,,,,,,
15.527,,-2.565,0.003,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.603,-0.897,0.003,-0.003,0.013,-0.020
15.530,CLOSE_22,,,,,,,,,,,,,,,,,,,,
15.532,CLOSE_24,,,,,,,,,,,,,,,,,,,,
15.534,CLOSE_26,,,,,,,,,,,,,,,,,,,,
15.537,CLOSE_22,,,,,,,,,,,,,,,,,,,,
15.540,CLOSE_24,,,,,,,,,,,,,,,,,,,,
15.542,CLOSE_26,,,,,,,,,,,,,,,,,,,,
15.567,,-2.565,0.003,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.603,-0.897,0.003,-0.003,0.013,-0.020
15.569,CLOSE_22,,,,,,,,,,,,,,,,,,,,
15.573,CLOSE_24,,,,,,,,,,,,,,,,,,,,
15.576,CLOSE_26,,,,,,,,,,,,,,,,,,,,
15.577,CLOSE_22,,,,,,,,,,,,,,,,,,,,
15.581,CLOSE_24,,,,,,,,,,,,,,,,,,,,
15.587,CLOSE_26,,,,,,,,,,,,,,,,,,,,
15.929,,2.129,0.002,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.602,-0.898,0.004,-0.002,-0.008,-0.005
15.931,CLOSE_22,,,,,,,,,,,,,,,,,,,,
15.932,CLOSE_24,,,,,,,,,,,,,,,,,,,,
15.934,CLOSE_26,,,,,,,,,,,,,,,,,,,,
15.935,CLOSE_22,,,,,,,,,,,,,,,,,,,,
15.937,CLOSE_24,,,,,,,,,,,,,,,,,,,,
15.939,CLOSE_26,,,,,,,,,,,,,,,,,,,,
15.965,,2.129,0.002,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.602,-0.898,0.004,-0.002,-0.008,-0.005
15.968,CLOSE_22,,,,,,,,,,,,,,,,,,,,
15.971,CLOSE_24,,,,,,,,,,,,,,,,,,,,
15.973,CLOSE_26,,,,,,,,,,,,,,,,,,,,
15.974,CLOSE_22,,,,,,,,,,,,,,,,,,,,
15.976,CLOSE_24,,,,,,,,,,,,,,,,,,,,
15.982,CLOSE_26,,,,,,,,,,,,,,,,,,,,
16.323,,2.737,0.004,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.604,-0.896,0.003,-0.004,-0.006,-0.014
16.325,CLOSE_22,,,,,,,,,,,,,,,,,,,,
16.326,CLOSE_24,,,,,,,,,,,,,,,,,,,,
16.328,CLOSE_26,,,,,,,,,,,,,,,,,,,,
16.329,CLOSE_22,,,,,,,,,,,,,,,,,,,,
16.331,CLOSE_24,,,,,,,,,,,,,,,,,,,,
16.334,CLOSE_26,,,,,,,,,,,,,,,,,,,,
16.362,,2.737,0.004,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.604,-0.896,0.003,-0.004,-0.006,-0.014
16.365,CLOSE_22,,,,,,,,,,,,,,,,,,,,
16.367,CLOSE_24,,,,,,,,,,,,,,,,,,,,
16.370,CLOSE_26,,,,,,,,,,,,,,,,,,,,
16.372,CLOSE_22,,,,,,,,,,,,,,,,,,,,
16.374,CLOSE_24,,,,,,,,,,,,,,,,,,,,
16.376,CLOSE_26,,,,,,,,,,,,,,,,,,,,
16.723,,2.034,0.003,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.603,-0.897,0.002,-0.003,-0.002,-0.001
16.733,CLOSE_22,,,,,,,,,,,,,,,,,,,,
16.734,CLOSE_24,,,,,,,,,,,,,,,,,,,,
16.738,CLOSE_26,,,,,,,,,,,,,,,,,,,,
16.739,CLOSE_22,,,,,,,,,,,,,,,,,,,,
16.740,CLOSE_24,,,,,,,,,,,,,,,,,,,,
16.741,CLOSE_26,,,,,,,,,,,,,,,,,,,,
16.767,,2.034,0.003,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.603,-0.897,0.002,-0.003,-0.002,-0.001
16.769,CLOSE_22,,,,,,,,,,,,,,,,,,,,
16.771,CLOSE_24,,,,,,,,,,,,,,,,,,,,
16.775,CLOSE_26,,,,,,,,,,,,,,,,,,,,
16.777,CLOSE_22,,,,,,,,,,,,,,,,,,,,
