time_sec,a,b,s1,s2,s3,ds1,ds2,ds3,w1,w2,w3,i1,i2,i3,lookahead1,lookahead2,x,y,vx,vy
2.698,-0.197,-0.007,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.593,-0.907,0.001,0.007,0.001,0.005
2.700,,,,,,,,,,,,,,,,,,,,
2.702,,,,,,,,,,,,,,,,,,,,
2.704,,,,,,,,,,,,,,,,,,,,
2.712,,,,,,,,,,,,,,,,,,,,
2.717,,,,,,,,,,,,,,,,,,,,
2.725,,,,,,,,,,,,,,,,,,,,
3.055,2.070,-0.006,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.594,-0.906,-0.000,0.006,-0.011,-0.006
3.062,,,,,,,,,,,,,,,,,,,,
3.067,,,,,,,,,,,,,,,,,,,,
3.068,,,,,,,,,,,,,,,,,,,,
3.070,,,,,,,,,,,,,,,,,,,,
3.071,,,,,,,,,,,,,,,,,,,,
3.072,,,,,,,,,,,,,,,,,,,,
3.099,2.070,-0.006,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.594,-0.906,-0.000,0.006,-0.011,-0.006
3.101,,,,,,,,,,,,,,,,,,,,
3.103,,,,,,,,,,,,,,,,,,,,
3.104,,,,,,,,,,,,,,,,,,,,
3.106,,,,,,,,,,,,,,,,,,,,
3.107,,,,,,,,,,,,,,,,,,,,
3.109,,,,,,,,,,,,,,,,,,,,
3.449,-1.768,-0.006,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.594,-0.906,-0.002,0.006,0.005,-0.001
3.452,,,,,,,,,,,,,,,,,,,,
3.454,,,,,,,,,,,,,,,,,,,,
3.456,,,,,,,,,,,,,,,,,,,,
3.457,,,,,,,,,,,,,,,,,,,,
3.460,,,,,,,,,,,,,,,,,,,,
3.462,,,,,,,,,,,,,,,,,,,,
3.488,-1.768,-0.006,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.594,-0.906,-0.002,0.006,0.005,-0.001
3.495,,,,,,,,,,,,,,,,,,,,
3.498,,,,,,,,,,,,,,,,,,,,
3.502,,,,,,,,,,,,,,,,,,,,
3.506,,,,,,,,,,,,,,,,,,,,
3.507,,,,,,,,,,,,,,,,,,,,
3.509,,,,,,,,,,,,,,,,,,,,
3.850,-1.849,-0.004,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.596,-0.904,0.002,0.004,0.014,-0.004
3.853,,,,,,,,,,,,,,,,,,,,
3.857,,,,,,,,,,,,,,,,,,,,
3.860,,,,,,,,,,,,,,,,,,,,
3.863,,,,,,,,,,,,,,,,,,,,
3.865,,,,,,,,,,,,,,,,,,,,
3.867,,,,,,,,,,,,,,,,,,,,
3.893,-1.849,-0.004,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.596,-0.904,0.002,0.004,0.014,-0.004
3.895,,,,,,,,,,,,,,,,,,,,
3.896,,,,,,,,,,,,,,,,,,,,
3.897,,,,,,,,,,,,,,,,,,,,
3.900,,,,,,,,,,,,,,,,,,,,
3.904,,,,,,,,,,,,,,,,,,,,
3.906,,,,,,,,,,,,,,,,,,,,
4.256,-2.923,-0.005,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.595,-0.905,0.002,0.005,0.002,-0.009
4.259,,,,,,,,,,,,,,,,,,,,
4.262,,,,,,,,,,,,,,,,,,,,
4.266,,,,,,,,,,,,,,,,,,,,
4.268,,,,,,,,,,,,,,,,,,,,
4.271,,,,,,,,,,,,,,,,,,,,
4.274,,,,,,,,,,,,,,,,,,,,
4.303,-2.923,-0.005,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.595,-0.905,0.002,0.005,0.002,-0.009
4.309,,,,,,,,,,,,,,,,,,,,
4.311,,,,,,,,,,,,,,,,,,,,
4.318,,,,,,,,,,,,,,,,,,,,
4.322,,,,,,,,,,,,,,,,,,,,
4.324,,,,,,,,,,,,,,,,,,,,
4.327,,,,,,,,,,,,,,,,,,,,
4.656,-0.785,-0.005,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.595,-0.905,0.005,0.005,0.002,0.002
4.658,,,,,,,,,,,,,,,,,,,,
4.659,,,,,,,,,,,,,,,,,,,,
4.661,,,,,,,,,,,,,,,,,,,,
4.663,,,,,,,,,,,,,,,,,,,,
4.665,,,,,,,,,,,,,,,,,,,,
4.667,,,,,,,,,,,,,,,,,,,,
4.694,-0.785,-0.005,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.595,-0.905,0.005,0.005,0.002,0.002
4.698,,,,,,,,,,,,,,,,,,,,
4.700,,,,,,,,,,,,,,,,,,,,
4.702,,,,,,,,,,,,,,,,,,,,
4.704,,,,,,,,,,,,,,,,,,,,
4.709,,,,,,,,,,,,,,,,,,,,
4.712,,,,,,,,,,,,,,,,,,,,
5.055,0.785,-0.004,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.596,-0.904,0.006,0.004,-0.003,0.003
5.057,,,,,,,,,,,,,,,,,,,,
5.058,,,,,,,,,,,,,,,,,,,,
5.060,,,,,,,,,,,,,,,,,,,,
5.063,,,,,,,,,,,,,,,,,,,,
5.068,,,,,,,,,,,,,,,,,,,,
5.070,,,,,,,,,,,,,,,,,,,,
5.095,0.785,-0.004,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.596,-0.904,0.006,0.004,-0.003,0.003
5.099,,,,,,,,,,,,,,,,,,,,
5.102,,,,,,,,,,,,,,,,,,,,
5.104,,,,,,,,,,,,,,,,,,,,
5.105,,,,,,,,,,,,,,,,,,,,
5.106,,,,,,,,,,,,,,,,,,,,
5.107,,,,,,,,,,,,,,,,,,,,
5.451,2.090,-0.007,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.593,-0.907,0.003,0.007,-0.007,-0.004
5.454,,,,,,,,,,,,,,,,,,,,
5.456,,,,,,,,,,,,,,,,,,,,
5.459,,,,,,,,,,,,,,,,,,,,
5.461,,,,,,,,,,,,,,,,,,,,
5.463,,,,,,,,,,,,,,,,,,,,
5.464,,,,,,,,,,,,,,,,,,,,
5.489,2.090,-0.007,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.593,-0.907,0.003,0.007,-0.007,-0.004
5.491,,,,,,,,,,,,,,,,,,,,
5.493,,,,,,,,,,,,,,,,,,,,
5.496,,,,,,,,,,,,,,,,,,,,
5.497,,,,,,,,,,,,,,,,,,,,
5.503,,,,,,,,,,,,,,,,,,,,
5.504,,,,,,,,,,,,,,,,,,,,
5.852,1.816,-0.005,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.595,-0.905,0.006,0.005,-0.012,-0.003
5.856,,,,,,,,,,,,,,,,,,,,
5.858,,,,,,,,,,,,,,,,,,,,
5.860,,,,,,,,,,,,,,,,,,,,
5.862,,,,,,,,,,,,,,,,,,,,
5.866,,,,,,,,,,,,,,,,,,,,
5.870,,,,,,,,,,,,,,,,,,,,
5.896,1.816,-0.005,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.595,-0.905,0.006,0.005,-0.012,-0.003
5.898,,,,,,,,,,,,,,,,,,,,
5.901,,,,,,,,,,,,,,,,,,,,
5.903,,,,,,,,,,,,,,,,,,,,
5.904,,,,,,,,,,,,,,,,,,,,
5.905,,,,,,,,,,,,,,,,,,,,
5.906,,,,,,,,,,,,,,,,,,,,
6.254,0.896,-0.004,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.596,-0.904,0.004,0.004,-0.005,0.004
6.256,,,,,,,,,,,,,,,,,,,,
6.261,,,,,,,,,,,,,,,,,,,,
6.264,,,,,,,,,,,,,,,,,,,,
6.265,,,,,,,,,,,,,,,,,,,,
6.268,,,,,,,,,,,,,,,,,,,,
6.270,,,,,,,,,,,,,,,,,,,,
6.308,0.896,-0.004,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.596,-0.904,0.004,0.004,-0.005,0.004
6.311,,,,,,,,,,,,,,,,,,,,
6.313,,,,,,,,,,,,,,,,,,,,
6.315,,,,,,,,,,,,,,,,,,,,
6.327,,,,,,,,,,,,,,,,,,,,
6.330,,,,,,,,,,,,,,,,,,,,
6.333,,,,,,,,,,,,,,,,,,,,
6.652,-3.092,-0.001,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.599,-0.901,0.006,0.001,0.001,-0.020
6.654,,,,,,,,,,,,,,,,,,,,
6.656,,,,,,,,,,,,,,,,,,,,
6.657,,,,,,,,,,,,,,,,,,,,
6.660,,,,,,,,,,,,,,,,,,,,
6.663,,,,,,,,,,,,,,,,,,,,
6.665,,,,,,,,,,,,,,,,,,,,
6.691,-3.092,-0.001,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.599,-0.901,0.006,0.001,0.001,-0.020
6.692,,,,,,,,,,,,,,,,,,,,
6.694,,,,,,,,,,,,,,,,,,,,
6.695,,,,,,,,,,,,,,,,,,,,
6.698,,,,,,,,,,,,,,,,,,,,
6.700,,,,,,,,,,,,,,,,,,,,
6.702,,,,,,,,,,,,,,,,,,,,
7.056,-0.165,-0.002,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.598,-0.902,0.004,0.002,0.001,0.006
7.059,,,,,,,,,,,,,,,,,,,,
7.061,,,,,,,,,,,,,,,,,,,,
7.065,,,,,,,,,,,,,,,,,,,,
7.067,,,,,,,,,,,,,,,,,,,,
7.068,,,,,,,,,,,,,,,,,,,,
7.072,,,,,,,,,,,,,,,,,,,,
7.097,-0.165,-0.002,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.598,-0.902,0.004,0.002,0.001,0.006
7.100,,,,,,,,,,,,,,,,,,,,
7.103,,,,,,,,,,,,,,,,,,,,
7.105,,,,,,,,,,,,,,,,,,,,
7.106,,,,,,,,,,,,,,,,,,,,
7.107,,,,,,,,,,,,,,,,,,,,
7.109,,,,,,,,,,,,,,,,,,,,
7.450,-1.344,-0.002,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.598,-0.902,0.003,0.002,0.013,0.003
7.455,,,,,,,,,,,,,,,,,,,,
7.458,,,,,,,,,,,,,,,,,,,,
7.460,,,,,,,,,,,,,,,,,,,,
7.461,,,,,,,,,,,,,,,,,,,,
7.463,,,,,,,,,,,,,,,,,,,,
7.465,,,,,,,,,,,,,,,,,,,,
7.491,-1.344,-0.002,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.598,-0.902,0.003,0.002,0.013,0.003
7.493,,,,,,,,,,,,,,,,,,,,
7.495,,,,,,,,,,,,,,,,,,,,
7.497,,,,,,,,,,,,,,,,,,,,
7.499,,,,,,,,,,,,,,,,,,,,
7.500,,,,,,,,,,,,,,,,,,,,
7.505,,,,,,,,,,,,,,,,,,,,
7.850,-0.000,-0.002,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.598,-0.902,0.001,0.002,0.000,0.005
7.854,,,,,,,,,,,,,,,,,,,,
7.859,,,,,,,,,,,,,,,,,,,,
7.862,,,,,,,,,,,,,,,,,,,,
7.866,,,,,,,,,,,,,,,,,,,,
7.869,,,,,,,,,,,,,,,,,,,,
7.870,,,,,,,,,,,,,,,,,,,,
7.902,-0.000,-0.002,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.598,-0.902,0.001,0.002,0.000,0.005
7.909,,,,,,,,,,,,,,,,,,,,
7.912,,,,,,,,,,,,,,,,,,,,
7.915,,,,,,,,,,,,,,,,,,,,
7.917,,,,,,,,,,,,,,,,,,,,
7.921,,,,,,,,,,,,,,,,,,,,
7.931,,,,,,,,,,,,,,,,,,,,
8.254,-0.349,-0.002,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.598,-0.902,0.001,0.002,0.004,0.011
8.260,,,,,,,,,,,,,,,,,,,,
8.262,,,,,,,,,,,,,,,,,,,,
8.264,,,,,,,,,,,,,,,,,,,,
8.265,,,,,,,,,,,,,,,,,,,,
8.267,,,,,,,,,,,,,,,,,,,,
8.268,,,,,,,,,,,,,,,,,,,,
8.293,-0.349,-0.002,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.598,-0.902,0.001,0.002,0.004,0.011
8.296,,,,,,,,,,,,,,,,,,,,
8.298,,,,,,,,,,,,,,,,,,,,
8.300,,,,,,,,,,,,,,,,,,,,
8.301,,,,,,,,,,,,,,,,,,,,
8.304,,,,,,,,,,,,,,,,,,,,
8.308,,,,,,,,,,,,,,,,,,,,
8.654,-0.709,-0.005,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.595,-0.905,0.004,0.005,0.012,0.014
8.655,,,,,,,,,,,,,,,,,,,,
8.657,,,,,,,,,,,,,,,,,,,,
8.658,,,,,,,,,,,,,,,,,,,,
8.660,,,,,,,,,,,,,,,,,,,,
8.661,,,,,,,,,,,,,,,,,,,,
8.664,,,,,,,,,,,,,,,,,,,,
8.690,-0.709,-0.005,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.595,-0.905,0.004,0.005,0.012,0.014
8.694,,,,,,,,,,,,,,,,,,,,
8.699,,,,,,,,,,,,,,,,,,,,
8.702,,,,,,,,,,,,,,,,,,,,
8.703,,,,,,,,,,,,,,,,,,,,
8.704,,,,,,,,,,,,,,,,,,,,
8.706,,,,,,,,,,,,,,,,,,,,
9.054,-2.989,-0.006,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.594,-0.906,0.003,0.006,0.002,-0.013
9.055,,,,,,,,,,,,,,,,,,,,
9.057,,,,,,,,,,,,,,,,,,,,
9.058,,,,,,,,,,,,,,,,,,,,
9.061,,,,,,,,,,,,,,,,,,,,
9.062,,,,,,,,,,,,,,,,,,,,
9.063,,,,,,,,,,,,,,,,,,,,
9.089,-2.989,-0.006,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.594,-0.906,0.003,0.006,0.002,-0.013
9.091,,,,,,,,,,,,,,,,,,,,
9.092,,,,,,,,,,,,,,,,,,,,
9.095,,,,,,,,,,,,,,,,,,,,
9.096,,,,,,,,,,,,,,,,,,,,
9.098,,,,,,,,,,,,,,,,,,,,
9.099,,,,,,,,,,,,,,,,,,,,
9.458,2.246,-0.005,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.595,-0.905,0.003,0.005,-0.010,-0.008
9.459,,,,,,,,,,,,,,,,,,,,
9.470,,,,,,,,,,,,,,,,,,,,
9.471,,,,,,,,,,,,,,,,,,,,
9.472,,,,,,,,,,,,,,,,,,,,
9.473,,,,,,,,,,,,,,,,,,,,
9.474,,,,,,,,,,,,,,,,,,,,
9.500,2.246,-0.005,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.595,-0.905,0.003,0.005,-0.010,-0.008
9.503,,,,,,,,,,,,,,,,,,,,
9.512,,,,,,,,,,,,,,,,,,,,
9.514,,,,,,,,,,,,,,,,,,,,
9.519,,,,,,,,,,,,,,,,,,,,
9.522,,,,,,,,,,,,,,,,,,,,
9.526,,,,,,,,,,,,,,,,,,,,
9.848,-2.790,-0.004,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.596,-0.904,0.005,0.004,0.011,-0.030
9.853,,,,,,,,,,,,,,,,,,,,
9.855,,,,,,,,,,,,,,,,,,,,
9.858,,,,,,,,,,,,,,,,,,,,
9.859,,,,,,,,,,,,,,,,,,,,
9.865,,,,,,,,,,,,,,,,,,,,
9.868,,,,,,,,,,,,,,,,,,,,
